node_id	sequence_md5	accession	accession_all	enzyme_name	organism	sequence_length	v1_component	cath
v185	c05531f7c89f4efafc1f2537c89ad129	ARF18137.1	ARF18137.1	PURase	Sporosarcina ureae P17a	472	10	3.90.1300.10
v186	c21fdb598a3887e2e8a5af55068ffec4	BAI44731	BAI44731	OoH	Rhodococcus sp. Oct1	479	10	3.90.1300.10
v187	a79509a510d90a50f6702955b1ad3b49	NYLA_PSES8	NYLA_PSES8	NylA	Pseudomonas sp. strain NK87	493	10	3.90.1300.10
v188	77bca54fb186cc66d3f509d6fb835b65	NYLA_FLASK	NYLA_FLASK	NylA	Paenarthrobacter ureafaciens K172	493	10	3.90.1300.10
v189	815c8cb8347c7ae5a0b5f9f5e645b5db	Q12559	Q12559	PURase	Aspergillus oryzae	545	10	3.90.1300.10
v190	4ae54f06384b9660b40e76e9a902f585	WBR49956	WBR49956	UMG-SP-1	Metagenome	438	10	3.90.1300.10
v191	06d89e9f595b7abc6f662a4ea5fc3f77	WBR49957	WBR49957	UMG-SP-2	Metagenome	439	10	3.90.1300.10
v192	e517914dc89db0a2eedf86b6f66bf60c	WBR49958	WBR49958	UMG-SP-3	Metagenome	439	10	3.90.1300.10
v193	d91b645ebea282e1c771123a7abe685f	WP_011209364.1	WP_011209364.1	aryl acylamidase	Nocardia farcinica IFM10512	479	10	3.90.1300.10
v194	ccec191e60e12d1782682af2211d9640	WP_185053500	WP_185053500	TtA	Thermocatellispora tengchongensis	471	10	3.90.1300.10
v195	336f0649eca9651f90fe2d208cd29559	NylA	NylA	GatA-like	Parvibaculum sp.	485	10	3.90.1300.10
v196	643cdc8e6bf40238fb4a3568cc8eb4f8	NylA	NylA	ReU-like	Rhodococcus equi TB-60	472	10	3.90.1300.10
v197	e422c7b9aabe1a23f75d15bd35cf71a6	BBP47208; XP_036664376	BBP47208; XP_036664376	CPUTNase	Candida parapsilosis NBRC 708	551	10	3.90.1300.10
v198	c07da837b710b266f98b045916b5543a	B0FLR6	B0FLR6	PLase2	Amycolatopsis (Nocardia) orientalis	241	11	2.40.10.10
v199	167f1e4e4481dfb27bd087d9b3902929	Q75UA4	Q75UA4	PLAase	Amycolatopsis (Nocardia) sp. strain K104-1	238	11	2.40.10.10
v200	659a58dc5abc0fd64c7c7e596bb56dd4	B0FY08	B0FY08	PLase3	Amycolatopsis (Nocardia) orientalis	364	12	2.40.10.10
v201	a231cf4880bedee499375b591f4c7cfc	AII11185	AII11185	LMC021	Rhodococcus opacus R7	516	14	2.60.40.420
v202	4be16a85172c726f7f8d6dbd2053955f	AII11221	AII11221	LMC031	Rhodococcus opacus R7	348	14	2.60.40.420
v203	9c7dbb673a1f18286b846d8354918b3d	A0A1S6Q8F9	A0A1S6Q8F9	RoxB	Steroidobacter cummioxidans 35Y	681	15	NA
v204	073907a632be32c5b92c8381c4de0c90	LC073705	LC073705	LatA	R. gummiphilus NS21	679	15	NA
v205	84ba28218df106867af936d87aba63b4	Q7X0P3	Q7X0P3	RoxA	Steroidobacter cummioxidans 35Y	678	15	NA
v206	198d14bb37149debc526a3f90e777956	H6N162	H6N162	Lcp1VH2	Gordonia polyisoprenivorans	407	16	NA
v207	3d98c4ffc15561968b8fbb11d2ed071a	H6N4Z1	H6N4Z1	Lcp2VH2	Gordonia polyisoprenivorans	388	16	NA
v208	024678fb7e5f5a204647fd2d1e393aab	Q3L8N0	Q3L8N0	LCP_STRK3	Streptomyces sp. K30	407	16	NA
v209	95d1e9d1e5c89ada66637cb1f2c7e05e	MT664881	MT664881	Lcp1	Streptomyces sp. AC04842	410	16	NA
v210	67b4409cf7dfe74bbb08798733600bfc	MT664882	MT664882	Lcp2	Streptomyces sp. AC04842	407	16	NA
v211	4b50fcb2d78d50a7f5693abba7e356b1	W6R2Y2	W6R2Y2	lip1; Mors1	Ectopseudomonas oleovorans	201	17	TBDX
v212	342ff8b50fc233be7b68dc6cd032d5a7	KP347755.1	KP347755.1	MGS0084	Metagenome	411	18	TBDY
v213	b6f8363af9f6b89b71da887bdc4c3060	ACD16728.1	ACD16728.1	PURase	Burkholderia phytofirmans DSM17436	316	19	TBDZ
