node_id	sequence_md5	identifier	identifier_all	accession	accession_all	enzyme_name	enzyme_name_all	organism	pazy_id	pazy_id_all	sequence_length	n_source_rows	v1_component	cath
m0146	4e42b62ac9f3158a2a5a2b35e117d950	74	74	BAT32793.1;A0A0P0ZE81	BAT32793.1;A0A0P0ZE81	GB-1;CLE;CfCLE	GB-1;CLE;CfCLE	Saitozyma flava;Cryptococcus flavus	96	96	239	1	2	3.40.50.1820
m0147	4eb20c9016001fd934311ea5fc36f89f	241	241	WP_143590710.1	WP_143590710.1	385	385	Thermoactinospora rubra	293	293	272	1		
m0148	4f68c367317a6c09df48faffc017ad9e	117	117	WP_093412886.1;7QJP	WP_093412886.1;7QJP	Enzyme 611;611	Enzyme 611;611	Saccharopolyspora flava	151	151	293	1	1	3.40.50.1820
m0149	4fc6ca50b7b51c5b7f98512adca3c679	369	369	WP_203790592.1	WP_203790592.1	ESM060	ESM060	Paractinoplanes rishiriensis	421	421	410	1		
m0150	512b62a8993ab9e45d25bcdfa650b798	439	439	7C2A_A	7C2A_A	E4	E4	Altericroceibacterium indicum	494	494	191	1		
m0151	51637a74ae9efe92560e94b5e2bc6178	101	101	UFE15760.1	UFE15760.1	Lcp1	Lcp1	Microtetraspora sp. AC03309	129	129	410	1		
m0152	52ac6083b4c7d6faf903f936007224d2	205	205	WP_209642273.1	WP_209642273.1	KbPETase	KbPETase	Kibdelosporangium banguiense	257	257	270	1		
m0153	5353a76b2d62b148881304e276a3a0e0	58	58	P29600	P29600	Subtilisin;Savinase;Subtilisin Savinase	Subtilisin;Savinase;Subtilisin Savinase	Lederbergia lenta;Lederbergia (Bacillus) lentus	76	76	269	1	21	3.40.50.1820
m0154	546363f6f7e62663a681aa0546a7c08c	431	431	WDT94189	WDT94189	TA29	TA29	Thermoleophilum album	486	486	296	1		
m0155	551946ddbe6046c13ca1a257eab4aeff	354	354	WP_267938240.1	WP_267938240.1	ESM006	ESM006	Saccharothrix sp. S26	406	406	405	1		
m0156	553239996e512830a1db6b67fb4aa1c7	463	463	7NEI_A/B;7CUV_A;MBO2503201.1;SAY37592.1;7NEI	7NEI_A/B;7CUV_A;MBO2503201.1;SAY37592.1;7NEI	PHL-7;PES-H1;PES-H2	PHL-7;PES-H1;PES-H2	Thermoanaerobacter sp.;Compost metagenome	37	37	259	1	1	3.40.50.1820
m0157	55c56bf6f40cb5a2497253d78cfe7803	422	422	WP_212846608.1;GGR16917.1	WP_212846608.1;GGR16917.1	TEP181;ESM136	TEP181;ESM136	Actinoplanes ianthinogenes	477;440	477;440	421	1		
m0158	56793a483b6506d4f822ce4dab41cbcb	350	350	NUT34383.1	NUT34383.1	DP084	DP084	Hamadaea sp.	402	402	285	1		
m0159	572db808330016b2e517a2e6db0d8477	145	145	UNZ81746.1;UNZ81746	UNZ81746.1;UNZ81746	IS10	IS10	Chloroflexi bacterium enrichment culture;Chloroflexi bacterium	186	186	314	1	23	3.40.50.1820
m0160	574237800be392daa0a6c80748375073	339	339	WP_229068674.1	WP_229068674.1	DP043	DP043	Actinoplanes sp. DH11	391	391	312	1		
m0161	5803ed5f151b9467fa2e8894554b330e	341	341	MGYP001489421514	MGYP001489421514	DP056	DP056	Compost metagenome	393	393	303	1		
m0162	586a335986f45e096f6ca073737678a5	170	170	WP_312893488.1;A0A7W8QII1	WP_312893488.1;A0A7W8QII1	Nc-NylC	Nc-NylC	Nocardiopsis composta	219	219	344	1	9	3.60.70.12
m0163	5a6ca9ba6be2179ba6074343233d0a9b	250	250	WP_081971423.1	WP_081971423.1	1463	1463	Dactylosporangium aurantiacum	302	302	265	1		
m0164	5a880c3b46d61fb2b4fa713a243c511a	193	193	QPA27412.1;WP_010659881.1;A0A6I0DYC0	QPA27412.1;WP_010659881.1;A0A6I0DYC0	dsPETase06;PD3	dsPETase06;PD3	Brucella anthropi;Pseudomonadota bacterium	244	244	352	1	35	3.40.50.1820
m0165	5b3f01f3bbd1d34e9bcd72527c959781	447	447	WP_158643351.1;ODU60407.1;WP_101893509.1	WP_158643351.1;ODU60407.1;WP_101893509.1	412;Enzyme 412;406;Enzyme 409	412;Enzyme 412;406;Enzyme 409	Ketobacter alkanivorans;Comamonadaceae bacterium;Ketobacter sp.	146;143	146;143	311	1		
m0166	5b6bcacc9716a844b6969cbeb5e49ef1	235	235	WP_082403176.1	WP_082403176.1	1491	1491	Saccharothrix sp. NRRL B-16348	287	287	455	1		
m0167	5c06f1259bc12791a4627d9b18c94185	124	124	AGT90042.1	AGT90042.1	CCM2595;Amidase	CCM2595;Amidase	Rhodococcus erythropolis	159	159	483	1	10	3.90.1300.10
m0168	5c6047089b459f01b0f48bd717dcdfc0	201	201	WAT79796.1	WAT79796.1	TGL	TGL	Bacillus safensis	253	253	213	1		
m0169	5cee52f57ef4e114863f6926cabdca90	198	198	BEG79545	BEG79545	PA4-degrading enzyme	PA4-degrading enzyme	Pseudoalteromonas sp.	249	249	716	1		
m0170	5e3a225d0c4dad34e74078ea45904b70	27	27	ADV92525.1;E9LVH7	ADV92525.1;E9LVH7	Tha_Cut1;cut1	Tha_Cut1;cut1	Thermobifida alba;Thermobifida alba DSM43185	34	34	262	1	1	3.40.50.1820
m0171	5fa3e19ca90991487c80ed55e34da806	40	40	AAF66684.1;Q9LAB9	AAF66684.1;Q9LAB9	PulA;EsterasePulA	PulA;EsterasePulA	Pseudomonas fluorescens	49	49	451	1	4	3.40.50.1820
m0172	6012a802711a9bb008ee0895a518a5a0	88	88	AAA65705.1;Q51871	AAA65705.1;Q51871	PhaZ5	PhaZ5	Paucimonas lemoignei	111	111	433	1	30	3.40.50.1820
m0173	604018ae8af9058028c669f8ed8de020	151	151	OGB27210;A0A1F4JXW8;7CWG	OGB27210;A0A1F4JXW8;7CWG	ApLip-Ec;BurPL	ApLip-Ec;BurPL	Burkholderiales bacterium;Aquabacterium parvum	195	195	426	1	1	3.40.50.1820
m0174	6139d7ee947801e1ffa5c9345c785900	125	125	AAK11724.1;AY026386;Q8KRD8	AAK11724.1;AY026386;Q8KRD8	PURase;Amidase	PURase;Amidase	Rhodococcus erythropolis;Rhodococcus erythropolis MP50	160	160	525	1	10	3.90.1300.10
m0175	61a4ab03c350b74dc8e27682811b973f	457	457	P94146	P94146	PhaZAfa	PhaZAfa	Alcaligenes faecalis			635	1	30	3.40.50.1820
m0176	61d801881a590b1495fd2352c700c042	429	429	WDT94064	WDT94064	TA21	TA21	Thermoleophilum album	484	484	352	1		
m0177	62f7546aebcb1a559748d086de6571e6	416	416	WP_260422593.1	WP_260422593.1	TEP111	TEP111	Micromonospora carbonacea	470	470	424	1		
m0178	63f3bcdf9d4e41b30836917c8f069d43	147	147	UNZ81748.1;UNZ81748	UNZ81748.1;UNZ81748	IS12	IS12	Chloroflexi bacterium enrichment culture;Chloroflexi bacterium	188	188	318	1	23	3.40.50.1820
m0179	6435b353e1e02d2f720bc95ef5cb13af	114	114	EGD44994.1;E9UPM2	EGD44994.1;E9UPM2	Enzyme 503 like;503	Enzyme 503 like;503	Nocardioidaceae bacterium	147	147	294	1	1	3.40.50.1820
m0180	643cdc8e6bf40238fb4a3568cc8eb4f8	464	464			ReU-like	ReU-like	Rhodococcus equi TB-60			472	1	10	3.90.1300.10
m0181	6479c4b689da748f2cb786f88522f290	316	316	A0A7C6SQZ1	A0A7C6SQZ1	Nyl65	Nyl65	Clostridiales bacterium	368	368	318	1		
m0182	647a8a79005fc7f3a762d4b29e0328ad	196	196	XHH12375	XHH12375	NylC2	NylC2	Microbacterium oxydans	247	247	339	1		
m0183	6501b0257cf940e7d8aa9266fd92aaa1	129	129	ACY56506.1;GU116480;E3SVS0	ACY56506.1;GU116480;E3SVS0	PURase;Amidase	PURase;Amidase	Microbacterium hydrocarbonoxydans	165	165	283	1	22	3.40.50.1820
m0184	659a58dc5abc0fd64c7c7e596bb56dd4	470	470	B0FY08	B0FY08	PLase3	PLase3	Amycolatopsis (Nocardia) orientalis			364	1	12	2.40.10.10
m0185	66ecc46b29b845a7a916ce1874720817	233	233	WP_132413760.1	WP_132413760.1	1468	1468	Kribbella albertanoniae	285	285	444	1		
m0186	677a11fa0e32fbd01338ba6d30fc718b	112	112	KPI12031.1;WP_082414832.1	KPI12031.1;WP_082414832.1	Enzyme 405;405	Enzyme 405;405	Actinobacteria bacterium OK074	142	142	302	1	1	3.40.50.1820
m0187	67b4409cf7dfe74bbb08798733600bfc	100	100	WP_254586337.1;MT664882;A0A975YYR5	WP_254586337.1;MT664882;A0A975YYR5	Lcp2	Lcp2	Streptomyces sp. AC04842	128	128	407	1	16	NA
m0188	688e3468b20f955579952d514c187611	262	262	WP_089021493.1	WP_089021493.1	1641	1641	Micromonospora coriariae	314	314	460	1		
m0189	68c96339ea5e9153dffdfbe8f9906985	353	353	WP_139580723.1	WP_139580723.1	DP092	DP092	Microbispora catharanthi	405	405	450	1		
m0190	68f440a1f49336f2bc51060f5c2e99f1	209	209	MBO9532528.1	MBO9532528.1	APET-20	APET-20	Solirubrobacteraceae bacterium	261	261	293	1		
m0191	690953c8ee380d8f7a711710318247ac	280	280	WP_145923095.1	WP_145923095.1	1635	1635	Micromonospora sp. HM134	332	332	487	1		
m0192	6b1009cf128e698e040b3329caa14ce2	379	379	WP_229836555.1	WP_229836555.1	ESM090	ESM090	Dactylosporangium sucinum	432	432	285	1		
m0193	6bfc5e52adfd5c1d647dbdd440a07380	230	230	WP_132386942.1	WP_132386942.1	1489	1489	Micromonospora sp. KC723	282	282	447	1		
m0194	6c8a21cf9b056c70de13236ba6a2c881	313	313	A0A6A7M915	A0A6A7M915	Nyl58	Nyl58	Rhodospirillales bacterium	365	365	342	1		
m0195	6c92a78329d5a05cad38caf62075d747	11	11	P19833.1;P19833;8SPK	P19833.1;P19833;8SPK	PaCut;Mors1	PaCut;Mors1	Moraxella sp. TA144;Pseudomonas alcaligenes	11	11	319	1	1	3.40.50.1820
m0196	6c94e122d721e790088493d35c7c03a9	349	349	WP_203733135.1	WP_203733135.1	DP082	DP082	Paractinoplanes durhamensis	401	401	295	1		
m0197	6cfa5991a1358a2618da129bb29a2d1c	155	155	SUD16364;SUD16364.1	SUD16364;SUD16364.1	PbauzCut;PaCut	PbauzCut;PaCut	Aquipseudomonas alcaligenes;Halopseudomonas bauzanensis	201	201	298	1	1	3.40.50.1820
m0198	6def7fc8a6f81bb797445e688dbb615f	270	270	OPG10926.1	OPG10926.1	169	169	Microbispora sp. GKU 823	322	322	308	1		
m0199	6e59b2b22d0932610243c38a9455adb5	238	238	WP_141984372.1	WP_141984372.1	1482	1482	Saccharothrix saharensis	290	290	413	1		
m0200	6e80f2f31cbe7bc9184caed2bea23776	397	397	WP_239086781.1	WP_239086781.1	ESM177	ESM177	Catellatospora methionotrophica	451	451	290	1		
m0201	6eeb7b649b01121426a96ddee3c2c007	195	195	XHH12374	XHH12374	NylC1	NylC1	Leucobacter chromiiresistens	246	246	357	1		
m0202	6f59754c646b6771593cdb66b1cc732b	246	246	WP_045318561.1	WP_045318561.1	1678	1678	Lentzea aerocolonigenes	298	298	424	1		
m0203	701849adbc66ce54e28ad407951aee3b	452	452	WP_252811421.1	WP_252811421.1	ESM084;TEP114	ESM084;TEP114	Actinoallomurus spadix	431;471	431;471	424	1		
m0204	70461e4ccc8f072afc5757915d4ab26f	113	113	WP_162908185.1;WP_117215036.1	WP_162908185.1;WP_117215036.1	407;Enzyme 407	407;Enzyme 407	Allorhizocola rhizosphaerae;Allorhizocoloa rhizosphaerae	144	144	436	1		
m0205	706fff86ca9f67473863ad795f5707fc	381	381	WP_252275389.1	WP_252275389.1	ESM096	ESM096	Pseudomonas subflava	434	434	296	1		
m0206	710f4592bfa0115da9f3500092b3518f	8	8	WP_022964382.1;KU695573;A0A1B0Z6Y3	WP_022964382.1;KU695573;A0A1B0Z6Y3	PpCutA;PoCut;PpelaLip	PpCutA;PoCut;PpelaLip	Halopseudomonas pelagia;Pseudomonas oleovorans DSM 50188	8	8	307	1	1	3.40.50.1820
m0207	71d88f44c8ddca8715a62d0d30305df5	33	33	RLI42440.1;A0A497NK85;8B4U	RLI42440.1;A0A497NK85;8B4U	PET46	PET46	Candidatus Bathyarchaeota archaeon	41	41	262	1	1	3.40.50.1820
m0208	7269cc72c4e11c63f64df5c2d937af35	418	418	WP_256510519.1	WP_256510519.1	TEP164	TEP164	Crossiella sp. SN42	473	473	403	1		
m0209	7290711b3d888830a61b777dcd01df5d	20	20	ADV92528.1;E9LVI0_THEFU	ADV92528.1;E9LVI0_THEFU	TfH42_Cut1	TfH42_Cut1	Thermobifida fusca;Thermobifida fusca DSM44342	21	21	262	1	1	3.40.50.1820
m0210	73f07a67f93f50ac08de42fd3f33928a	302	302	A0A351YZM4	A0A351YZM4	Nyl32	Nyl32	Treponema sp.	354	354	328	1		
m0211	7452d6761b99d133be32ee4b17239cd1	57	57	WP_011157072.1;Q6N9M9;RPA1511;4PSU	WP_011157072.1;Q6N9M9;RPA1511;4PSU	RPA1511, esterase;RPA1511	RPA1511, esterase;RPA1511	Rhodopseudomonas palustris	75	75	295	1	6	3.40.50.1820
m0212	74f45b9b297fc969ba3fd070bdedc403	335	335	MBT8227529.1	MBT8227529.1	DP021	DP021	Dactylosporangium sp.	387	387	451	1		
m0213	75970cca0aca8c2628e21abeff92d2b0	345	345	MGYP000271253724	MGYP000271253724	DP068	DP068	Marine metagenome	397	397	420	1		
m0214	75b2b72259a73dea11dea49d5062379d	190	190	WP_220815207	WP_220815207	PpPETase	PpPETase	Pseudomonas paralcaligenes	241	241	298	1		
m0215	75bb9ab0210af3940fb95e2939ac10fe	187	187			dsPETase05	dsPETase05		237	237	301	1		
m0216	760d48b991f3789858295120e590915c	325	325	WP_010949597.1	WP_010949597.1	Nyl84	Nyl84	Mycobacterium avium subsp. paratuberculosis	377	377	347	1		
m0217	761f31759bb5d73ea55282d40c050c2e	25	25	AFA45122.1;H6WX58	AFA45122.1;H6WX58	Thh_Est	Thh_Est	Thermobifida halotolerans	32	32	262	1	1	3.40.50.1820
m0218	77a7b5a521e48effd1710f14533ed6a5	231	231	WP_132337032.1	WP_132337032.1	1521	1521	Micromonospora sp. KC213	283	283	443	1		
m0219	77b3eb7d458379633a6175152729a2e8	460	460	A4UZ13	A4UZ13	PlaM8 depolymerase	PlaM8 depolymerase	Metagenome			283	1	5	3.40.50.1820
m0220	77bca54fb186cc66d3f509d6fb835b65	44	44	WP_012476897.1;NYLA_FLASK;3A2P	WP_012476897.1;NYLA_FLASK;3A2P	NylA	NylA	Paenarthrobacter ureafaciens;Paenarthrobacter ureafaciens K172	59	59	493	1	10	3.90.1300.10
m0221	783d312623e9a23ce795d29a255d97a8	239	239	WP_155388305.1	WP_155388305.1	1522	1522	Catellatospora paridis	291	291	276	1		
m0222	78f18c1dd8a82d742a0cccc5a0e6a951	293	293	WP_082766707.1	WP_082766707.1	Nyl11	Nyl11	Ferrimonas marina	345	345	343	1		
m0223	790629d20f9a499b3cf518e1e7000b71	364	364	MBX3621832.1	MBX3621832.1	ESM045	ESM045	Rhizobacter sp.	416	416	280	1		
m0224	79c49015e4218f7c3a46046c08b8030d	331	331	WP_035284691	WP_035284691	DP007	DP007	Actinokineospora spheciospongiae	383	383	297	1		
m0225	7a0b4f5fc6faf46b8f8e8de955097dbe	284	284	WP_129849678.1	WP_129849678.1	191	191	Streptomyces sp. SCA2-2	336	336	316	1		
m0226	7ad7db832510d64d62b4e29db40fa372	346	346	WP_184682765.1	WP_184682765.1	DP078	DP078	Pseudomonas fluvialis	398	398	298	1		
m0227	7cf1ce68095952a5cc8abd5bbcfd1ff7	362	362	WP_182904095.1	WP_182904095.1	ESM038	ESM038	Microbispora sp. H10830	414	414	450	1		
m0228	7d1184184e0086123cd94070ab861eb2	290	290	BAD07474.1	BAD07474.1	Nepenthesin-1	Nepenthesin-1	Nepenthes distillatoria	342	342	437	1		
m0229	7d398f96d8a77630de8a9da0c6635b29	372	372	WP_281901711.1	WP_281901711.1	ESM064	ESM064	Phytohabitans aurantiacus	424	424	401	1		
m0230	7d43cc8143961b92bacba0d218fe7818	430	430	WDT94443	WDT94443	TA26	TA26	Thermoleophilum album	485	485	321	1		
m0231	7e5680dfd06abf1e4f5a432453eb246d	333	333	WP_151597653.1	WP_151597653.1	DP016	DP016	Actinomadura physcomitrii	385	385	310	1		
m0232	7f597bfa435ab3ad4d01391067fcea07	359	359	WP_232326807.1	WP_232326807.1	ESM026	ESM026	Microbispora sp. ATCC PTA-5024	411	411	435	1		
m0233	7f7526ac0c7c4c8440ba6812322c88d5	160	160	WP_108898452;WP_108898452.1	WP_108898452;WP_108898452.1	Lip4_120	Lip4_120	Caldibacillus thermoamylovorans	209	209	417	1	25	3.40.50.1820
m0234	815c8cb8347c7ae5a0b5f9f5e645b5db	456	456	Q12559	Q12559	PURase	PURase	Aspergillus oryzae			545	1	10	3.90.1300.10
m0235	81a9df90765d3ca5a2dbd97ac8fe0e4f	66	66	AKJ87264;A0A0G3FEJ8;5D8M	AKJ87264;A0A0G3FEJ8;5D8M	MGS0156	MGS0156	Environmental metagenome;Metagenome	86	86	421	1	24	3.40.50.1820
m0236	81f568dbaa464c36246be059cfa19188	465	465			GlacPETase	GlacPETase	Pseudomonas sp.			282	1	1	3.40.50.1820
m0237	821c28b3e158579536d0795e3661b21a	48	48	BAE95770.1;Q1EPR4	BAE95770.1;Q1EPR4	NylC;NylCK	NylC;NylCK	Kocuria sp. KY2	63	63	355	1	9	3.60.70.12
m0238	829800eec935d841bf6bcc8772be89b2	443	443	NP_999368.1	NP_999368.1	porcine pancreatic lipase	porcine pancreatic lipase	Sus scrofa	498	498	112	1		
m0239	82b7aa41d984234dbb69f23c5dfebbb9	184	184	XAQ58225	XAQ58225	BaCut1-like;BaCut1	BaCut1-like;BaCut1	Blastobotrys sp. G-9	233	233	222	1	2	3.40.50.1820
m0240	82b7c2b8fe6536c3c95f6f083c3a4609	181	181			TaC	TaC		230	230	228	1		
m0241	82d420ad8219d9469aeea11873ba7544	273	273	WP_084578793.1	WP_084578793.1	1718	1718	Kutzneria sp. 744	325	325	337	1		
m0242	83679359d645f51f2cc5de9332d999c2	344	344	WP_221382552.1	WP_221382552.1	DP061	DP061	Paractinoplanes polyasparticus	396	396	457	1		
m0243	837c8cc88d3bee11c34fe65c687d9dcb	294	294	A0A1Q3SHB0	A0A1Q3SHB0	Nyl12	Nyl12	Gammaproteobacteria bacterium 39-13	346	346	328	1		
m0244	83bbf155ce587843c5c2b69af972c135	103	103	YNPsite06_CeleraDRAFT_263770	YNPsite06_CeleraDRAFT_263770	101;Enzyme 101 like	101;Enzyme 101 like	Metagenome	132	132	310	1		
m0245	83d0a1b5946039d3d9f242317fa6fb04	384	384	WP_247684544.1	WP_247684544.1	ESM121	ESM121	Micromonospora sp. D93	437	437	337	1		
m0246	848290309a9cbec4776951ce54a69af3	159	159	WZH92451.1	WZH92451.1	aryl acylamidase	aryl acylamidase	Nocardia farcinica	208	208	479	1		
m0247	8498b2d8f6b8bed93dff49ed65b14a6a	296	296	A0A1Y4BJH4	A0A1Y4BJH4	Nyl14	Nyl14	Olsenella sp. An290	348	348	335	1		
m0248	84adddad34e99d2a499ea48da9b8e877	271	271	WP_051808300.1	WP_051808300.1	1638	1638	Actinoplanes subtropicus	323	323	277	1		
m0249	84ba28218df106867af936d87aba63b4	96	96	AAP41848.1;Q7X0P3;4B2N	AAP41848.1;Q7X0P3;4B2N	RoxA	RoxA	Steroidobacter cummioxidans;Steroidobacter cummioxidans 35Y	124	124	678	1	15	NA
m0250	85933cc8711bcbd2db56860adfb2fd54	461	461	Chen, 2024;G0EX11	Chen, 2024;G0EX11	phaZ-like	phaZ-like	Cuprivadus necator ATC17699			276	1	22	3.40.50.1820
m0251	8665fb3ab4a93730539cbcef27fe971c	407	407	MBN1171866.1	MBN1171866.1	TEP083	TEP083	Micromonosporaceae bacterium	461	461	325	1		
m0252	86e8274d483618172b997d8cd41d9088	245	245	WP_131056699.1	WP_131056699.1	1519	1519	Verrucosispora sp. SN26_14.1	297	297	426	1		
m0253	871ef0545eb8542ab53b599df2bff175	221	221	WP_101366623.1	WP_101366623.1	1625	1625	Plantactinospora sp. CNZ320	273	273	468	1		
m0254	87d890e381a7d683e581e77330a26d0d	366	366	WP_203777396.1	WP_203777396.1	ESM052	ESM052	Paractinoplanes deccanensis	418	418	417	1		
m0255	88c057e08abd5cd2d38525a4b182df17	110	110	GxsBSedJan11_10251181	GxsBSedJan11_10251181	305;Enzyme 305 like	305;Enzyme 305 like	Metagenome	139	139	240	1		
m0256	88d5d5ad4f13b7f9976990ed82e5489d	441	441	WKW63608.1	WKW63608.1	PET94	PET94	Arenibacter palladensis	496	496	433	1		
m0257	89a542779c863e59d7568848d38bc88c	291	291	KXS08985	KXS08985	Nyl04	Nyl04	Gonapodya prolifera	343	343	366	1		
m0258	8a27f08047aeded2e90bf33e519d6d59	458	458	A0A840P940	A0A840P940	Tt-NylC	Tt-NylC	Thermocatellispora tengchongensis			332	1	9	3.60.70.12
m0259	8a8c23e1f5be053cf56566f33d5c2c4f	299	299	PSR30050	PSR30050	Nyl25	Nyl25	Sulfobacillus benefaciens	351	351	325	1		
m0260	8b6e9ddd1da10e1d0d3c47e2aeaaba85	79	79	WP_010813770.1;Q0K7T2	WP_010813770.1;Q0K7T2	PhaZ2	PhaZ2	Cupriavidus necator;Cuprivadus necator ATC17699	101	101	404	1	3	3.40.50.1820
m0261	8b71424d34732e291dc5137e65650b20	438	438			pQR3144	pQR3144		493	493	478	1		
m0262	8c0f8f5d213b7906c63a5fb5aa82b750	371	371	TWG17167.1	TWG17167.1	ESM062	ESM062	Micromonospora taraxaci	423	423	465	1		
m0263	8f7ceab2fc48801f9eff4ec96dd6b2b3	163	163	WP_041847557;WP_041847557.1;A0A0D0F5A6	WP_041847557;WP_041847557.1;A0A0D0F5A6	Est18_23	Est18_23	Caldibacillus thermoamylovorans	212	212	491	1	23	3.40.50.1820
m0264	8f9519fc6a65305fa5d478fdece2fc6f	197	197	XHH12378	XHH12378	NylC5	NylC5	Gordonia sp. (in: high G+C Gram-positive bacteria)	248	248	364	1		
m0265	8fede4413e76abb354158b5bb05b5c6e	358	358	MBO4274871.1	MBO4274871.1	ESM024	ESM024	Microbispora triticiradicis	410	410	432	1		
m0266	919d07e2ff9f6934831419a4fee7cec4	420	420	WP_239095870.1	WP_239095870.1	TEP168	TEP168	Micromonospora lutea	475	475	449	1		
m0267	91fdd1b5e2e32c2e3842e6b87058f3ad	204	204	WP_218920366.1	WP_218920366.1	APET-5	APET-5	Lentzea guizhouensis	256	256	298	1		
m0268	925eaa1d8c145880ff409530b973e7fe	131	131	SAY37582.1	SAY37582.1	PHL-21;PHL-2	PHL-21;PHL-2	compost metagenome;Compost metagenome	171	171	260	1	1	3.40.50.1820
m0269	93b32d1591ea6472ac216d086e5cbcd0	388	388	WP_247056560.1	WP_247056560.1	ESM140	ESM140	Amycolatopsis sp. WQ 127309	442	442	308	1		
m0270	93d3e56e0fbe62971eaa3408dd5c2753	332	332	WP_130342639	WP_130342639	DP008	DP008	Herbihabitans rhizosphaerae	384	384	297	1		
m0271	93e9e12285afdbc5032f261307327236	342	342	MBN2622270.1	MBN2622270.1	DP057	DP057	Acidimicrobiales bacterium	394	394	322	1		
m0272	9584eb11232d43e7df101608e2829102	252	252	WP_086849962.1	WP_086849962.1	554	554	Amycolatopsis kentuckyensis	304	304	309	1		
m0273	95981aed79b153af6c6d1c44c404d164	243	243	WP_083950838.1	WP_083950838.1	917	917	Actinomadura bacterium	295	295	297	1		
m0274	95b8c354124ce6fc0e73869c1285b609	24	24	WP_012850775.1;ACY95991.1;D1A2H1	WP_012850775.1;ACY95991.1;D1A2H1	Tcur0390	Tcur0390	Thermomonospora curvata;Thermobifida curvata DSM43183	31	31	292	1	1	3.40.50.1820
m0275	95d1e9d1e5c89ada66637cb1f2c7e05e	99	99	WP_189902969.1;MT664881;A0A975YYT9	WP_189902969.1;MT664881;A0A975YYT9	Lcp1	Lcp1	Streptomyces sp. AC04842	127	127	410	1	16	NA
m0276	95d3a22f0e3002d3ebc3f9cc29dfe4d8	255	255	WP_078844206.1	WP_078844206.1	1555	1555	Streptomyces achromogenes	307	307	348	1		
m0277	9610434481ec16c88506a703693f96ab	105	105	YNPsite05_CeleraDRAFT_401410;7QJM	YNPsite05_CeleraDRAFT_401410;7QJM	202;Enzyme 202	202;Enzyme 202	Chloroflexus sp. MS-G	134	134	380	1	1	3.40.50.1820
m0278	96377f7c445eeaa275813b1b600057b4	417	417	WP_218517662.1	WP_218517662.1	TEP163	TEP163	Streptomyces sp. TRM70350	472	472	418	1		
m0279	970357e6455a991c27de46edeee96a39	68	68	BAF57210.1;AB302136;A4UZ10	BAF57210.1;AB302136;A4UZ10	PlaM4 depolymerase;PlaM4	PlaM4 depolymerase;PlaM4	PLA disk compost metagenome;Metagenome	88	88	431	1	25	3.40.50.1820
m0280	972624f6791ef0c42c0591d2122951f9	171	171			GatA	GatA		220	220	489	1		
m0281	9779282f44f5947a072f15c26945d21a	89	89	BAA32541.1;O82950	BAA32541.1;O82950	PhaZst;PhaZpst	PhaZst;PhaZpst	Stutzerimonas stutzeri;Pseudomonas stutzeri	112	112	576	1	29	3.40.50.1820
m0282	98b7cab0bd87dc8928ce3d2268c12837	311	311	WP_170322449.1	WP_170322449.1	Nyl54	Nyl54	Acrocarpospora macrocephala	363	363	313	1		
m0283	9a2d32901525985492563aa339b79812	288	288	WP_068752972.1	WP_068752972.1	PC6	PC6	Thermobifida cellulosilytica	340	340	300	1		
m0284	9a39f26de8397ad8e82c7ddd5ffb0a75	267	267	RZL02950.1	RZL02950.1	1395	1395	Herbihabitans rhizosphaerae	319	319	295	1		
m0285	9b203af8e18663d4e3880d49e74753ac	253	253	WP_109639600.1	WP_109639600.1	1573	1573	Lentzea atacamensis	305	305	422	1		
m0286	9b361d2c16557499693210de2a8a01b4	4	4	WP_047194864.1;A0A0G3BI90_9BURK	WP_047194864.1;A0A0G3BI90_9BURK	PET6;BSQ33_03270;PET12	PET6;BSQ33_03270;PET12	Caldimonas brevitalea;Vibrio gazogenes	4	4	298	1	1	3.40.50.1820
m0287	9b90c9e3ec99c954a957af14f8a6dbfa	301	301	PWX09261.1	PWX09261.1	Nyl30	Nyl30	Clostridium perfringens	353	353	325	1		
m0288	9bc4714d8e79f6fcfcad8aca634001ab	279	279	WP_092528534.1	WP_092528534.1	282	282	Amycolatopsis arida	331	331	299	1		
m0289	9be600f74fc6650fed502d1de7647551	360	360	GFJ87714.1	GFJ87714.1	ESM033	ESM033	Phytohabitans rumicis	412	412	402	1		
m0290	9c6726c69068e8abf43de5f7f465e825	289	289	MBA55398.1	MBA55398.1	PC8	PC8	Pseudomonadales bacterium	341	341	303	1		
m0291	9c7dbb673a1f18286b846d8354918b3d	97	97	AQV11968.1;A0A1S6Q8F9	AQV11968.1;A0A1S6Q8F9	RoxB	RoxB	Steroidobacter cummioxidans;Steroidobacter cummioxidans 35Y	125	125	681	1	15	NA
m0292	9ddbfd65b32950166fd96c22ff7b9b51	300	300	A0A315R6Z8	A0A315R6Z8	Nyl29	Nyl29	Halanaerobium sp.	352	352	302	1		
m0293	9ffafefd549320c21cd92af62f19d6eb	263	263	TQL66274.1	TQL66274.1	1309	1309	Nocardioides albertanoniae	315	315	286	1		
