query,target,qlen_m,tlen_n,pct_id_v11,pct_id_v12,bits_v11,bits_v12,evalue_v11,evalue_v12,log10_Eratio_v12_over_v11,impliedK_v11,impliedK_v12,pass_v11,pass_v12,flips
n18,n63,298,282,31.4,31.4,134.0,134.0,1.290e-33,1.740e-29,4.13,1.27,1.71e+04,1,1,
n18,n64,298,257,53.0,53.0,266.0,266.0,1.670e-73,2.250e-69,4.13,0.895,1.21e+04,1,1,
n18,n66,298,302,50.0,50.0,304.0,304.0,9.450e-85,1.270e-80,4.13,1.39,1.87e+04,1,1,
n18,n67,298,366,34.1,34.1,160.0,160.0,1.690e-41,2.270e-37,4.13,1.12,1.5e+04,1,1,
n18,n68,298,302,51.5,51.5,311.0,311.0,4.530e-87,6.100e-83,4.13,0.854,1.15e+04,1,1,
n18,n69,298,279,44.8,45.9,252.0,258.0,4.260e-69,4.690e-67,2.04,1.39,9.82e+03,1,1,
n18,n7,298,302,49.3,49.3,295.0,295.0,3.360e-82,4.530e-78,4.13,0.967,1.3e+04,1,1,
n18,n70,298,292,49.2,49.2,283.0,282.0,1.730e-78,3.960e-74,4.36,1.22,1.39e+04,1,1,
n18,n71,298,297,51.0,51.0,303.0,303.0,1.230e-84,1.660e-80,4.13,0.906,1.22e+04,1,1,
n18,n72,298,311,47.1,47.1,258.0,258.0,4.550e-71,6.130e-67,4.13,0.952,1.28e+04,1,1,
n18,n73,298,302,49.3,49.3,263.0,263.0,1.850e-72,2.490e-68,4.13,1.24,1.67e+04,1,1,
n18,n74,298,284,54.0,54.0,293.0,293.0,1.280e-81,1.720e-77,4.13,0.921,1.24e+04,1,1,
n18,n75,298,279,55.9,55.7,300.0,302.0,1.360e-83,3.700e-80,3.43,1.25,1.36e+04,1,1,
n18,n76,298,304,49.2,49.2,288.0,288.0,4.110e-80,5.530e-76,4.13,0.924,1.24e+04,1,1,
n18,n77,298,304,47.7,47.7,299.0,299.0,1.780e-83,2.400e-79,4.13,0.819,1.1e+04,1,1,
n18,n78,298,293,48.3,48.3,270.0,270.0,8.860e-75,1.190e-70,4.13,0.76,1.02e+04,1,1,
n18,n79,298,283,30.8,30.8,119.0,119.0,2.530e-29,3.400e-25,4.13,0.76,1.02e+04,1,1,
n18,n8,298,262,51.9,51.9,274.0,274.0,6.140e-76,8.270e-72,4.13,0.842,1.13e+04,1,1,
n18,n80,298,301,50.3,50.3,282.0,282.0,3.850e-78,5.180e-74,4.13,1.35,1.82e+04,1,1,
n18,n81,298,310,50.3,50.3,283.0,283.0,1.730e-78,2.320e-74,4.13,1.22,1.63e+04,1,1,
n18,n82,298,364,34.2,34.2,159.0,159.0,2.200e-41,2.970e-37,4.13,0.727,9.81e+03,1,1,
n18,n83,298,434,44.6,44.6,223.0,223.0,1.240e-60,1.670e-56,4.13,0.755,1.02e+04,1,1,
n18,n86,298,273,50.2,50.2,291.0,291.0,4.850e-81,6.540e-77,4.13,0.872,1.18e+04,1,1,
n18,n87,298,286,45.0,45.0,247.0,247.0,1.050e-67,1.410e-63,4.13,1.07,1.44e+04,1,1,
n18,n88,298,282,45.1,45.1,235.0,235.0,4.130e-64,5.560e-60,4.13,1.03,1.39e+04,1,1,
n18,n89,298,308,47.3,48.6,283.0,295.0,1.320e-78,4.530e-78,0.54,0.927,1.3e+04,1,1,
n18,n9,298,315,48.7,48.7,271.0,271.0,6.790e-75,9.140e-71,4.13,1.16,1.57e+04,1,1,
n18,n90,298,258,25.5,25.5,59.0,59.0,4.050e-11,5.460e-07,4.13,1.06,1.42e+04,0,0,
n180,n175,355,344,56.9,56.9,344.0,344.0,5.750e-97,7.750e-93,4.13,0.782,1.05e+04,1,1,
n180,n176,355,332,59.2,59.2,389.0,389.0,2.660e-110,3.580e-106,4.13,1.27,1.71e+04,1,1,
n180,n177,355,340,59.3,60.2,392.0,404.0,2.410e-111,8.240e-111,0.53,0.922,1.29e+04,1,1,
n180,n178,355,355,95.8,95.8,682.0,682.0,1.160e-198,1.570e-194,4.13,0.883,1.2e+04,1,1,
n180,n179,355,355,98.6,98.6,698.0,698.0,1.570e-203,2.110e-199,4.13,0.783,1.05e+04,1,1,
n181,n182,525,517,35.0,35.0,298.0,298.0,6.990e-83,9.420e-79,4.13,0.913,1.23e+04,1,1,
n181,n183,525,483,28.5,28.5,150.0,150.0,3.080e-38,4.140e-34,4.13,1.13,1.52e+04,0,0,
n181,n184,525,472,39.9,39.9,154.0,154.0,2.130e-39,2.870e-35,4.13,1.25,1.68e+04,1,1,
n181,n185,525,472,34.2,35.4,136.0,142.0,4.600e-34,1.130e-31,2.39,1.03,1.62e+04,1,1,
n181,n186,525,479,34.1,34.1,99.0,99.0,4.770e-23,6.420e-19,4.13,0.776,1.04e+04,1,1,
n181,n187,525,493,35.0,35.0,101.0,101.0,1.640e-23,2.210e-19,4.13,1.07,1.44e+04,1,1,
n181,n188,525,493,35.4,35.4,102.0,102.0,5.630e-24,7.590e-20,4.13,0.732,9.87e+03,1,1,
n181,n189,525,545,26.5,26.5,77.0,77.0,3.310e-16,4.460e-12,4.13,1.28,1.73e+04,0,0,
n181,n190,525,438,39.7,39.7,117.0,117.0,2.890e-28,3.890e-24,4.13,1.23,1.66e+04,1,1,
n181,n191,525,439,32.9,32.9,111.0,111.0,1.580e-26,2.130e-22,4.13,1.05,1.42e+04,1,1,
n181,n192,525,439,38.5,38.5,105.0,105.0,8.690e-25,1.170e-20,4.13,0.904,1.22e+04,1,1,
n181,n193,525,479,28.8,28.8,119.0,119.0,7.590e-29,1.020e-24,4.13,1.29,1.74e+04,0,0,
n181,n194,525,471,28.4,28.4,132.0,132.0,6.640e-33,8.940e-29,4.13,0.927,1.25e+04,0,0,
n181,n195,525,485,32.3,32.3,110.0,110.0,2.700e-26,3.640e-22,4.13,0.899,1.21e+04,1,1,
n181,n196,525,472,34.9,34.9,156.0,156.0,4.290e-40,5.780e-36,4.13,1.01,1.35e+04,1,1,
n181,n197,525,551,32.0,32.0,74.0,74.0,1.640e-15,2.210e-11,4.13,0.795,1.07e+04,1,1,
n182,n181,517,525,35.0,35.0,298.0,298.0,6.890e-83,9.280e-79,4.13,0.914,1.23e+04,1,1,
n182,n183,517,483,27.2,26.6,94.0,97.0,1.970e-21,4.100e-18,3.32,1.02,1.69e+04,0,0,
n182,n184,517,472,34.8,34.8,142.0,142.0,8.250e-36,1.110e-31,4.13,1.2,1.61e+04,1,1,
n182,n185,517,472,33.7,33.7,142.0,142.0,6.320e-36,8.510e-32,4.13,0.918,1.24e+04,1,1,
n182,n186,517,479,31.7,31.7,96.0,96.0,5.190e-22,6.990e-18,4.13,1.07,1.44e+04,1,1,
n182,n187,517,493,26.1,28.9,63.0,87.0,3.730e-12,4.240e-15,-2.94,0.896,1.71e+04,0,0,
n182,n188,517,493,26.1,28.9,64.0,87.0,2.190e-12,2.490e-15,-2.94,1.05,1e+04,0,0,
n182,n189,517,545,28.4,28.0,75.0,75.0,7.260e-16,9.780e-12,4.13,0.714,9.62e+03,0,0,
n182,n190,517,438,36.6,36.9,103.0,113.0,4.250e-24,4.230e-23,1.00,1.12,1.14e+04,1,1,
n182,n191,517,439,31.7,31.7,102.0,102.0,9.460e-24,1.270e-19,4.13,1.25,1.68e+04,1,1,
n182,n192,517,439,30.2,30.2,102.0,102.0,9.460e-24,1.270e-19,4.13,1.25,1.68e+04,1,1,
n182,n193,517,479,31.1,31.1,97.0,97.0,3.040e-22,4.100e-18,4.13,1.25,1.69e+04,1,1,
n182,n194,517,471,34.1,34.1,91.0,91.0,1.670e-20,2.250e-16,4.13,1.08,1.45e+04,1,1,
n182,n195,517,485,30.0,30.0,106.0,106.0,6.550e-25,8.820e-21,4.13,1.38,1.86e+04,1,1,
n182,n196,517,472,33.5,33.5,138.0,138.0,1.560e-34,2.100e-30,4.13,1.42,1.91e+04,1,1,
n182,n197,517,551,28.8,28.8,64.0,64.0,2.860e-12,3.850e-08,4.13,1.37,1.85e+04,0,0,
n183,n181,483,525,28.5,28.5,150.0,150.0,2.830e-38,3.810e-34,4.13,1.13,1.52e+04,0,0,
n183,n182,483,517,24.1,26.6,42.0,96.0,1.090e-05,6.530e-18,-12.22,1.34,1.44e+04,0,0,
n183,n184,483,472,31.1,31.1,196.0,196.0,2.640e-52,3.550e-48,4.13,0.739,9.94e+03,1,1,
n183,n185,483,472,28.2,28.2,179.0,179.0,3.340e-47,4.490e-43,4.13,0.714,9.59e+03,0,0,
n183,n186,483,479,29.2,29.2,148.0,148.0,8.230e-38,1.110e-33,4.13,0.819,1.1e+04,0,0,
n183,n187,483,493,31.3,31.3,181.0,181.0,1.150e-47,1.540e-43,4.13,0.983,1.32e+04,1,1,
n183,n188,483,493,31.1,31.1,179.0,179.0,4.360e-47,5.870e-43,4.13,0.932,1.25e+04,1,1,
n183,n189,483,545,23.3,23.3,108.0,108.0,1.230e-25,1.660e-21,4.13,1.11,1.5e+04,0,0,
n183,n190,483,438,30.3,30.3,137.0,137.0,1.900e-34,2.560e-30,4.13,0.923,1.24e+04,1,1,
n183,n191,483,439,28.2,28.2,141.0,141.0,1.010e-35,1.360e-31,4.13,0.785,1.06e+04,0,0,
n183,n192,483,439,30.3,30.3,148.0,148.0,1.080e-37,1.450e-33,4.13,1.07,1.44e+04,1,1,
n183,n193,483,479,29.6,29.6,151.0,151.0,1.660e-38,2.230e-34,4.13,1.32,1.77e+04,0,0,
n183,n194,483,471,29.6,29.6,153.0,153.0,3.340e-39,4.500e-35,4.13,1.06,1.43e+04,0,0,
n183,n195,483,485,27.8,27.8,154.0,154.0,1.500e-39,2.020e-35,4.13,0.955,1.29e+04,0,0,
n183,n196,483,472,31.8,31.8,205.0,205.0,5.680e-55,7.640e-51,4.13,0.814,1.1e+04,1,1,
n183,n197,483,551,26.2,25.9,106.0,112.0,3.590e-25,1.150e-22,2.51,0.812,1.66e+04,0,0,
n184,n181,472,525,39.9,39.9,154.0,154.0,1.920e-39,2.580e-35,4.13,1.25,1.68e+04,1,1,
n184,n182,472,517,34.8,34.8,142.0,142.0,7.530e-36,1.010e-31,4.13,1.2,1.61e+04,1,1,
n184,n183,472,483,31.1,31.1,196.0,196.0,2.580e-52,3.470e-48,4.13,0.739,9.94e+03,1,1,
n184,n185,472,472,75.8,75.8,744.0,744.0,4.330e-217,5.830e-213,4.13,1.14,1.54e+04,1,1,
n184,n186,472,479,29.5,29.5,155.0,155.0,8.600e-40,1.160e-35,4.13,1.12,1.51e+04,0,0,
n184,n187,472,493,34.5,34.5,146.0,146.0,3.990e-37,4.120e-33,4.01,1.02,1.05e+04,1,1,
n184,n188,472,493,30.1,30.1,178.0,178.0,9.480e-47,9.780e-43,4.01,1.04,1.07e+04,1,1,
n184,n189,472,545,30.4,33.1,91.0,105.0,1.520e-20,1.370e-20,-0.05,1.07,1.59e+04,1,1,
n184,n190,472,438,27.9,27.9,142.0,142.0,7.530e-36,1.010e-31,4.13,1.2,1.61e+04,0,0,
n184,n191,472,439,33.5,33.5,115.0,115.0,9.860e-28,1.330e-23,4.13,1.17,1.58e+04,1,1,
n184,n192,472,439,27.0,27.0,148.0,148.0,8.050e-38,1.080e-33,4.13,0.82,1.1e+04,0,0,
n184,n193,472,479,30.1,30.1,156.0,156.0,5.040e-40,6.790e-36,4.13,1.31,1.77e+04,1,1,
n184,n194,472,471,29.1,29.1,167.0,167.0,1.670e-43,2.250e-39,4.13,0.891,1.2e+04,0,0,
n184,n195,472,485,28.4,28.4,188.0,188.0,9.160e-50,1.230e-45,4.13,1.03,1.38e+04,0,0,
n184,n196,472,472,32.6,32.6,225.0,225.0,5.180e-61,6.980e-57,4.13,0.797,1.07e+04,1,1,
n184,n197,472,551,25.5,25.5,84.0,84.0,1.860e-18,2.510e-14,4.13,1.03,1.39e+04,0,0,
n185,n181,472,525,34.2,35.4,136.0,142.0,4.130e-34,1.010e-31,2.39,1.03,1.61e+04,1,1,
n185,n182,472,517,33.7,33.7,142.0,142.0,5.770e-36,7.770e-32,4.13,0.918,1.24e+04,1,1,
n185,n183,472,483,28.2,28.2,179.0,179.0,3.260e-47,4.390e-43,4.13,0.713,9.6e+03,0,0,
n185,n184,472,472,75.8,75.8,744.0,744.0,4.330e-217,5.830e-213,4.13,1.14,1.54e+04,1,1,
n185,n186,472,479,29.0,29.0,151.0,151.0,9.510e-39,1.280e-34,4.13,0.775,1.04e+04,0,0,
n185,n187,472,493,30.8,30.8,191.0,191.0,1.410e-50,1.900e-46,4.13,1.26,1.7e+04,1,1,
n185,n188,472,493,30.6,30.6,188.0,188.0,7.020e-50,9.450e-46,4.13,0.786,1.06e+04,1,1,
n185,n189,472,545,31.7,31.7,102.0,102.0,8.640e-24,1.160e-19,4.13,1.25,1.68e+04,1,1,
n185,n190,472,438,33.3,33.3,117.0,117.0,2.590e-28,3.490e-24,4.13,1.23,1.65e+04,1,1,
n185,n191,472,439,34.2,34.2,126.0,126.0,5.590e-31,7.520e-27,4.13,1.36,1.83e+04,1,1,
n185,n192,472,439,33.6,33.6,129.0,129.0,3.870e-32,5.210e-28,4.13,0.751,1.01e+04,1,1,
n185,n193,472,479,29.3,29.3,150.0,150.0,2.770e-38,3.720e-34,4.13,1.13,1.51e+04,0,0,
n185,n194,472,471,29.3,27.6,152.0,153.0,7.280e-39,4.400e-35,3.78,1.19,1.43e+04,0,0,
n185,n195,472,485,28.7,28.7,184.0,184.0,1.010e-48,1.360e-44,4.13,0.707,9.51e+03,0,0,
n185,n196,472,472,30.9,30.9,216.0,216.0,4.100e-58,5.530e-54,4.13,1.23,1.66e+04,1,1,
n185,n197,472,551,24.0,24.0,76.0,76.0,5.080e-16,6.840e-12,4.13,1.1,1.47e+04,0,0,
n186,n181,479,525,34.1,34.1,99.0,99.0,4.350e-23,5.860e-19,4.13,0.775,1.04e+04,1,1,
n186,n182,479,517,31.3,31.7,96.0,96.0,6.280e-22,6.480e-18,4.01,1.4,1.44e+04,1,1,
n186,n183,479,483,29.2,29.2,148.0,148.0,8.170e-38,1.100e-33,4.13,0.82,1.1e+04,0,0,
n186,n184,479,472,29.5,29.5,155.0,155.0,8.720e-40,1.170e-35,4.13,1.12,1.5e+04,0,0,
n186,n185,479,472,29.0,29.0,151.0,151.0,9.650e-39,1.300e-34,4.13,0.774,1.04e+04,0,0,
n186,n187,479,493,39.2,39.2,282.0,282.0,3.620e-78,4.880e-74,4.13,0.791,1.07e+04,1,1,
n186,n188,479,493,39.5,39.5,285.0,285.0,7.300e-79,9.830e-75,4.13,1.28,1.72e+04,1,1,
n186,n189,479,545,26.8,26.8,76.0,76.0,5.150e-16,6.940e-12,4.13,1.09,1.47e+04,0,0,
n186,n190,479,438,32.6,32.6,112.0,112.0,4.970e-27,6.690e-23,4.13,0.726,9.77e+03,1,1,
n186,n191,479,439,26.7,26.6,98.0,102.0,1.270e-22,1.180e-19,2.97,1.13,1.68e+04,0,0,
n186,n192,479,439,28.3,28.0,106.0,107.0,6.070e-25,2.810e-21,3.67,1.38,1.28e+04,0,0,
n186,n193,479,479,97.9,97.9,927.0,927.0,3.660e-272,4.930e-268,4.13,1.17,1.57e+04,1,1,
n186,n194,479,471,48.6,48.6,401.0,401.0,5.350e-114,7.210e-110,4.13,0.777,1.05e+04,1,1,
n186,n195,479,485,26.6,26.4,132.0,132.0,7.910e-33,1.070e-28,4.13,1.21,1.64e+04,0,0,
n186,n196,479,472,31.0,31.0,197.0,197.0,2.000e-52,2.700e-48,4.13,1.13,1.52e+04,1,1,
n186,n197,479,551,24.2,24.2,55.0,55.0,1.230e-09,1.650e-05,4.13,1.25,1.67e+04,0,0,
n187,n181,493,525,35.0,35.0,101.0,101.0,1.540e-23,2.070e-19,4.13,1.07,1.43e+04,1,1,
n187,n182,493,517,26.5,28.9,63.0,87.0,3.560e-12,4.040e-15,-2.95,0.897,1.71e+04,0,0,
n187,n183,493,483,31.3,31.3,181.0,181.0,1.170e-47,1.580e-43,4.13,0.98,1.32e+04,1,1,
n187,n184,493,472,34.5,34.5,146.0,146.0,3.190e-37,4.300e-33,4.13,0.777,1.05e+04,1,1,
n187,n185,493,472,33.3,33.3,150.0,150.0,2.890e-38,3.890e-34,4.13,1.13,1.52e+04,1,1,
n187,n186,493,479,39.2,39.2,282.0,282.0,3.730e-78,5.020e-74,4.13,0.792,1.07e+04,1,1,
n187,n188,493,493,98.6,98.6,966.0,966.0,4.290e-284,5.780e-280,4.13,0.731,9.85e+03,1,1,
n187,n189,493,545,23.2,23.2,89.0,89.0,4.630e-20,6.240e-16,4.13,0.783,1.06e+04,0,0,
n187,n190,493,438,30.0,30.0,154.0,154.0,1.170e-39,1.580e-35,4.13,0.73,9.86e+03,1,1,
n187,n191,493,439,27.6,27.6,154.0,154.0,1.170e-39,1.580e-35,4.13,0.73,9.86e+03,0,0,
n187,n192,493,439,29.2,29.4,164.0,164.0,1.130e-42,1.530e-38,4.13,0.722,9.77e+03,0,0,
n187,n193,493,479,37.9,37.9,276.0,276.0,3.490e-76,4.700e-72,4.13,1.16,1.56e+04,1,1,
n187,n194,493,471,39.2,39.2,297.0,297.0,1.460e-82,1.970e-78,4.13,1.02,1.37e+04,1,1,
n187,n195,493,485,27.7,27.7,158.0,158.0,1.060e-40,1.430e-36,4.13,1.06,1.43e+04,0,0,
n187,n196,493,472,35.3,35.3,236.0,236.0,2.350e-64,3.160e-60,4.13,0.709,9.53e+03,1,1,
n187,n197,493,551,24.4,24.4,60.0,60.0,3.930e-11,5.290e-07,4.13,1.24,1.67e+04,0,0,
n188,n181,493,525,35.4,35.4,102.0,102.0,5.290e-24,7.120e-20,4.13,0.733,9.86e+03,1,1,
n188,n182,493,517,26.5,28.9,64.0,87.0,2.080e-12,2.370e-15,-2.94,1.05,1e+04,0,0,
n188,n183,493,483,31.1,31.1,179.0,179.0,4.450e-47,5.990e-43,4.13,0.931,1.25e+04,1,1,
n188,n184,493,472,30.1,30.1,178.0,178.0,7.580e-47,1.020e-42,4.13,0.793,1.07e+04,1,1,
n188,n185,493,472,33.3,33.3,148.0,148.0,8.400e-38,1.130e-33,4.13,0.819,1.1e+04,1,1,
n188,n186,493,479,39.5,39.5,285.0,285.0,7.510e-79,1.010e-74,4.13,1.28,1.72e+04,1,1,
n188,n187,493,493,98.6,98.6,966.0,966.0,4.290e-284,5.780e-280,4.13,0.731,9.85e+03,1,1,
n188,n189,493,545,23.7,23.7,91.0,91.0,2.080e-20,2.800e-16,4.13,1.41,1.89e+04,0,0,
n188,n190,493,438,30.2,30.2,161.0,161.0,1.640e-41,2.200e-37,4.13,1.31,1.76e+04,1,1,
n188,n191,493,439,27.8,27.8,159.0,159.0,6.220e-41,8.370e-37,4.13,1.24,1.67e+04,0,0,
n188,n192,493,439,29.6,29.8,169.0,169.0,4.600e-44,6.200e-40,4.13,0.94,1.27e+04,0,0,
n188,n193,493,479,38.5,38.5,281.0,281.0,8.310e-78,1.120e-73,4.13,0.882,1.19e+04,1,1,
n188,n194,493,471,39.1,39.1,303.0,303.0,2.040e-84,2.750e-80,4.13,0.908,1.22e+04,1,1,
n188,n195,493,485,27.7,27.7,159.0,159.0,4.760e-41,6.410e-37,4.13,0.95,1.28e+04,0,0,
n188,n196,493,472,35.5,35.5,240.0,240.0,1.630e-65,2.190e-61,4.13,0.787,1.06e+04,1,1,
n188,n197,493,551,24.7,24.7,61.0,61.0,1.350e-11,1.820e-07,4.13,0.85,1.15e+04,0,0,
n189,n181,545,525,26.4,26.4,77.0,77.0,3.440e-16,4.630e-12,4.13,1.28,1.73e+04,0,0,
n189,n182,545,517,28.4,28.0,75.0,75.0,7.650e-16,1.030e-11,4.13,0.714,9.62e+03,0,0,
n189,n183,545,483,23.3,23.3,108.0,108.0,1.390e-25,1.870e-21,4.13,1.11,1.5e+04,0,0,
n189,n184,545,472,33.1,33.1,105.0,105.0,9.020e-25,1.210e-20,4.13,0.904,1.21e+04,1,1,
n189,n185,545,472,31.7,31.7,102.0,102.0,9.970e-24,1.340e-19,4.13,1.25,1.68e+04,1,1,
n189,n186,545,479,26.8,26.8,76.0,76.0,5.860e-16,7.890e-12,4.13,1.09,1.47e+04,0,0,
n189,n187,545,493,23.2,23.2,89.0,89.0,5.120e-20,6.900e-16,4.13,0.783,1.06e+04,0,0,
n189,n188,545,493,23.7,23.7,91.0,91.0,2.300e-20,3.100e-16,4.13,1.41,1.9e+04,0,0,
n189,n190,545,438,26.4,26.4,121.0,121.0,2.070e-29,2.790e-25,4.13,1.36,1.83e+04,0,0,
n189,n191,545,439,29.4,29.4,110.0,110.0,2.800e-26,3.780e-22,4.13,0.898,1.21e+04,0,0,
n189,n192,545,439,31.7,31.7,112.0,112.0,7.380e-27,9.940e-23,4.13,0.947,1.28e+04,1,1,
n189,n193,545,479,27.5,27.5,77.0,77.0,2.630e-16,3.540e-12,4.13,0.982,1.32e+04,0,0,
n189,n194,545,471,23.5,23.5,81.0,81.0,1.390e-17,1.880e-13,4.13,0.83,1.12e+04,0,0,
n189,n195,545,485,29.5,29.5,119.0,119.0,7.880e-29,1.060e-24,4.13,1.29,1.74e+04,0,0,
n189,n196,545,472,30.8,30.8,111.0,111.0,2.150e-26,2.890e-22,4.13,1.38,1.85e+04,1,1,
n189,n197,545,551,32.7,32.7,303.0,303.0,2.260e-84,3.040e-80,4.13,0.91,1.22e+04,1,1,
n19,n1,307,290,46.4,46.4,260.0,260.0,1.610e-71,2.170e-67,4.13,1.31,1.76e+04,1,1,
n19,n10,307,262,46.1,46.1,243.0,243.0,2.040e-66,2.750e-62,4.13,1.26,1.71e+04,1,1,
n19,n11,307,262,46.8,46.8,250.0,250.0,1.280e-68,1.720e-64,4.13,1.02,1.37e+04,1,1,
n19,n12,307,262,48.0,48.0,253.0,253.0,1.510e-69,2.030e-65,4.13,0.959,1.29e+04,1,1,
n19,n13,307,262,46.5,46.5,246.0,246.0,2.410e-67,3.240e-63,4.13,1.2,1.61e+04,1,1,
n19,n14,307,319,45.2,45.3,258.0,263.0,3.590e-71,1.500e-68,2.62,0.729,9.75e+03,1,1,
n19,n15,307,301,44.3,44.3,256.0,262.0,2.330e-70,5.710e-68,2.39,1.18,1.86e+04,1,1,
n19,n16,307,262,48.9,48.9,258.0,258.0,6.130e-71,8.250e-67,4.13,1.25,1.68e+04,1,1,
n19,n18,307,298,45.4,44.7,276.0,277.0,2.170e-76,1.720e-72,3.90,1.16,1.83e+04,1,1,
n19,n2,307,259,46.7,46.7,240.0,240.0,1.730e-65,2.320e-61,4.13,1.34,1.8e+04,1,1,
n19,n20,307,298,54.3,54.3,310.0,310.0,7.960e-87,1.070e-82,4.13,0.728,9.79e+03,1,1,
n19,n21,307,304,44.8,44.8,245.0,245.0,3.150e-67,4.240e-63,4.13,0.781,1.05e+04,1,1,
n19,n22,307,296,46.0,45.7,259.0,257.0,2.750e-71,1.080e-66,4.59,1.12,1.1e+04,1,1,
n19,n23,307,300,45.6,45.3,259.0,258.0,2.110e-71,6.320e-67,4.48,0.857,1.28e+04,1,1,
n19,n24,307,304,44.6,44.6,251.0,251.0,7.490e-69,1.010e-64,4.13,1.19,1.6e+04,1,1,
n19,n25,307,301,44.9,45.0,257.0,262.0,1.040e-70,4.370e-68,2.62,1.06,1.42e+04,1,1,
n19,n26,307,261,46.5,46.5,248.0,248.0,6.340e-68,8.540e-64,4.13,1.26,1.69e+04,1,1,
n19,n27,307,296,46.0,45.7,259.0,257.0,2.750e-71,1.080e-66,4.59,1.12,1.1e+04,1,1,
n19,n28,307,284,41.2,41.4,211.0,210.0,6.570e-57,2.580e-52,4.59,0.948,1.86e+04,1,1,
n19,n29,307,319,45.2,45.3,257.0,262.0,1.360e-70,3.350e-68,2.39,1.38,1.09e+04,1,1,
n19,n30,307,262,46.8,46.8,250.0,250.0,1.280e-68,1.720e-64,4.13,1.02,1.37e+04,1,1,
n19,n31,307,262,48.0,48.0,253.0,253.0,1.510e-69,2.030e-65,4.13,0.959,1.29e+04,1,1,
n19,n32,307,294,41.6,42.8,222.0,224.0,2.850e-60,1.320e-56,3.67,0.843,1.56e+04,1,1,
n19,n33,307,293,45.9,45.9,244.0,244.0,7.010e-67,9.440e-63,4.13,0.869,1.17e+04,1,1,
n19,n34,307,293,44.5,44.5,235.0,235.0,4.250e-64,5.730e-60,4.13,1.03,1.39e+04,1,1,
n19,n36,307,310,53.8,53.8,351.0,351.0,5.320e-99,7.160e-95,4.13,1.07,1.44e+04,1,1,
n19,n37,307,263,27.5,27.5,41.0,41.0,1.180e-05,1.580e-01,4.13,1.14,1.52e+04,0,0,
n19,n4,307,292,46.4,46.4,265.0,265.0,5.010e-73,6.750e-69,4.13,1.3,1.76e+04,1,1,
n19,n40,307,292,26.1,26.0,18.0,105.0,6.250e+01,8.940e-21,-21.84,0.719,1.59e+04,0,0,
n19,n41,307,305,44.0,44.0,255.0,255.0,3.970e-70,5.350e-66,4.13,1.01,1.36e+04,1,1,
n19,n42,307,426,51.7,51.7,285.0,285.0,4.680e-79,6.300e-75,4.13,1.28,1.72e+04,1,1,
n19,n43,307,319,42.6,42.6,230.0,230.0,1.790e-62,2.410e-58,4.13,1.35,1.82e+04,1,1,
n19,n44,307,301,44.3,44.3,256.0,262.0,2.330e-70,5.710e-68,2.39,1.18,1.86e+04,1,1,
n19,n45,307,319,45.2,45.3,258.0,263.0,3.590e-71,1.500e-68,2.62,0.729,9.75e+03,1,1,
n19,n46,307,301,44.3,44.3,256.0,262.0,2.330e-70,5.710e-68,2.39,1.18,1.86e+04,1,1,
n19,n47,307,304,44.8,44.8,245.0,245.0,3.150e-67,4.240e-63,4.13,0.781,1.05e+04,1,1,
n19,n5,307,292,42.6,43.9,224.0,228.0,9.800e-61,7.000e-58,2.85,1.16,1.32e+04,1,1,
n19,n50,307,269,32.9,32.9,135.0,135.0,4.590e-34,6.170e-30,4.13,0.877,1.18e+04,1,1,
n19,n51,307,312,56.0,56.0,351.0,351.0,5.320e-99,7.160e-95,4.13,1.07,1.44e+04,1,1,
n19,n52,307,260,47.8,47.8,250.0,250.0,1.670e-68,2.250e-64,4.13,1.33,1.79e+04,1,1,
n19,n53,307,260,46.1,46.1,243.0,243.0,1.560e-66,2.100e-62,4.13,0.967,1.3e+04,1,1,
n19,n54,307,259,46.7,46.7,241.0,241.0,5.930e-66,7.990e-62,4.13,0.919,1.24e+04,1,1,
n19,n55,307,257,42.5,42.5,231.0,231.0,8.020e-63,1.080e-58,4.13,1.21,1.63e+04,1,1,
n19,n56,307,257,43.7,43.7,236.0,236.0,1.460e-64,1.970e-60,4.13,0.707,9.54e+03,1,1,
n19,n57,307,257,42.9,42.9,233.0,233.0,1.240e-63,1.670e-59,4.13,0.751,1.01e+04,1,1,
n19,n58,307,299,35.9,35.9,199.0,199.0,3.380e-53,4.550e-49,4.13,1.19,1.6e+04,1,1,
n19,n59,307,298,52.2,52.2,321.0,321.0,4.510e-90,6.080e-86,4.13,0.845,1.14e+04,1,1,
n19,n6,307,289,46.1,46.1,247.0,247.0,1.410e-67,1.900e-63,4.13,1.4,1.88e+04,1,1,
n19,n60,307,316,66.8,66.8,430.0,430.0,6.900e-123,9.290e-119,4.13,0.839,1.13e+04,1,1,
n19,n61,307,307,67.6,67.6,438.0,438.0,3.310e-125,4.450e-121,4.13,1.03,1.39e+04,1,1,
n19,n62,307,263,47.7,47.7,255.0,255.0,3.970e-70,5.350e-66,4.13,1.01,1.36e+04,1,1,
n19,n63,307,282,25.8,26.1,89.0,92.0,2.890e-20,7.830e-17,3.43,0.785,1.7e+04,0,0,
n19,n64,307,257,47.2,47.2,246.0,246.0,1.840e-67,2.480e-63,4.13,0.913,1.23e+04,1,1,
n19,n66,307,302,73.7,73.7,462.0,462.0,1.640e-132,2.210e-128,4.13,0.857,1.15e+04,1,1,
