source,target,pct_id,evalue,bits
n16,n30,75.2,3.020e-119,418.0
n16,n31,76.7,4.980e-122,427.0
n16,n32,52.9,3.060e-79,285.0
n16,n33,61.3,1.510e-86,309.0
n16,n34,59.7,2.670e-83,299.0
n16,n36,48.1,4.890e-69,251.0
n16,n4,51.3,6.880e-72,261.0
n16,n40,33.9,6.690e-26,108.0
n16,n41,44.0,4.150e-60,221.0
n16,n42,50.0,5.050e-74,268.0
n16,n43,44.0,3.890e-58,215.0
n16,n44,75.1,1.150e-118,416.0
n16,n45,76.6,1.890e-121,425.0
n16,n46,75.1,1.150e-118,416.0
n16,n47,48.5,2.430e-68,249.0
n16,n5,64.6,9.540e-98,347.0
n16,n50,33.6,2.070e-35,139.0
n16,n51,48.3,1.420e-68,250.0
n16,n52,68.6,1.230e-104,369.0
n16,n53,68.4,8.830e-103,363.0
n16,n54,67.0,2.040e-99,352.0
n16,n55,56.1,2.500e-81,292.0
n16,n56,57.6,5.950e-83,297.0
n16,n57,56.8,2.950e-82,295.0
n16,n58,53.6,7.530e-78,280.0
n16,n59,47.3,1.210e-67,247.0
n16,n6,64.1,1.040e-96,343.0
n16,n60,49.4,5.780e-70,254.0
n16,n61,48.7,1.210e-67,247.0
n16,n62,69.0,1.280e-101,359.0
n16,n64,65.9,1.320e-98,349.0
n16,n65,31.4,2.020e-06,43.0
n16,n66,51.9,5.050e-74,268.0
n16,n67,31.4,3.430e-30,122.0
n16,n68,51.8,2.050e-75,272.0
n16,n69,53.9,2.770e-80,289.0
n16,n7,50.0,1.210e-71,260.0
n16,n70,49.4,3.060e-71,258.0
n16,n71,46.6,2.680e-67,245.0
n16,n72,67.9,3.590e-104,368.0
n16,n73,56.9,4.120e-84,301.0
n16,n74,74.7,1.660e-117,412.0
n16,n75,48.6,2.130e-64,236.0
n16,n76,51.1,1.920e-73,266.0
n16,n77,49.8,5.590e-73,264.0
n16,n78,63.6,5.190e-95,337.0
n16,n79,34.7,1.760e-34,136.0
n16,n8,74.3,3.690e-117,411.0
n16,n80,74.7,5.700e-118,414.0
n16,n81,67.4,9.770e-102,360.0
n16,n82,33.8,4.780e-32,128.0
n16,n83,48.1,2.130e-64,236.0
n16,n86,48.5,2.200e-69,252.0
n16,n87,63.8,9.790e-94,333.0
n16,n88,48.7,5.230e-71,258.0
n16,n89,47.6,2.680e-67,245.0
n16,n9,58.9,2.150e-87,312.0
n161,n162,48.1,3.900e-125,439.0
n161,n163,74.1,1.020e-32,132.0
n161,n164,99.4,0.000e+00,1241.0
n161,n165,34.7,8.510e-80,288.0
n162,n163,33.9,8.720e-47,178.0
n162,n164,48.1,1.780e-124,436.0
n162,n165,79.0,6.090e-250,853.0
n163,n164,74.1,7.450e-33,132.0
n163,n165,51.0,2.370e-71,260.0
n164,n165,34.6,1.230e-78,284.0
n166,n167,99.6,4.490e-169,584.0
n17,n22,30.1,9.220e-06,41.0
n17,n27,30.1,9.220e-06,41.0
n17,n30,33.3,5.400e-06,42.0
n17,n44,33.3,5.400e-06,42.0
n17,n46,33.3,5.400e-06,42.0
n17,n62,34.1,5.400e-06,42.0
n17,n8,33.3,4.510e-06,42.0
n175,n176,68.2,5.720e-126,441.0
n175,n177,50.3,1.520e-86,310.0
n175,n178,56.6,6.160e-96,341.0
n175,n179,56.3,1.050e-95,340.0
n175,n180,56.9,5.580e-97,344.0
n176,n177,57.8,1.730e-103,366.0
n176,n178,58.9,5.190e-108,381.0
n176,n179,58.3,2.330e-108,382.0
n176,n180,59.2,2.490e-110,389.0
n177,n178,60.2,6.480e-114,401.0
n177,n179,59.6,1.890e-113,399.0
n177,n180,60.2,5.860e-115,404.0
n178,n179,97.2,1.470e-201,692.0
n178,n180,95.8,1.160e-198,682.0
n179,n180,98.6,1.570e-203,698.0
n18,n19,44.7,1.240e-76,277.0
n18,n2,50.7,9.100e-76,273.0
n18,n20,48.6,7.750e-79,284.0
n18,n21,66.1,2.730e-108,382.0
n18,n22,49.3,1.790e-75,273.0
n18,n23,48.0,8.300e-73,264.0
n18,n24,48.9,4.120e-72,262.0
n18,n25,49.3,1.240e-76,277.0
n18,n26,51.5,4.700e-76,275.0
n18,n27,49.3,1.790e-75,273.0
n18,n28,41.5,5.580e-61,225.0
n18,n29,50.0,1.460e-77,280.0
n18,n30,52.0,4.250e-77,278.0
n18,n31,49.8,4.400e-74,268.0
n18,n32,47.3,1.460e-69,253.0
n18,n33,48.6,2.340e-67,246.0
n18,n34,46.8,7.040e-64,234.0
n18,n36,55.8,4.390e-82,295.0
n18,n4,66.1,3.050e-112,395.0
n18,n41,52.6,5.540e-85,304.0
n18,n42,69.1,2.310e-115,405.0
n18,n43,40.7,1.050e-59,220.0
n18,n44,51.4,9.150e-80,287.0
n18,n45,49.7,4.250e-77,278.0
n18,n46,51.4,9.150e-80,287.0
n18,n47,66.1,2.730e-108,382.0
n18,n5,48.6,3.780e-70,255.0
n18,n51,55.4,1.610e-84,303.0
n18,n52,49.1,5.750e-74,268.0
n18,n53,50.2,2.580e-74,269.0
n18,n54,51.5,4.700e-76,275.0
n18,n55,49.4,6.350e-73,264.0
n18,n56,49.8,2.850e-73,265.0
n18,n57,49.4,3.720e-73,265.0
n18,n58,43.8,8.320e-65,237.0
n18,n59,51.0,1.160e-82,297.0
n18,n6,47.6,8.900e-72,260.0
n18,n60,42.7,2.950e-70,255.0
n18,n61,46.0,3.850e-78,282.0
n18,n62,50.7,1.970e-74,269.0
n18,n63,31.4,1.290e-33,134.0
n18,n64,53.0,1.670e-73,266.0
n18,n66,50.0,9.450e-85,304.0
n18,n67,34.1,1.690e-41,160.0
n18,n68,51.5,4.530e-87,311.0
n18,n69,45.9,3.490e-71,258.0
n18,n7,49.3,3.410e-82,295.0
n18,n70,48.8,5.020e-78,281.0
n18,n71,51.0,1.230e-84,303.0
n18,n72,47.1,4.550e-71,258.0
n18,n73,49.3,1.850e-72,263.0
n18,n74,54.0,1.280e-81,293.0
n18,n75,55.7,2.750e-84,302.0
n18,n76,49.2,4.110e-80,288.0
n18,n77,47.7,1.780e-83,299.0
n18,n78,48.3,8.860e-75,270.0
n18,n79,30.8,2.530e-29,119.0
n18,n8,51.9,5.400e-76,274.0
n18,n80,50.3,3.850e-78,282.0
n18,n81,50.3,1.730e-78,283.0
n18,n82,34.2,2.200e-41,159.0
n18,n83,44.6,1.240e-60,223.0
n18,n86,50.2,4.850e-81,291.0
n18,n87,45.0,1.050e-67,247.0
n18,n88,45.1,5.390e-64,235.0
n18,n89,47.3,1.320e-78,283.0
n18,n9,49.5,2.470e-75,272.0
n181,n182,35.0,6.990e-83,298.0
n181,n184,39.9,2.130e-39,154.0
n181,n185,38.8,1.700e-12,64.0
n181,n186,34.1,4.770e-23,99.0
n181,n187,35.0,1.640e-23,101.0
n181,n188,35.4,5.630e-24,102.0
n181,n191,32.9,1.580e-26,111.0
n181,n192,38.5,8.690e-25,105.0
n181,n193,34.4,1.640e-23,101.0
n181,n196,34.9,4.290e-40,156.0
n181,n197,32.0,1.640e-15,74.0
n182,n184,34.8,8.250e-36,142.0
n182,n185,33.7,6.320e-36,142.0
n182,n186,31.7,5.190e-22,96.0
n182,n190,36.9,3.140e-27,113.0
n182,n191,31.7,9.460e-24,102.0
n182,n192,30.2,9.460e-24,102.0
n182,n193,31.2,4.270e-08,50.0
n182,n194,34.1,1.670e-20,91.0
n182,n196,33.5,1.560e-34,138.0
n183,n184,31.1,2.640e-52,196.0
n183,n187,31.3,1.150e-47,181.0
n183,n188,31.1,4.360e-47,179.0
n183,n190,30.3,1.900e-34,137.0
n183,n192,30.3,1.080e-37,148.0
n183,n196,31.8,5.680e-55,205.0
n184,n185,75.8,4.330e-217,744.0
n184,n187,34.5,3.060e-37,146.0
n184,n188,30.1,7.260e-47,178.0
n184,n189,33.1,1.020e-24,105.0
n184,n190,33.6,1.210e-25,108.0
n184,n191,33.5,9.860e-28,115.0
n184,n193,30.1,5.040e-40,156.0
n184,n196,32.6,5.180e-61,225.0
n185,n187,30.8,1.410e-50,191.0
n185,n188,30.6,7.020e-50,188.0
n185,n189,31.7,8.640e-24,102.0
n185,n190,33.3,2.590e-28,117.0
n185,n191,34.2,5.590e-31,126.0
n185,n192,33.6,3.870e-32,129.0
n185,n196,30.9,4.100e-58,216.0
n186,n187,39.2,3.620e-78,282.0
n186,n188,39.5,7.300e-79,285.0
n186,n190,32.6,4.970e-27,112.0
n186,n193,97.9,3.660e-272,927.0
n186,n194,48.6,5.350e-114,401.0
n186,n196,34.4,2.900e-35,140.0
n187,n188,98.6,4.290e-284,966.0
n187,n190,30.0,1.170e-39,154.0
n187,n193,37.9,3.490e-76,276.0
n187,n194,39.2,1.460e-82,297.0
n187,n196,35.3,2.350e-64,236.0
n188,n190,30.2,1.640e-41,161.0
n188,n193,38.5,8.310e-78,281.0
n188,n194,39.1,2.040e-84,303.0
n188,n196,35.5,1.630e-65,240.0
n189,n192,31.7,7.380e-27,112.0
n189,n196,30.8,2.150e-26,111.0
n189,n197,32.7,2.260e-84,303.0
n19,n2,46.7,1.460e-65,240.0
n19,n20,54.3,7.960e-87,310.0
n19,n21,44.8,3.150e-67,245.0
n19,n22,46.0,2.750e-71,259.0
n19,n23,45.6,2.110e-71,259.0
n19,n24,44.6,7.490e-69,251.0
n19,n25,45.0,3.250e-72,262.0
n19,n26,46.5,6.340e-68,248.0
n19,n27,46.0,2.750e-71,259.0
n19,n28,41.4,1.910e-56,210.0
n19,n29,45.3,2.490e-72,262.0
n19,n30,46.8,1.280e-68,250.0
n19,n31,48.0,1.510e-69,253.0
n19,n32,42.8,9.800e-61,224.0
n19,n33,45.9,7.010e-67,244.0
n19,n34,44.5,4.250e-64,235.0
n19,n36,53.8,5.320e-99,351.0
n19,n4,46.4,4.770e-73,265.0
n19,n41,44.0,3.970e-70,255.0
n19,n42,51.7,4.680e-79,285.0
n19,n43,42.6,1.790e-62,230.0
n19,n44,44.3,4.240e-72,262.0
n19,n45,45.3,1.120e-72,263.0
n19,n46,44.3,4.240e-72,262.0
n19,n47,44.8,3.150e-67,245.0
n19,n5,44.2,4.940e-62,228.0
n19,n50,32.9,4.590e-34,135.0
n19,n51,56.0,5.320e-99,351.0
n19,n52,47.8,1.670e-68,250.0
n19,n53,46.1,1.560e-66,243.0
n19,n54,46.7,5.930e-66,241.0
n19,n55,42.5,8.020e-63,231.0
n19,n56,43.7,1.460e-64,236.0
n19,n57,42.9,1.240e-63,233.0
n19,n58,35.9,3.380e-53,199.0
n19,n59,52.2,4.510e-90,321.0
n19,n6,46.1,1.330e-67,247.0
n19,n60,66.8,6.900e-123,430.0
n19,n61,67.6,3.310e-125,438.0
n19,n62,47.7,3.970e-70,255.0
n19,n64,47.2,1.840e-67,246.0
n19,n66,73.7,1.640e-132,462.0
n19,n67,38.0,1.980e-45,173.0
n19,n68,73.4,5.630e-133,464.0
n19,n69,40.5,3.150e-59,219.0
n19,n7,74.4,1.410e-136,476.0
n19,n70,44.7,8.550e-73,264.0
n19,n71,52.5,1.830e-91,326.0
n19,n72,44.7,1.080e-67,247.0
n19,n73,43.0,8.870e-62,227.0
n19,n74,47.3,3.840e-73,265.0
n19,n75,43.7,7.250e-64,234.0
n19,n76,73.9,5.630e-133,464.0
n19,n77,73.9,1.130e-133,466.0
n19,n78,44.6,6.770e-70,254.0
n19,n79,30.9,8.650e-33,131.0
n19,n8,45.8,1.090e-68,250.0
n19,n80,44.0,8.000e-71,257.0
n19,n81,45.4,1.160e-69,253.0
n19,n82,36.1,7.060e-43,164.0
n19,n83,36.5,4.140e-43,165.0
n19,n86,57.4,4.080e-91,325.0
n19,n87,41.0,1.980e-61,226.0
n19,n88,41.3,1.790e-54,203.0
n19,n89,61.2,9.670e-109,383.0
n19,n9,41.0,2.240e-60,223.0
n190,n191,52.4,2.960e-119,419.0
n190,n192,52.7,5.400e-121,424.0
n190,n193,32.5,3.840e-26,109.0
n190,n194,30.3,5.920e-35,139.0
n190,n195,43.7,5.690e-54,202.0
n190,n196,32.4,1.080e-44,171.0
n190,n197,30.5,5.740e-22,96.0
n191,n192,83.1,2.700e-213,731.0
n191,n195,34.4,4.350e-70,255.0
n191,n196,36.9,4.530e-43,166.0
n192,n195,35.5,2.310e-71,260.0
n192,n196,31.5,1.720e-50,190.0
n193,n194,48.2,5.920e-113,398.0
n193,n196,30.9,8.130e-54,201.0
n194,n196,34.8,1.360e-53,201.0
n195,n196,37.3,4.240e-42,163.0
n198,n199,34.0,8.590e-28,114.0
n2,n20,44.2,8.270e-61,224.0
n2,n21,48.9,5.710e-70,254.0
n2,n22,64.3,1.600e-96,342.0
n2,n23,62.7,3.330e-94,335.0
n2,n24,65.6,6.920e-100,354.0
n2,n25,63.9,9.350e-97,343.0
n2,n26,64.6,2.230e-98,349.0
n2,n27,64.3,1.600e-96,342.0
n2,n28,56.5,1.110e-81,293.0
n2,n29,64.6,6.480e-98,347.0
n2,n30,64.8,5.860e-99,351.0
n2,n31,64.0,3.210e-97,345.0
n2,n32,51.9,7.950e-80,287.0
n2,n33,54.7,1.660e-77,279.0
n2,n34,52.7,1.010e-74,270.0
n2,n36,46.4,4.240e-65,238.0
n2,n4,48.5,8.250e-69,250.0
n2,n40,31.2,2.780e-24,102.0
n2,n41,46.9,6.760e-63,231.0
n2,n42,49.1,3.820e-74,268.0
n2,n43,40.5,1.320e-50,190.0
n2,n44,64.6,2.230e-98,349.0
n2,n45,63.9,1.220e-96,343.0
n2,n46,64.6,2.230e-98,349.0
n2,n47,48.9,5.710e-70,254.0
n2,n5,62.1,1.260e-93,333.0
n2,n50,31.7,2.870e-29,119.0
n2,n51,47.6,1.840e-68,249.0
n2,n52,68.5,6.050e-104,367.0
n2,n53,69.5,3.550e-104,368.0
n2,n54,98.5,1.620e-149,518.0
n2,n55,62.3,5.870e-91,324.0
n2,n56,63.1,4.070e-92,328.0
n2,n57,63.1,6.940e-92,327.0
n2,n58,52.7,6.100e-72,261.0
n2,n59,44.5,6.760e-63,231.0
n2,n6,64.7,2.230e-98,349.0
n2,n60,44.3,8.270e-61,224.0
n2,n61,45.9,9.440e-65,237.0
n2,n62,69.3,2.080e-104,369.0
n2,n64,62.2,8.750e-95,337.0
n2,n66,48.3,1.720e-66,243.0
n2,n67,33.7,1.240e-32,130.0
n2,n68,48.9,3.140e-68,248.0
n2,n69,50.8,1.500e-70,256.0
n2,n7,47.6,5.910e-67,244.0
n2,n70,48.3,1.660e-69,253.0
n2,n71,43.0,1.410e-60,223.0
n2,n72,64.9,1.880e-97,346.0
n2,n73,60.1,3.220e-89,318.0
n2,n74,60.8,4.500e-91,324.0
n2,n75,45.6,2.570e-62,229.0
n2,n76,48.1,5.350e-68,248.0
n2,n77,46.3,2.480e-65,239.0
n2,n78,66.2,4.060e-100,354.0
n2,n79,30.6,2.690e-27,112.0
n2,n8,64.3,1.880e-97,346.0
n2,n80,64.6,2.910e-98,348.0
n2,n81,67.7,4.330e-102,361.0
n2,n82,33.2,2.120e-32,129.0
n2,n83,52.5,1.150e-70,257.0
n2,n86,45.3,8.840e-63,230.0
n2,n87,63.1,1.000e-90,323.0
n2,n88,44.6,4.540e-59,218.0
n2,n89,43.4,4.850e-61,225.0
n2,n9,62.2,6.270e-93,330.0
n20,n21,49.0,5.750e-74,268.0
n20,n22,46.2,1.520e-66,243.0
n20,n23,46.8,8.320e-65,237.0
n20,n24,44.8,1.470e-61,226.0
n20,n25,47.8,2.590e-66,242.0
n20,n26,49.1,2.590e-66,242.0
n20,n27,46.2,1.520e-66,243.0
n20,n28,38.8,1.380e-51,193.0
n20,n29,47.8,9.820e-66,240.0
n20,n30,49.1,1.520e-66,243.0
n20,n31,48.0,2.190e-65,239.0
n20,n32,40.9,2.270e-54,203.0
n20,n33,41.6,1.570e-55,206.0
n20,n34,40.9,1.250e-52,197.0
n20,n36,56.4,4.530e-87,311.0
n20,n4,47.2,2.530e-74,269.0
n20,n41,43.5,5.760e-66,241.0
n20,n42,51.3,3.050e-75,272.0
n20,n43,48.0,3.050e-67,245.0
n20,n44,48.6,3.990e-67,245.0
n20,n45,47.5,5.760e-66,241.0
n20,n46,48.6,3.990e-67,245.0
n20,n47,49.0,5.750e-74,268.0
n20,n5,42.7,1.180e-55,207.0
n20,n51,62.0,6.080e-108,381.0
n20,n52,44.6,4.720e-60,221.0
n20,n53,42.8,2.770e-60,222.0
n20,n54,44.6,3.270e-61,225.0
n20,n55,43.2,3.270e-61,225.0
n20,n56,43.5,3.270e-61,225.0
n20,n57,43.2,2.500e-61,226.0
n20,n58,36.9,1.210e-47,180.0
n20,n59,58.4,2.480e-101,359.0
n20,n6,42.3,2.130e-57,213.0
n20,n60,49.2,9.450e-85,304.0
n20,n61,54.6,4.380e-90,321.0
n20,n62,45.9,2.420e-64,236.0
n20,n63,30.5,9.630e-21,91.0
n20,n64,44.7,1.290e-57,213.0
n20,n66,52.9,2.840e-89,319.0
n20,n67,33.3,1.090e-40,157.0
n20,n68,54.4,1.780e-91,326.0
n20,n69,45.2,7.540e-58,214.0
n20,n7,54.3,6.850e-91,324.0
n20,n70,47.0,4.410e-66,242.0
n20,n71,57.8,5.510e-101,357.0
n20,n72,41.6,7.540e-58,214.0
n20,n73,42.0,4.570e-55,205.0
n20,n74,44.5,2.860e-65,239.0
n20,n75,51.1,1.970e-74,269.0
n20,n76,50.2,9.450e-85,304.0
n20,n77,51.3,6.990e-88,314.0
n20,n78,42.9,5.580e-61,225.0
n20,n79,30.3,2.370e-27,113.0
n20,n8,48.5,1.920e-65,239.0
n20,n80,48.2,1.680e-65,240.0
n20,n81,43.9,2.680e-63,232.0
n20,n82,33.5,5.080e-38,148.0
n20,n83,35.5,6.410e-41,158.0
n20,n86,58.3,2.100e-100,356.0
n20,n87,40.1,9.220e-56,207.0
n20,n88,39.7,1.430e-48,183.0
n20,n89,51.2,3.470e-87,312.0
n20,n9,42.6,7.720e-53,198.0
n201,n202,30.4,5.020e-17,79.0
n203,n204,82.6,0.000e+00,1208.0
n203,n205,36.8,1.700e-105,374.0
n204,n205,36.7,2.000e-114,403.0
n206,n207,63.5,9.080e-147,510.0
n206,n208,51.8,1.190e-122,430.0
n206,n209,42.8,1.290e-92,330.0
n206,n210,52.9,3.710e-124,435.0
n207,n208,50.1,1.100e-109,387.0
n207,n209,40.2,2.560e-90,322.0
n207,n210,52.9,1.180e-119,420.0
n208,n209,46.3,5.750e-109,384.0
n208,n210,68.6,2.150e-172,595.0
n209,n210,45.7,3.760e-108,382.0
n21,n22,49.7,4.960e-73,265.0
n21,n23,49.0,6.710e-70,254.0
n21,n24,45.3,3.440e-66,242.0
n21,n25,47.6,1.140e-69,253.0
n21,n26,52.6,5.680e-69,251.0
n21,n27,49.7,4.960e-73,265.0
n21,n28,43.8,7.430e-61,224.0
n21,n29,47.9,1.140e-69,253.0
n21,n30,52.4,3.330e-69,252.0
n21,n31,50.8,6.280e-68,248.0
n21,n32,42.1,8.220e-60,221.0
n21,n33,49.5,3.680e-68,248.0
n21,n34,47.1,3.560e-63,232.0
n21,n36,54.5,1.820e-75,273.0
n21,n4,73.8,5.750e-119,417.0
n21,n41,46.2,1.490e-69,253.0
n21,n42,64.2,5.620e-101,357.0
n21,n43,40.3,9.080e-59,217.0
n21,n44,48.6,1.350e-70,257.0
n21,n45,47.2,2.550e-69,252.0
n21,n46,48.6,1.350e-70,257.0
n21,n47,100.0,2.310e-179,618.0
n21,n49,30.8,6.830e-06,42.0
n21,n5,50.4,9.940e-71,257.0
n21,n50,32.5,5.360e-35,138.0
n21,n51,52.8,2.150e-76,276.0
n21,n52,48.3,2.550e-69,252.0
n21,n53,50.2,1.440e-72,263.0
n21,n54,50.0,7.920e-71,257.0
n21,n55,47.9,8.200e-68,247.0
n21,n56,48.7,5.680e-69,251.0
n21,n57,47.9,4.810e-68,248.0
n21,n58,43.1,1.450e-64,236.0
n21,n59,50.5,8.740e-78,280.0
n21,n6,50.4,8.330e-70,254.0
n21,n60,46.1,7.920e-71,257.0
n21,n61,47.3,2.230e-73,266.0
n21,n62,52.1,2.460e-72,262.0
n21,n64,47.9,2.470e-64,236.0
n21,n66,48.5,8.180e-76,274.0
n21,n67,38.7,2.570e-45,173.0
n21,n68,49.1,3.320e-77,278.0
n21,n69,47.4,4.070e-67,245.0
n21,n7,49.7,6.880e-75,271.0
n21,n70,52.3,6.260e-76,274.0
n21,n71,52.6,5.850e-82,294.0
n21,n72,45.0,3.120e-67,245.0
n21,n73,43.5,6.080e-63,231.0
n21,n74,51.3,3.220e-72,262.0
n21,n75,61.8,1.300e-97,346.0
n21,n76,47.2,1.000e-73,267.0
n21,n77,47.9,4.490e-74,268.0
n21,n78,46.9,2.160e-68,249.0
n21,n79,32.2,1.730e-33,133.0
n21,n8,51.8,7.070e-68,247.0
n21,n80,47.9,2.550e-69,252.0
n21,n81,51.3,1.180e-74,270.0
n21,n82,41.5,2.570e-45,173.0
n21,n83,39.0,1.550e-50,190.0
n21,n86,52.6,1.140e-77,280.0
n21,n87,44.3,4.970e-65,238.0
n21,n88,41.0,5.700e-53,198.0
n21,n89,48.1,1.760e-70,256.0
n21,n9,47.9,7.680e-69,251.0
n22,n23,92.7,8.030e-161,556.0
n22,n24,59.2,3.550e-100,355.0
n22,n25,81.7,3.620e-145,504.0
n22,n26,83.1,2.980e-131,458.0
n22,n27,100.0,1.010e-171,592.0
n22,n28,52.8,1.230e-84,303.0
n22,n29,81.1,1.990e-143,498.0
n22,n30,83.1,5.080e-131,457.0
n22,n31,85.8,4.010e-136,474.0
n22,n32,52.9,2.310e-83,299.0
n22,n33,57.8,5.680e-90,321.0
n22,n34,57.6,1.070e-88,317.0
n22,n36,48.2,1.360e-67,247.0
n22,n4,49.8,4.030e-72,262.0
n22,n41,44.2,3.350e-66,242.0
n22,n42,50.6,5.520e-77,278.0
n22,n43,38.9,5.020e-54,201.0
n22,n44,80.4,1.420e-141,492.0
n22,n45,82.4,4.280e-146,507.0
n22,n46,80.4,1.420e-141,492.0
n22,n47,49.7,4.830e-73,265.0
n22,n49,30.5,8.690e-06,41.0
n22,n5,61.0,7.060e-101,357.0
n22,n50,33.6,2.870e-33,132.0
n22,n51,50.5,6.310e-73,264.0
n22,n52,66.9,3.790e-102,361.0
n22,n53,66.8,2.900e-102,362.0
n22,n54,64.1,4.060e-96,341.0
n22,n55,53.6,1.230e-76,277.0
n22,n56,54.4,6.510e-78,281.0
n22,n57,54.4,1.110e-77,280.0
n22,n58,50.0,2.030e-79,286.0
n22,n59,46.4,4.520e-71,258.0
n22,n6,60.8,1.660e-102,362.0
n22,n60,48.5,6.760e-67,244.0
n22,n61,47.3,2.930e-70,255.0
n22,n62,63.3,9.050e-96,340.0
n22,n64,66.7,3.010e-99,352.0
n22,n66,48.3,2.740e-76,275.0
n22,n67,36.9,1.290e-33,134.0
n22,n68,49.7,2.480e-77,279.0
n22,n69,55.7,2.090e-84,302.0
n22,n7,47.0,8.410e-73,264.0
n22,n70,51.1,2.030e-79,286.0
n22,n71,44.7,3.830e-70,255.0
n22,n72,58.6,1.760e-99,352.0
n22,n73,50.7,8.780e-83,297.0
n22,n74,78.2,1.020e-131,460.0
n22,n75,48.4,3.960e-67,245.0
n22,n76,45.9,4.090e-72,262.0
n22,n77,48.5,4.670e-76,275.0
n22,n78,55.4,7.930e-92,327.0
n22,n79,34.7,2.050e-31,126.0
n22,n8,82.8,1.000e-130,456.0
n22,n80,79.4,7.820e-140,486.0
n22,n81,62.1,2.380e-104,369.0
n22,n82,37.9,1.370e-35,140.0
n22,n83,46.7,6.320e-65,238.0
n22,n86,48.4,3.130e-72,262.0
n22,n87,57.4,3.330e-90,322.0
n22,n88,51.9,3.350e-74,268.0
n22,n89,44.9,1.450e-69,253.0
n22,n9,57.0,1.100e-91,327.0
n23,n24,59.5,1.460e-101,359.0
n23,n25,83.7,1.440e-149,519.0
n23,n26,82.4,2.160e-129,452.0
n23,n27,92.7,8.140e-161,556.0
n23,n28,52.5,4.420e-82,295.0
n23,n29,81.7,7.400e-146,507.0
n23,n30,82.4,3.690e-129,451.0
n23,n31,85.8,6.940e-136,473.0
n23,n32,50.9,8.330e-81,290.0
n23,n33,56.0,5.390e-88,314.0
n23,n34,55.1,1.920e-85,306.0
n23,n36,48.9,6.190e-68,248.0
n23,n4,49.8,8.990e-72,260.0
n23,n41,44.5,1.380e-67,247.0
n23,n42,45.3,3.390e-74,268.0
n23,n43,38.6,5.090e-54,201.0
n23,n44,81.1,1.540e-143,499.0
n23,n45,84.4,1.700e-150,522.0
n23,n46,81.1,1.540e-143,499.0
n23,n47,49.0,6.620e-70,254.0
n23,n5,58.1,9.240e-93,330.0
n23,n50,34.0,1.300e-33,134.0
n23,n51,47.0,2.270e-70,256.0
n23,n52,66.9,2.110e-100,356.0
n23,n53,67.2,7.250e-101,357.0
n23,n54,62.6,8.580e-94,334.0
n23,n55,54.8,1.470e-77,280.0
n23,n56,55.1,1.130e-77,280.0
n23,n57,55.5,1.330e-78,283.0
n23,n58,50.3,1.330e-78,283.0
n23,n59,46.9,3.510e-71,258.0
n23,n6,60.5,6.540e-99,351.0
n23,n60,48.1,5.800e-66,241.0
n23,n61,43.3,2.600e-66,242.0
n23,n62,63.3,8.580e-94,334.0
n23,n64,63.6,1.730e-94,336.0
n23,n66,47.2,5.780e-74,268.0
n23,n67,35.6,2.080e-31,126.0
n23,n68,47.2,4.430e-74,268.0
n23,n69,54.8,4.000e-83,298.0
n23,n7,47.8,1.690e-73,266.0
n23,n70,49.5,1.250e-76,277.0
n23,n71,45.1,2.130e-68,249.0
n23,n72,59.3,2.750e-100,355.0
n23,n73,50.3,1.420e-80,290.0
n23,n74,76.8,8.220e-129,450.0
n23,n75,44.0,1.630e-60,223.0
n23,n76,46.2,5.990e-71,258.0
n23,n77,47.2,4.150e-72,262.0
n23,n78,55.6,3.610e-92,328.0
n23,n79,34.4,2.080e-31,126.0
n23,n8,82.1,7.180e-129,450.0
n23,n80,79.7,8.460e-142,493.0
n23,n81,59.9,5.200e-99,351.0
n23,n82,37.4,7.640e-34,134.0
n23,n83,48.1,1.800e-67,246.0
n23,n86,48.0,3.510e-71,258.0
n23,n87,55.8,4.130e-88,315.0
n23,n88,47.0,4.150e-72,262.0
n23,n89,45.1,2.130e-68,249.0
n23,n9,56.0,7.900e-90,320.0
n24,n25,61.7,8.390e-105,370.0
n24,n26,65.6,1.480e-101,359.0
n24,n27,59.2,4.760e-100,354.0
n24,n28,49.5,8.740e-78,280.0
n24,n29,61.7,5.440e-104,367.0
n24,n30,65.3,2.520e-101,359.0
n24,n31,66.0,2.700e-103,365.0
n24,n32,50.0,4.950e-81,291.0
n24,n33,54.4,7.640e-82,294.0
n24,n34,53.3,2.620e-82,295.0
n24,n36,45.0,9.060e-67,244.0
n24,n4,45.1,7.870e-68,247.0
n24,n41,43.8,3.450e-58,215.0
n24,n42,49.6,2.910e-73,265.0
n24,n43,36.2,5.340e-51,191.0
n24,n44,61.4,1.580e-103,366.0
n24,n45,61.7,6.420e-105,371.0
n24,n46,61.4,1.580e-103,366.0
n24,n47,45.3,3.440e-66,242.0
n24,n5,57.8,2.120e-97,346.0
n24,n50,30.3,1.850e-27,113.0
n24,n51,48.7,1.260e-68,250.0
n24,n52,75.8,1.990e-114,402.0
n24,n53,76.2,8.940e-115,403.0
n24,n54,65.1,3.650e-100,355.0
n24,n55,56.7,8.720e-86,307.0
n24,n56,57.1,2.290e-86,309.0
n24,n57,57.1,1.350e-86,310.0
n24,n58,49.0,6.260e-76,274.0
n24,n59,42.8,4.970e-65,238.0
n24,n6,58.0,1.900e-98,349.0
n24,n60,44.5,3.330e-69,252.0
n24,n61,43.7,3.680e-68,248.0
n24,n62,65.5,2.360e-99,352.0
