node_id	sequence_md5	identifier	identifier_all	accession	accession_all	enzyme_name	enzyme_name_all	organism	pazy_id	pazy_id_all	sequence_length	n_source_rows	v1_component	cath
m0164	5a880c3b46d61fb2b4fa713a243c511a	204	204	QPA27412.1;WP_010659881.1	QPA27412.1;WP_010659881.1	PD3	PD3	Brucella anthropi	244	244	352	1	35	3.40.50.1820
m0165	5b3f01f3bbd1d34e9bcd72527c959781	123	123	WP_158643351.1	WP_158643351.1	412	412	Ketobacter alkanivorans	146	146	311	1		
m0166	5b6bcacc9716a844b6969cbeb5e49ef1	246	246	WP_082403176.1	WP_082403176.1	1491	1491	Saccharothrix sp. NRRL B-16348	287	287	455	1		
m0167	5c06f1259bc12791a4627d9b18c94185	134	134	AGT90042.1	AGT90042.1	Amidase	Amidase	Rhodococcus erythropolis	159	159	483	1	10	3.90.1300.10
m0168	5c6047089b459f01b0f48bd717dcdfc0	212	212	WAT79796.1	WAT79796.1	TGL	TGL	Bacillus safensis	253	253	213	1		
m0169	5cee52f57ef4e114863f6926cabdca90	209	209	BEG79545	BEG79545	PA4-degrading enzyme	PA4-degrading enzyme	Pseudoalteromonas sp.	249	249	716	1		
m0170	5e3a225d0c4dad34e74078ea45904b70	28	28	ADV92525.1	ADV92525.1	Tha_Cut1	Tha_Cut1	Thermobifida alba	34	34	262	1	1	3.40.50.1820
m0171	5fa3e19ca90991487c80ed55e34da806	41	41	AAF66684.1	AAF66684.1	EsterasePulA	EsterasePulA	Pseudomonas fluorescens	49	49	451	1	4	3.40.50.1820
m0172	6012a802711a9bb008ee0895a518a5a0	94	94	AAA65705.1;Q51871	AAA65705.1;Q51871	PhaZ5	PhaZ5	Paucimonas lemoignei	111	111	433	1	30	3.40.50.1820
m0173	604018ae8af9058028c669f8ed8de020	162	162	OGB27210;OGB27210.1	OGB27210;OGB27210.1	BurPL	BurPL	Burkholderiales bacterium	195	195	426	1	1	3.40.50.1820
m0174	6139d7ee947801e1ffa5c9345c785900	135	135	AAK11724.1	AAK11724.1	Amidase	Amidase	Rhodococcus erythropolis	160	160	525	1	10	3.90.1300.10
m0175	61a4ab03c350b74dc8e27682811b973f	91	91	P94146	P94146	PhaZAfa	PhaZAfa	Alcaligenes faecalis	109	109	635	1	30	3.40.50.1820
m0176	61d801881a590b1495fd2352c700c042	439	439	WDT94064	WDT94064	TA21	TA21	Thermoleophilum album	484	484	352	1		
m0177	62f7546aebcb1a559748d086de6571e6	427	427	WP_260422593.1	WP_260422593.1	TEP111	TEP111	Micromonospora carbonacea	470	470	424	1		
m0178	63f3bcdf9d4e41b30836917c8f069d43	158	158	UNZ81748.1	UNZ81748.1	IS12	IS12	Chloroflexi bacterium enrichment culture	188	188	318	1	23	3.40.50.1820
m0179	6435b353e1e02d2f720bc95ef5cb13af	124	124	EGD44994.1	EGD44994.1	503	503	Nocardioidaceae bacterium	147	147	294	1	1	3.40.50.1820
m0180	643cdc8e6bf40238fb4a3568cc8eb4f8	479	479	WP_348608127.1	WP_348608127.1	ReU-like	ReU-like	Rhodococcus equi TB-60			472	1	10	3.90.1300.10
m0181	6479c4b689da748f2cb786f88522f290	327	327	A0A7C6SQZ1	A0A7C6SQZ1	Nyl65	Nyl65	Clostridiales bacterium	368	368	318	1		
m0182	647a8a79005fc7f3a762d4b29e0328ad	207	207	XHH12375	XHH12375	NylC2	NylC2	Microbacterium oxydans	247	247	339	1		
m0183	6501b0257cf940e7d8aa9266fd92aaa1	139	139	ACY56506.1	ACY56506.1	Amidase	Amidase	Microbacterium hydrocarbonoxydans	165	165	283	1	22	3.40.50.1820
m0184	659a58dc5abc0fd64c7c7e596bb56dd4	476	476	WP_044849715.1	WP_044849715.1	PLase3	PLase3	Amycolatopsis (Nocardia) orientalis			364	1	12	2.40.10.10
m0185	66ecc46b29b845a7a916ce1874720817	244	244	WP_132413760.1	WP_132413760.1	1468	1468	Kribbella albertanoniae	285	285	444	1		
m0186	677a11fa0e32fbd01338ba6d30fc718b	119	119	KPI12031.1;WP_082414832.1	KPI12031.1;WP_082414832.1	405	405	Actinobacteria bacterium OK074	142	142	302	1	1	3.40.50.1820
m0187	67b4409cf7dfe74bbb08798733600bfc	106	106	WP_254586337.1;QZD35499.1	WP_254586337.1;QZD35499.1	Lcp2	Lcp2	Streptomyces sp. AC04842	128	128	407	1	16	NA
m0188	688e3468b20f955579952d514c187611	273	273	WP_089021493.1	WP_089021493.1	1641	1641	Micromonospora coriariae	314	314	460	1		
m0189	68c96339ea5e9153dffdfbe8f9906985	364	364	WP_139580723.1	WP_139580723.1	DP092	DP092	Microbispora catharanthi	405	405	450	1		
m0190	68f440a1f49336f2bc51060f5c2e99f1	220	220	MBO9532528.1	MBO9532528.1	APET-20	APET-20	Solirubrobacteraceae bacterium	261	261	293	1		
m0191	690953c8ee380d8f7a711710318247ac	291	291	WP_145923095.1	WP_145923095.1	1635	1635	Micromonospora sp. HM134	332	332	487	1		
m0192	6b1009cf128e698e040b3329caa14ce2	390	390	WP_229836555.1	WP_229836555.1	ESM090	ESM090	Dactylosporangium sucinum	432	432	285	1		
m0193	6bfc5e52adfd5c1d647dbdd440a07380	241	241	WP_132386942.1	WP_132386942.1	1489	1489	Micromonospora sp. KC723	282	282	447	1		
m0194	6c8a21cf9b056c70de13236ba6a2c881	324	324	A0A6A7M915	A0A6A7M915	Nyl58	Nyl58	Rhodospirillales bacterium	365	365	342	1		
m0195	6c92a78329d5a05cad38caf62075d747	12	12	P19833.1	P19833.1	Mors1	Mors1	Moraxella sp. TA144	11	11	319	1	1	3.40.50.1820
m0196	6c94e122d721e790088493d35c7c03a9	360	360	WP_203733135.1	WP_203733135.1	DP082	DP082	Paractinoplanes durhamensis	401	401	295	1		
m0197	6cfa5991a1358a2618da129bb29a2d1c	166	166	SUD16364;SUD16364.1	SUD16364;SUD16364.1	PaCut	PaCut	Aquipseudomonas alcaligenes	201	201	298	1	1	3.40.50.1820
m0198	6def7fc8a6f81bb797445e688dbb615f	281	281	OPG10926.1	OPG10926.1	169	169	Microbispora sp. GKU 823	322	322	308	1		
m0199	6e59b2b22d0932610243c38a9455adb5	249	249	WP_141984372.1	WP_141984372.1	1482	1482	Saccharothrix saharensis	290	290	413	1		
m0200	6e80f2f31cbe7bc9184caed2bea23776	408	408	WP_239086781.1	WP_239086781.1	ESM177	ESM177	Catellatospora methionotrophica	451	451	290	1		
m0201	6eeb7b649b01121426a96ddee3c2c007	206	206	XHH12374	XHH12374	NylC1	NylC1	Leucobacter chromiiresistens	246	246	357	1		
m0202	6f59754c646b6771593cdb66b1cc732b	257	257	WP_045318561.1	WP_045318561.1	1678	1678	Lentzea aerocolonigenes	298	298	424	1		
m0203	701849adbc66ce54e28ad407951aee3b	466	466	WP_252811421.1	WP_252811421.1	ESM084;TEP114	ESM084;TEP114	Actinoallomurus spadix	431;471	431;471	424	1		
m0204	70461e4ccc8f072afc5757915d4ab26f	121	121	WP_162908185.1	WP_162908185.1	407	407	Allorhizocola rhizosphaerae	144	144	436	1		
m0205	706fff86ca9f67473863ad795f5707fc	392	392	WP_252275389.1	WP_252275389.1	ESM096	ESM096	Pseudomonas subflava	434	434	296	1		
m0206	710f4592bfa0115da9f3500092b3518f	8	8	WP_022964382.1;ANP21910.1	WP_022964382.1;ANP21910.1	PpelaLip	PpelaLip	Halopseudomonas pelagia	8	8	307	1	1	3.40.50.1820
m0207	71d88f44c8ddca8715a62d0d30305df5	34	34	RLI42440.1	RLI42440.1	PET46	PET46	Candidatus Bathyarchaeota archaeon	41	41	262	1	1	3.40.50.1820
m0208	7269cc72c4e11c63f64df5c2d937af35	429	429	WP_256510519.1	WP_256510519.1	TEP164	TEP164	Crossiella sp. SN42	473	473	403	1		
m0209	7290711b3d888830a61b777dcd01df5d	21	21	ADV92528.1	ADV92528.1	TfH42_Cut1	TfH42_Cut1	Thermobifida fusca	21	21	262	1	1	3.40.50.1820
m0210	73f07a67f93f50ac08de42fd3f33928a	313	313	A0A351YZM4	A0A351YZM4	Nyl32	Nyl32	Treponema sp.	354	354	328	1		
m0211	7452d6761b99d133be32ee4b17239cd1	58	58	WP_011157072.1;CAE26953.1	WP_011157072.1;CAE26953.1	RPA1511	RPA1511	Rhodopseudomonas palustris	75	75	295	1	6	3.40.50.1820
m0212	74a8753866de14ef5d22c67a0dcc449f	15	15	WP_085690612;WP_085690612.1	WP_085690612;WP_085690612.1	EstB	EstB	Pseudomonas sp. B10	14	14	231	1		
m0213	74f45b9b297fc969ba3fd070bdedc403	346	346	MBT8227529.1	MBT8227529.1	DP021	DP021	Dactylosporangium sp.	387	387	451	1		
m0214	75970cca0aca8c2628e21abeff92d2b0	356	356	MGYP000271253724	MGYP000271253724	DP068	DP068	Marine metagenome	397	397	420	1		
m0215	75b2b72259a73dea11dea49d5062379d	201	201	WP_220815207	WP_220815207	PpPETase	PpPETase	Pseudomonas paralcaligenes	241	241	298	1		
m0216	75bb9ab0210af3940fb95e2939ac10fe	198	198			dsPETase05	dsPETase05		237	237	301	1		
m0217	760d48b991f3789858295120e590915c	336	336	WP_010949597.1	WP_010949597.1	Nyl84	Nyl84	Mycobacterium avium subsp. paratuberculosis	377	377	347	1		
m0218	761f31759bb5d73ea55282d40c050c2e	27	27	AFA45122.1	AFA45122.1	Thh_Est	Thh_Est	Thermobifida halotolerans	32	32	262	1	1	3.40.50.1820
m0219	77a7b5a521e48effd1710f14533ed6a5	242	242	WP_132337032.1	WP_132337032.1	1521	1521	Micromonospora sp. KC213	283	283	443	1		
m0220	77b3eb7d458379633a6175152729a2e8	73	73	BAF57213.1	BAF57213.1	PlaM8 depolymerase	PlaM8 depolymerase	Metagenome	91	91	283	1	5	3.40.50.1820
m0221	77bca54fb186cc66d3f509d6fb835b65	45	45	WP_012476897.1;P13398.2	WP_012476897.1;P13398.2	NylA	NylA	Paenarthrobacter ureafaciens	59	59	493	1	10	3.90.1300.10
m0222	783d312623e9a23ce795d29a255d97a8	250	250	WP_155388305.1	WP_155388305.1	1522	1522	Catellatospora paridis	291	291	276	1		
m0223	78f18c1dd8a82d742a0cccc5a0e6a951	304	304	WP_082766707.1	WP_082766707.1	Nyl11	Nyl11	Ferrimonas marina	345	345	343	1		
m0224	790629d20f9a499b3cf518e1e7000b71	375	375	MBX3621832.1	MBX3621832.1	ESM045	ESM045	Rhizobacter sp.	416	416	280	1		
m0225	79c49015e4218f7c3a46046c08b8030d	342	342	WP_035284691	WP_035284691	DP007	DP007	Actinokineospora spheciospongiae	383	383	297	1		
m0226	7a0b4f5fc6faf46b8f8e8de955097dbe	295	295	WP_129849678.1	WP_129849678.1	191	191	Streptomyces sp. SCA2-2	336	336	316	1		
m0227	7ad7db832510d64d62b4e29db40fa372	357	357	WP_184682765.1	WP_184682765.1	DP078	DP078	Pseudomonas fluvialis	398	398	298	1		
m0228	7cf1ce68095952a5cc8abd5bbcfd1ff7	373	373	WP_182904095.1	WP_182904095.1	ESM038	ESM038	Microbispora sp. H10830	414	414	450	1		
m0229	7d1184184e0086123cd94070ab861eb2	301	301	BAD07474.1	BAD07474.1	Nepenthesin-1	Nepenthesin-1	Nepenthes distillatoria	342	342	437	1		
m0230	7d398f96d8a77630de8a9da0c6635b29	383	383	WP_281901711.1	WP_281901711.1	ESM064	ESM064	Phytohabitans aurantiacus	424	424	401	1		
m0231	7d43cc8143961b92bacba0d218fe7818	440	440	WDT94443	WDT94443	TA26	TA26	Thermoleophilum album	485	485	321	1		
m0232	7e5680dfd06abf1e4f5a432453eb246d	344	344	WP_151597653.1	WP_151597653.1	DP016	DP016	Actinomadura physcomitrii	385	385	310	1		
m0233	7f597bfa435ab3ad4d01391067fcea07	370	370	WP_232326807.1	WP_232326807.1	ESM026	ESM026	Microbispora sp. ATCC PTA-5024	411	411	435	1		
m0234	7f7526ac0c7c4c8440ba6812322c88d5	171	171	WP_108898452;WP_108898452.1	WP_108898452;WP_108898452.1	Lip4_120	Lip4_120	Caldibacillus thermoamylovorans	209	209	417	1	25	3.40.50.1820
m0235	815c8cb8347c7ae5a0b5f9f5e645b5db	141	141	Q12559.2	Q12559.2	PURase	PURase	Aspergillus oryzae	167	167	545	1	10	3.90.1300.10
m0236	81a9df90765d3ca5a2dbd97ac8fe0e4f	68	68	AKJ87264;AKJ87264.1	AKJ87264;AKJ87264.1	MGS0156	MGS0156	Environmental metagenome	86	86	421	1	24	3.40.50.1820
m0237	81f568dbaa464c36246be059cfa19188	481	481	WNY00484.1	WNY00484.1	GlacPETase	GlacPETase	Pseudomonas sp.			282	1	1	3.40.50.1820
m0238	821c28b3e158579536d0795e3661b21a	49	49	BAE95770.1;Q1EPR4.1	BAE95770.1;Q1EPR4.1	NylCK	NylCK	Kocuria sp. KY2	63	63	355	1	9	3.60.70.12
m0239	82b7aa41d984234dbb69f23c5dfebbb9	195	195	XAQ58225;XAQ58225.1	XAQ58225;XAQ58225.1	BaCut1	BaCut1	Blastobotrys sp. G-9	233	233	222	1	2	3.40.50.1820
m0240	82b7c2b8fe6536c3c95f6f083c3a4609	192	192			TaC	TaC		230	230	228	1		
m0241	82d420ad8219d9469aeea11873ba7544	284	284	WP_084578793.1	WP_084578793.1	1718	1718	Kutzneria sp. 744	325	325	337	1		
m0242	83679359d645f51f2cc5de9332d999c2	355	355	WP_221382552.1	WP_221382552.1	DP061	DP061	Paractinoplanes polyasparticus	396	396	457	1		
m0243	837c8cc88d3bee11c34fe65c687d9dcb	305	305	A0A1Q3SHB0	A0A1Q3SHB0	Nyl12	Nyl12	Gammaproteobacteria bacterium 39-13	346	346	328	1		
m0244	83bbf155ce587843c5c2b69af972c135	109	109			101	101		132	132	310	1		
m0245	83d0a1b5946039d3d9f242317fa6fb04	395	395	WP_247684544.1	WP_247684544.1	ESM121	ESM121	Micromonospora sp. D93	437	437	337	1		
m0246	848290309a9cbec4776951ce54a69af3	170	170	WZH92451.1	WZH92451.1	aryl acylamidase	aryl acylamidase	Nocardia farcinica	208	208	479	1		
m0247	8498b2d8f6b8bed93dff49ed65b14a6a	307	307	A0A1Y4BJH4	A0A1Y4BJH4	Nyl14	Nyl14	Olsenella sp. An290	348	348	335	1		
m0248	84adddad34e99d2a499ea48da9b8e877	282	282	WP_051808300.1	WP_051808300.1	1638	1638	Actinoplanes subtropicus	323	323	277	1		
m0249	84ba28218df106867af936d87aba63b4	102	102	AAP41848.1;Q7X0P3	AAP41848.1;Q7X0P3	RoxA	RoxA	Steroidobacter cummioxidans	124	124	678	1	15	NA
m0250	85933cc8711bcbd2db56860adfb2fd54	483	483	WP_013956815.1	WP_013956815.1	phaZ-like	phaZ-like	Cuprivadus necator ATC17699			276	1	22	3.40.50.1820
m0251	86022cee223ae7084a33eb02f8bda092	453	453	NP_999368.1	NP_999368.1	porcine pancreatic lipase	porcine pancreatic lipase	Sus scrofa	498	498	448	1		
m0252	8665fb3ab4a93730539cbcef27fe971c	418	418	MBN1171866.1	MBN1171866.1	TEP083	TEP083	Micromonosporaceae bacterium	461	461	325	1		
m0253	86e8274d483618172b997d8cd41d9088	256	256	WP_131056699.1	WP_131056699.1	1519	1519	Verrucosispora sp. SN26_14.1	297	297	426	1		
m0254	871ef0545eb8542ab53b599df2bff175	232	232	WP_101366623.1	WP_101366623.1	1625	1625	Plantactinospora sp. CNZ320	273	273	468	1		
m0255	87d890e381a7d683e581e77330a26d0d	377	377	WP_203777396.1	WP_203777396.1	ESM052	ESM052	Paractinoplanes deccanensis	418	418	417	1		
m0256	88c057e08abd5cd2d38525a4b182df17	116	116			305	305		139	139	240	1		
m0257	88d5d5ad4f13b7f9976990ed82e5489d	451	451	WKW63608.1	WKW63608.1	PET94	PET94	Arenibacter palladensis	496	496	433	1		
m0258	89a542779c863e59d7568848d38bc88c	302	302	KXS08985	KXS08985	Nyl04	Nyl04	Gonapodya prolifera	343	343	366	1		
m0259	8a27f08047aeded2e90bf33e519d6d59	484	484	A0A840P940	A0A840P940	Tt-NylC	Tt-NylC	Thermocatellispora tengchongensis			332	1	9	3.60.70.12
m0260	8a8c23e1f5be053cf56566f33d5c2c4f	310	310	PSR30050	PSR30050	Nyl25	Nyl25	Sulfobacillus benefaciens	351	351	325	1		
m0261	8b6e9ddd1da10e1d0d3c47e2aeaaba85	83	83	WP_010813770.1;Q0K7T2	WP_010813770.1;Q0K7T2	PhaZ2	PhaZ2	Cupriavidus necator	101	101	404	1	3	3.40.50.1820
m0262	8b71424d34732e291dc5137e65650b20	448	448			pQR3144	pQR3144		493	493	478	1		
m0263	8c0f8f5d213b7906c63a5fb5aa82b750	382	382	TWG17167.1	TWG17167.1	ESM062	ESM062	Micromonospora taraxaci	423	423	465	1		
m0264	8f7ceab2fc48801f9eff4ec96dd6b2b3	174	174	WP_041847557;WP_041847557.1	WP_041847557;WP_041847557.1	Est18_23	Est18_23	Caldibacillus thermoamylovorans	212	212	491	1	23	3.40.50.1820
m0265	8f9519fc6a65305fa5d478fdece2fc6f	208	208	XHH12378	XHH12378	NylC5	NylC5	Gordonia sp. (in: high G+C Gram-positive bacteria)	248	248	364	1		
m0266	8fede4413e76abb354158b5bb05b5c6e	369	369	MBO4274871.1	MBO4274871.1	ESM024	ESM024	Microbispora triticiradicis	410	410	432	1		
m0267	919d07e2ff9f6934831419a4fee7cec4	431	431	WP_239095870.1	WP_239095870.1	TEP168	TEP168	Micromonospora lutea	475	475	449	1		
m0268	91fdd1b5e2e32c2e3842e6b87058f3ad	215	215	WP_218920366.1	WP_218920366.1	APET-5	APET-5	Lentzea guizhouensis	256	256	298	1		
m0269	925eaa1d8c145880ff409530b973e7fe	142	142	SAY37582.1	SAY37582.1	PHL-2	PHL-2	compost metagenome	171	171	260	1	1	3.40.50.1820
m0270	93b32d1591ea6472ac216d086e5cbcd0	399	399	WP_247056560.1	WP_247056560.1	ESM140	ESM140	Amycolatopsis sp. WQ 127309	442	442	308	1		
m0271	93d3e56e0fbe62971eaa3408dd5c2753	343	343	WP_130342639	WP_130342639	DP008	DP008	Herbihabitans rhizosphaerae	384	384	297	1		
m0272	93e9e12285afdbc5032f261307327236	353	353	MBN2622270.1	MBN2622270.1	DP057	DP057	Acidimicrobiales bacterium	394	394	322	1		
m0273	9584eb11232d43e7df101608e2829102	263	263	WP_086849962.1	WP_086849962.1	554	554	Amycolatopsis kentuckyensis	304	304	309	1		
m0274	95981aed79b153af6c6d1c44c404d164	254	254	WP_083950838.1	WP_083950838.1	917	917	Actinomadura bacterium	295	295	297	1		
m0275	95b8c354124ce6fc0e73869c1285b609	26	26	WP_012850775.1;ACY95991.1	WP_012850775.1;ACY95991.1	Tcur0390	Tcur0390	Thermomonospora curvata	31	31	292	1	1	3.40.50.1820
m0276	95d1e9d1e5c89ada66637cb1f2c7e05e	105	105	WP_189902969.1;QZD35498.1	WP_189902969.1;QZD35498.1	Lcp1	Lcp1	Streptomyces sp. AC04842	127	127	410	1	16	NA
m0277	95d3a22f0e3002d3ebc3f9cc29dfe4d8	266	266	WP_078844206.1	WP_078844206.1	1555	1555	Streptomyces achromogenes	307	307	348	1		
m0278	96377f7c445eeaa275813b1b600057b4	428	428	WP_218517662.1	WP_218517662.1	TEP163	TEP163	Streptomyces sp. TRM70350	472	472	418	1		
m0279	970357e6455a991c27de46edeee96a39	70	70	BAF57210.1	BAF57210.1	PlaM4	PlaM4	PLA disk compost metagenome	88	88	431	1	25	3.40.50.1820
m0280	972624f6791ef0c42c0591d2122951f9	182	182			GatA	GatA		220	220	489	1		
m0281	9779282f44f5947a072f15c26945d21a	95	95	BAA32541.1;O82950	BAA32541.1;O82950	PhaZpst	PhaZpst	Stutzerimonas stutzeri	112	112	576	1	29	3.40.50.1820
m0282	98b7cab0bd87dc8928ce3d2268c12837	322	322	WP_170322449.1	WP_170322449.1	Nyl54	Nyl54	Acrocarpospora macrocephala	363	363	313	1		
m0283	9a2d32901525985492563aa339b79812	299	299	WP_068752972.1	WP_068752972.1	PC6	PC6	Thermobifida cellulosilytica	340	340	300	1		
m0284	9a39f26de8397ad8e82c7ddd5ffb0a75	278	278	RZL02950.1	RZL02950.1	1395	1395	Herbihabitans rhizosphaerae	319	319	295	1		
m0285	9b203af8e18663d4e3880d49e74753ac	264	264	WP_109639600.1	WP_109639600.1	1573	1573	Lentzea atacamensis	305	305	422	1		
m0286	9b361d2c16557499693210de2a8a01b4	4	4	WP_047194864.1;AKJ29164.1	WP_047194864.1;AKJ29164.1	PET12	PET12	Caldimonas brevitalea	4	4	298	1	1	3.40.50.1820
m0287	9b90c9e3ec99c954a957af14f8a6dbfa	312	312	PWX09261.1	PWX09261.1	Nyl30	Nyl30	Clostridium perfringens	353	353	325	1		
m0288	9bc4714d8e79f6fcfcad8aca634001ab	290	290	WP_092528534.1	WP_092528534.1	282	282	Amycolatopsis arida	331	331	299	1		
m0289	9be600f74fc6650fed502d1de7647551	371	371	GFJ87714.1	GFJ87714.1	ESM033	ESM033	Phytohabitans rumicis	412	412	402	1		
m0290	9c6726c69068e8abf43de5f7f465e825	300	300	MBA55398.1	MBA55398.1	PC8	PC8	Pseudomonadales bacterium	341	341	303	1		
m0291	9c7dbb673a1f18286b846d8354918b3d	103	103	AQV11968.1	AQV11968.1	RoxB	RoxB	Steroidobacter cummioxidans	125	125	681	1	15	NA
m0292	9ddbfd65b32950166fd96c22ff7b9b51	311	311	A0A315R6Z8	A0A315R6Z8	Nyl29	Nyl29	Halanaerobium sp.	352	352	302	1		
m0293	9ffafefd549320c21cd92af62f19d6eb	274	274	TQL66274.1	TQL66274.1	1309	1309	Nocardioides albertanoniae	315	315	286	1		
m0294	a0445e5a5b156ccfedc088c49acfd84a	461	461	CAH17553.1;Q6A0I4.1;AET05799.1;Q47RJ6.1;WP_011291330.1;5ZOA_A;ADV92526.1;E9LVH8	CAH17553.1;Q6A0I4.1;AET05799.1;Q47RJ6.1;WP_011291330.1;5ZOA_A;ADV92526.1;E9LVH8	BTA-1;Cut2;Tfu_0883;TfH;Thc_Cut1	BTA-1;Cut2;Tfu_0883;TfH;Thc_Cut1	Thermobifida fusca;Thermobifida cellulosilytica	19;27;22;25;118.0;28.0	19;27;22;25;118.0;28.0	301	1	1	3.40.50.1820
m0295	a0550530145e06d4170e283fb389aa62	152	152	EXK81749;EXK81749.1	EXK81749;EXK81749.1	FoCut5a	FoCut5a	Fusarium oxysporum	182	182	230	1	2	3.40.50.1820
m0296	a07188a7bbb3e92357c73d9654c37734	230	230	WP_091553551.1	WP_091553551.1	1628	1628	Micromonospora pattaloongensis	271	271	463	1		
m0297	a0904c35f59716a292ebfca5adfcbc0e	187	187	WP_013858543.1	WP_013858543.1	HG-4	HG-4	Heyndrickxia coagulans	225	225	254	1	1	3.40.50.1820
m0298	a1903a69f23f1f6796d526895436a50c	326	326	A0A7C3G8G6	A0A7C3G8G6	Nyl63	Nyl63	Oceanithermus sp.	367	367	288	1		
m0299	a231cf4880bedee499375b591f4c7cfc	474	474	AII11185.1	AII11185.1	LMC021	LMC021	Rhodococcus opacus R7			516	1	14	2.60.40.420
m0300	a2dfe48912d34dabd9ec983f2380b945	148	148	QEX94755.1	QEX94755.1	Sub1	Sub1	Streptomyces scabiei	177	177	186	1	2	3.40.50.1820
m0301	a2f79a79ff4db5f56ded2690d708f4c9	367	367	WBC00352.1	WBC00352.1	ESM012	ESM012	Solwaraspora sp. WMMA2059	408	408	415	1		
m0302	a436d17bdfc2c17a51007a01c569dc7a	98	98	EIW29778.1;WP_007937185.1	EIW29778.1;WP_007937185.1	PFL1	PFL1	Pelosinus fermentans	119	119	402	1	25	3.40.50.1820
m0303	a4cafac901140b6b19f1c384d078b5d5	100	100	AKZ20829.1	AKZ20829.1	Cbotu_EstB	Cbotu_EstB	Clostridium botulinum	121	121	400	1	25	3.40.50.1820
m0304	a5e57aa9699b655bb23f42f50c4debb3	19	19	WP_015787089.1;BAO42836.1	WP_015787089.1;BAO42836.1	Cut190	Cut190	Saccharomonospora viridis	18	18	304	1	1	3.40.50.1820
m0305	a6c3596d69125ab458261514e4f2d0ce	446	446			pQR3139	pQR3139		491	491	482	1		
m0306	a79509a510d90a50f6702955b1ad3b49	44	44	AAA25908.1;P13397.2	AAA25908.1;P13397.2	P-nylA	P-nylA	Pseudomonas sp. NK87	54	54	493	1	10	3.90.1300.10
m0307	a9bad1df9172c94be6b225bd32b6bd1d	460	460	BAB86909;Q8RR62;BAB86909.1	BAB86909;Q8RR62;BAB86909.1	AdCut;PbsA	AdCut;PbsA	Acidovorax delafieldii	181;197	181;197	304	1	1	3.40.50.1820
m0308	aa1b463709fa62d66034d00d46f2bb52	188	188	WP_008690040.1	WP_008690040.1	HG-5	HG-5	Longicatena bacterium	226	226	313	1		
m0309	aa2b99b06ee80b2a22d650e6f32f1c1e	468	468	WOR09923.1	WOR09923.1	SIBER-1	SIBER-1	Microbispora sp.			257	1	1	3.40.50.1820
m0310	aa2bdf8b95c633e11b920c991aa91e25	115	115			301	301		138	138	219	1		
m0311	aa5e991d0a1e69991b26163c98de8ec8	402	402	PWR09075.1	PWR09075.1	ESM157	ESM157	Micromonospora acroterricola	445	445	292	1		
m0312	aaa184289d853bcf736eda85066f3e23	114	114			214	214		137	137	248	1		
m0313	aaa9786d473a7eb02349e757ab50352c	145	145	SAY37584.1	SAY37584.1	PHL-4	PHL-4	Compost metagenome	174	174	257	1	1	3.40.50.1820
m0314	aaede276fbd61767d03028e2d193d5a7	180	180	KQR39103;KQR39103.1	KQR39103;KQR39103.1	M-NylC	M-NylC	Microbacterium sp.	218	218	340	1	9	3.60.70.12
m0315	ab6b2d53513cc127c20db4ff15e7a322	57	57	WP_011589723.1;Q0VLQ1	WP_011589723.1;Q0VLQ1	ABO2449	ABO2449	Alcanivorax borkumensis	74	74	305	1	32	3.40.50.1820
m0316	ad715d0e7253b705ad67dbe9a037f418	447	447			pQR3141	pQR3141		492	492	496	1		
m0317	adfd257d774083524a52123058ec51d1	298	298	WP_075975245.1	WP_075975245.1	PC5	PC5	Actinokineospora bangkokensis	339	339	307	1		
m0318	ae6cbacf6d3d769dff0a3b8f7cedca64	455	455	CAA34684	CAA34684	CRL	CRL	Diutina rugosa	499	499	538	1		
m0319	aea6a56696f03519f9e6511f50cff512	358	358	MBJ7347705.1	MBJ7347705.1	DP080	DP080	Thermoleophilaceae bacterium	399	399	292	1		
m0320	afb025038508228d84d2fe8c130d5d14	31	31	WP_111881932.1	WP_111881932.1	PET27	PET27	Aequorivita sp. CIP111184	38	38	364	1	1	3.40.50.1820
m0321	b0fe0f8242e48f4524ed1811e89dabe2	444	444			GuaPA	GuaPA		489	489	324	1		
m0322	b22bccd61057993ecd2ea241ac190b32	205	205	WP_068749367	WP_068749367	TvgC	TvgC	Thermovenabulum gondwanense	245	245	326	1		
m0323	b2964719fb8ec22dc054cd79f0d5be48	421	421	WP_086599340.1	WP_086599340.1	TEP097	TEP097	Streptomyces swartbergensis	464	464	455	1		
m0324	b2ce4b3f3cb218404c049bd6ca3c3fef	222	222	WP_018657411.1	WP_018657411.1	APET-24	APET-24	Actinomadura flavalba	263	263	287	1		
m0325	b3098fdcf4be1ef53a8636f87b4e409c	359	359	MGYP000221121644	MGYP000221121644	DP081	DP081	Marine metagenome	400	400	425	1		
m0326	b316862d7118e4358cbe8bf6be6de118	153	153	ESK97883.1	ESK97883.1	MRCUT1	MRCUT1	Moniliophthora roreri	183	183	203	1	2	3.40.50.1820
m0327	b3403aecb7ec20ee0e5b0e79cac01b17	372	372	WP_158852571.1	WP_158852571.1	ESM035	ESM035	Saccharothrix deserti	413	413	398	1		
m0328	b413b66095d2f7ce85f02f9748d49cb5	255	255	OKK16161.1	OKK16161.1	1537	1537	Streptomyces sp. CB00455	296	296	425	1		
