node_id,sequence_md5,identifier,identifier_all,accession,accession_all,pazy_id,component_id,size_rank,sequence_length,enzyme_name,organism,v1_component,cath
m0141,4c8584c9364804042a9544a4f193e5dc,347,347,MBX3624429.1,MBX3624429.1,388,C001,1,288,DP038,Rhizobacter sp.,,
m0088,3159d0f519fd0565b7134f18713e8324,348,348,WP_085750434.1,WP_085750434.1,389,C001,1,289,DP039,Piscinibacter gummiphilus,,
m0115,4128006510697cae616c99ca6fbb128c,349,349,WP_233427406.1,WP_233427406.1,390,C001,1,299,DP040,Actinokineospora spheciospongiae,,
m0160,574237800be392daa0a6c80748375073,350,350,WP_229068674.1,WP_229068674.1,391,C001,1,312,DP043,Actinoplanes sp. DH11,,
m0433,e6c65f28982cd50933de3173d5a6959d,351,351,WP_161104454.1,WP_161104454.1,392,C001,1,295,DP054,Actinomadura rayongensis,,
m0161,5803ed5f151b9467fa2e8894554b330e,352,352,MGYP001489421514,MGYP001489421514,393,C001,1,303,DP056,Compost metagenome,,
m0272,93e9e12285afdbc5032f261307327236,353,353,MBN2622270.1,MBN2622270.1,394,C001,1,322,DP057,Acidimicrobiales bacterium,,
m0131,486620f02642fa1a8f78c36a2740b0ec,354,354,MGYP001121581011,MGYP001121581011,395,C001,1,445,DP059,Compost metagenome,,
m0242,83679359d645f51f2cc5de9332d999c2,355,355,WP_221382552.1,WP_221382552.1,396,C001,1,457,DP061,Paractinoplanes polyasparticus,,
m0214,75970cca0aca8c2628e21abeff92d2b0,356,356,MGYP000271253724,MGYP000271253724,397,C001,1,420,DP068,Marine metagenome,,
m0227,7ad7db832510d64d62b4e29db40fa372,357,357,WP_184682765.1,WP_184682765.1,398,C001,1,298,DP078,Pseudomonas fluvialis,,
m0319,aea6a56696f03519f9e6511f50cff512,358,358,MBJ7347705.1,MBJ7347705.1,399,C001,1,292,DP080,Thermoleophilaceae bacterium,,
m0325,b3098fdcf4be1ef53a8636f87b4e409c,359,359,MGYP000221121644,MGYP000221121644,400,C001,1,425,DP081,Marine metagenome,,
m0196,6c94e122d721e790088493d35c7c03a9,360,360,WP_203733135.1,WP_203733135.1,401,C001,1,295,DP082,Paractinoplanes durhamensis,,
m0158,56793a483b6506d4f822ce4dab41cbcb,361,361,NUT34383.1,NUT34383.1,402,C001,1,285,DP084,Hamadaea sp.,,
m0354,c0d2eecc958484c772145471290f41e4,362,362,WP_129786244.1,WP_129786244.1,403,C001,1,287,DP089,Promicromonospora panici,,
m0075,2a3c4f5280e7c5835b8e1428f7044fe3,363,363,WP_233872418.1,WP_233872418.1,404,C001,1,314,DP090,Streptomyces sp. ST2-7A,,
m0189,68c96339ea5e9153dffdfbe8f9906985,364,364,WP_139580723.1,WP_139580723.1,405,C001,1,450,DP092,Microbispora catharanthi,,
m0155,551946ddbe6046c13ca1a257eab4aeff,365,365,WP_267938240.1,WP_267938240.1,406,C001,1,405,ESM006,Saccharothrix sp. S26,,
m0465,f50fd2a3843ce155233b360ab9cded21,366,366,WP_167521412.1,WP_167521412.1,407,C001,1,475,ESM010,Microbispora sp. (multispecies),,
m0301,a2f79a79ff4db5f56ded2690d708f4c9,367,367,WBC00352.1,WBC00352.1,408,C001,1,415,ESM012,Solwaraspora sp. WMMA2059,,
m0371,c941981ddefbf835b8fb921890d009e0,368,368,WP_210157342.1,WP_210157342.1,409,C001,1,452,ESM021,Microbispora oryzae,,
m0266,8fede4413e76abb354158b5bb05b5c6e,369,369,MBO4274871.1,MBO4274871.1,410,C001,1,432,ESM024,Microbispora triticiradicis,,
m0233,7f597bfa435ab3ad4d01391067fcea07,370,370,WP_232326807.1,WP_232326807.1,411,C001,1,435,ESM026,Microbispora sp. ATCC PTA-5024,,
m0289,9be600f74fc6650fed502d1de7647551,371,371,GFJ87714.1,GFJ87714.1,412,C001,1,402,ESM033,Phytohabitans rumicis,,
m0327,b3403aecb7ec20ee0e5b0e79cac01b17,372,372,WP_158852571.1,WP_158852571.1,413,C001,1,398,ESM035,Saccharothrix deserti,,
m0228,7cf1ce68095952a5cc8abd5bbcfd1ff7,373,373,WP_182904095.1,WP_182904095.1,414,C001,1,450,ESM038,Microbispora sp. H10830,,
m0082,2cdb0469feb77ba7e2d63ca3b108b137,374,374,WP_031525917.1,WP_031525917.1,415,C001,1,426,ESM043,Streptomyces sp. NRRL F-5123,,
m0224,790629d20f9a499b3cf518e1e7000b71,375,375,MBX3621832.1,MBX3621832.1,416,C001,1,280,ESM045,Rhizobacter sp.,,
m0391,d3daf5d62100e8ce832f8dde87008494,376,376,GIU85367.1,GIU85367.1,417,C001,1,276,ESM050,Acidimicrobiales bacterium,,
m0255,87d890e381a7d683e581e77330a26d0d,377,377,WP_203777396.1,WP_203777396.1,418,C001,1,417,ESM052,Paractinoplanes deccanensis,,
m0330,b4e16b9dec1e241cf86cedf832d14404,378,378,WP_173061649.1,WP_173061649.1,419,C001,1,447,ESM058,Phytohabitans houttuyneae,,
m0059,2053c1f056678cc0df8796d8990fb355,379,379,WP_111214096.1,WP_111214096.1,420,C001,1,462,ESM059,Micromonospora craterilacus,,
m0149,4fc6ca50b7b51c5b7f98512adca3c679,380,380,WP_203790592.1,WP_203790592.1,421,C001,1,410,ESM060,Paractinoplanes rishiriensis,,
m0462,f2e235a71b5ce3ac861bb6b70e9c8fef,381,381,MBF9135495.1,MBF9135495.1,422,C001,1,346,ESM061,Plantactinospora alkalitolerans,,
m0263,8c0f8f5d213b7906c63a5fb5aa82b750,382,382,TWG17167.1,TWG17167.1,423,C001,1,465,ESM062,Micromonospora taraxaci,,
m0230,7d398f96d8a77630de8a9da0c6635b29,383,383,WP_281901711.1,WP_281901711.1,424,C001,1,401,ESM064,Phytohabitans aurantiacus,,
m0101,38977381259c624bdcec8191c6717c7a,384,384,WP_204038550.1,WP_204038550.1,425,C001,1,323,ESM065,Micromonospora qiuiae,,
m0476,fbdf1fd8bb136bc1f27b76dfedecd095,385,385,WP_181548579.1,WP_181548579.1,426,C001,1,443,ESM069,Micromonospora saelicesensis,,
m0133,499c56dadef662e14b044019d288f152,386,386,GHJ08786.1,GHJ08786.1,427,C001,1,427,ESM070,Micromonospora sp. AKA109,,
m0459,f2230dff660f44612d863d5256b21d66,387,387,WP_084261341.1,WP_084261341.1,428,C001,1,473,ESM080,Micromonospora rifamycinica,,
m0345,bdf8d7a37e7c86332298115201631ed5,388,388,WP_265247586.1,WP_265247586.1,429,C001,1,402,ESM081,Micromonospora sp. CPCC 205371,,
m0122,440c2c28c74998f465ccf99910827774,389,389,UAC02078.1,UAC02078.1,430,C001,1,269,ESM082,Dactylosporangium vinaceum,,
m0192,6b1009cf128e698e040b3329caa14ce2,390,390,WP_229836555.1,WP_229836555.1,432,C001,1,285,ESM090,Dactylosporangium sucinum,,
m0051,1801d10ed570ce70933bdbe9f25a34b6,391,391,WP_239135698.1,WP_239135698.1,433,C001,1,279,ESM093,Dactylosporangium siamense,,
m0205,706fff86ca9f67473863ad795f5707fc,392,392,WP_252275389.1,WP_252275389.1,434,C001,1,296,ESM096,Pseudomonas subflava,,
m0373,c9ffb681928784046345a8ec3ee7f48b,393,393,WP_271190254.1,WP_271190254.1,435,C001,1,417,ESM097,Dactylosporangium matsuzakiense,,
m0018,0a552022c4776bbf93ebe23164db0cd0,394,394,MBW4703769.1,MBW4703769.1,436,C001,1,474,ESM101,Micromonospora sp. RL09-050-HVF-A,,
m0245,83d0a1b5946039d3d9f242317fa6fb04,395,395,WP_247684544.1,WP_247684544.1,437,C001,1,337,ESM121,Micromonospora sp. D93,,
m0397,d5df0a16c2eaa48e8fab4f9997684475,396,396,WP_269740835.1,WP_269740835.1,438,C001,1,299,ESM128,Verrucosispora sp. WMMA2121,,
m0401,d79cf5b4d590dd725f813e9a110c9f14,397,397,MCF0091346.1,MCF0091346.1,439,C001,1,469,ESM130,Micromonospora sp. MH99,,
m0473,fb2204e84d7a9a86df947cd20e179223,398,398,WP_199199185.1,WP_199199185.1,441,C001,1,339,ESM139,Amycolatopsis sp. CA-128772,,
m0270,93b32d1591ea6472ac216d086e5cbcd0,399,399,WP_247056560.1,WP_247056560.1,442,C001,1,308,ESM140,Amycolatopsis sp. WQ 127309,,
m0063,21b9ee3c2d064bd97bf205292edd4e77,400,400,WP_239125827.1,WP_239125827.1,443,C001,1,288,ESM144,Catellatospora bangladeshensis,,
m0461,f2a58e1db1245fbca5aba50020c17682,401,401,WP_203812622.1,WP_203812622.1,444,C001,1,293,ESM156,Paractinoplanes tereljensis,,
m0311,aa5e991d0a1e69991b26163c98de8ec8,402,402,PWR09075.1,PWR09075.1,445,C001,1,292,ESM157,Micromonospora acroterricola,,
m0378,cbddcdc003933ffe8ee63f00b7c12abf,403,403,WP_203906211.1,WP_203906211.1,446,C001,1,301,ESM159,Rhizocola hellebori,,
m0021,0bed3021f541af53d7f9285ae8d85094,404,404,WP_144022925.1,WP_144022925.1,447,C001,1,296,ESM160,Asanoa hainanensis,,
m0449,ee65196da3cdd70d808c0f9ce2241ace,405,405,WP_091317053.1,WP_091317053.1,448,C001,1,309,ESM167,Amycolatopsis tolypomycina,,
m0129,482a4e9fd90b37223b8f0f81a2d54eea,406,406,MBT9528079.1,MBT9528079.1,449,C001,1,299,ESM169,Rhizobacter sp.,,
m0427,e525d1329e534ccfe83308865ef3fa06,407,407,MTK05241.1,MTK05241.1,450,C001,1,449,ESM173,Micromonospora sp. CP22,,
m0200,6e80f2f31cbe7bc9184caed2bea23776,408,408,WP_239086781.1,WP_239086781.1,451,C001,1,290,ESM177,Catellatospora methionotrophica,,
m0112,3ed7551a77d0f6098185c1af7d8c8385,409,409,WP_093473685.1,WP_093473685.1,452,C001,1,303,ESM186,Halopseudomonas yangmingensis,,
m0456,f0c7dd480618fe5d7346e71180cd108d,410,410,WP_164449727.1,WP_164449727.1,453,C001,1,432,TEP010,Verrucosispora sioxanthis,,
m0098,3553b7c612834728bae59c60af19fbda,411,411,WP_264933993.1,WP_264933993.1,454,C001,1,300,TEP014,Bioreactor metagenome,,
m0395,d5a5677d777e4a427d908bb7cedd98df,412,412,,,455,C001,1,455,TEP024,Streptomyces sp. A012304,,
m0004,010991495537828f0796c93512058d2e,413,413,MGYP000321434903,MGYP000321434903,456,C001,1,259,TEP037,Actinomycetota,,
m0090,3195c72d9a6cc23e6a918505eb460744,414,414,WP_256510026.1,WP_256510026.1,457,C001,1,266,TEP041,Crossiella sp. SN42,,
m0050,17cf0142a842915adf56bd16d1f70336,415,415,WP_260709492.1,WP_260709492.1,458,C001,1,437,TEP054,Dactylosporangium aurantiacum,,
m0442,eba0373101b5f637e985de667b0b86e7,416,416,GGO06455.1,GGO06455.1,459,C001,1,296,TEP061,Microbispora rosea subsp. aerata,,
m0083,2d321d769e7c7464a135d954c2a9a866,417,417,WP_149259982.1,WP_149259982.1,460,C001,1,309,TEP067,Actinomadura sp. K4S16,,
m0252,8665fb3ab4a93730539cbcef27fe971c,418,418,MBN1171866.1,MBN1171866.1,461,C001,1,325,TEP083,Micromonosporaceae bacterium,,
m0015,073f8bc76f09e2183891c86f93e05b7d,419,419,MBO9569276.1,MBO9569276.1,462,C001,1,284,TEP091,Cellulomonas iranensis,,
m0062,21529d199ac34be22c7967f66af4194b,420,420,GIG90696.1,GIG90696.1,463,C001,1,472,TEP092,Plantactinospora endophytica,,
m0323,b2964719fb8ec22dc054cd79f0d5be48,421,421,WP_086599340.1,WP_086599340.1,464,C001,1,455,TEP097,Streptomyces swartbergensis,,
m0114,4101ed79233a5b5898733d86311407b2,422,422,WP_019633337.1,WP_019633337.1,465,C001,1,301,TEP101,Actinomadura atramentaria,,
m0111,3ecb425bded1a0f79d8f0e0d110588f5,423,423,WP_109361459.1,WP_109361459.1,466,C001,1,432,TEP102,Streptomyces sp. V2,,
m0120,4372f68d441785c9d134905aed4aae6b,424,424,WP_211769896.1,WP_211769896.1,467,C001,1,293,TEP103,Kutzneria sp. CA-103260,,
m0016,07624194bbcd6bf29fe626de86e9ca46,425,425,WP_150070118.1,WP_150070118.1,468,C001,1,295,TEP105,Saccharopolyspora hirsuta,,
m0344,bdd9d6d45144ac9284029bc832a33641,426,426,WP_307855560.1,WP_307855560.1,469,C001,1,307,TEP109,Kibdelosporangium banguiense,,
m0177,62f7546aebcb1a559748d086de6571e6,427,427,WP_260422593.1,WP_260422593.1,470,C001,1,424,TEP111,Micromonospora carbonacea,,
m0278,96377f7c445eeaa275813b1b600057b4,428,428,WP_218517662.1,WP_218517662.1,472,C001,1,418,TEP163,Streptomyces sp. TRM70350,,
m0208,7269cc72c4e11c63f64df5c2d937af35,429,429,WP_256510519.1,WP_256510519.1,473,C001,1,403,TEP164,Crossiella sp. SN42,,
m0468,f78eb617d08e5260c3365650f70fcad8,430,430,WP_233604767.1,WP_233604767.1,474,C001,1,442,TEP165,Micromonospora sp. HM5-17,,
m0267,919d07e2ff9f6934831419a4fee7cec4,431,431,WP_239095870.1,WP_239095870.1,475,C001,1,449,TEP168,Micromonospora lutea,,
m0370,c87e1883782cb8f461fcd4586e8cd500,432,432,WP_253762837.1,WP_253762837.1,476,C001,1,287,TEP178,Hamadaea flava,,
m0331,b58a47b76cafd61a000f8498a34fd166,433,433,GIU85371.1,GIU85371.1,478,C001,1,242,TEP189,Acidimicrobiales bacterium,,
m0393,d45af0ae492f2a5ff717aac22e783527,434,434,WP_250563816.1,WP_250563816.1,479,C001,1,277,TEP194,Sphaerisporangium fuscum,,
m0445,ec1108b84e036f58c2b72e2c1fcd594e,435,435,WP_143447025.1,WP_143447025.1,480,C001,1,286,KaPETase,Kibdelosporangium aridum,,
m0085,2ddc62c97241531aed04530538ae54d8,436,436,XDS72785.1,XDS72785.1,481,C001,1,282,Sis,uncultured bacterium,1,3.40.50.1820
m0076,2a9215b62ae074282dc7ffcda6232192,438,438,YCL34723,YCL34723,483,C001,1,293,DIEGO,uncultured bacterium,,
m0001,004af9e9b29cb7a99eee6d96edfaabcd,445,445,ATH80290,ATH80290,490,C001,1,280,HP,Ectopseudomonas mendocina,,
m0020,0b490a6d93d67b0ebb2d6cd3d80f9d9a,450,450,WKW63607.1,WKW63607.1,495,C001,1,434,PET93,Maribacter dokdonensis,,
m0257,88d5d5ad4f13b7f9976990ed82e5489d,451,451,WKW63608.1,WKW63608.1,496,C001,1,433,PET94,Arenibacter palladensis,,
m0307,a9bad1df9172c94be6b225bd32b6bd1d,460,460,BAB86909;Q8RR62;BAB86909.1,BAB86909;Q8RR62;BAB86909.1,181;197,C001,1,304,AdCut;PbsA,Acidovorax delafieldii,1,3.40.50.1820
m0294,a0445e5a5b156ccfedc088c49acfd84a,461,461,CAH17553.1;Q6A0I4.1;AET05799.1;Q47RJ6.1;WP_011291330.1;5ZOA_A;ADV92526.1;E9LVH8,CAH17553.1;Q6A0I4.1;AET05799.1;Q47RJ6.1;WP_011291330.1;5ZOA_A;ADV92526.1;E9LVH8,19;27;22;25;118.0;28.0,C001,1,301,BTA-1;Cut2;Tfu_0883;TfH;Thc_Cut1,Thermobifida fusca;Thermobifida cellulosilytica,1,3.40.50.1820
m0389,d357a79e14b6376e4d3557864252bfe8,463,463,AET05798.1;Q47RJ7.1;AAZ54920.1;AET05798.1;Q47RJ7.1,AET05798.1;Q47RJ7.1;AAZ54920.1;AET05798.1;Q47RJ7.1,26;23,C001,1,319,Cut1;Tfu_0882,Thermobifida fusca,1,3.40.50.1820
m0079,2b9fd2b29499ad2d285db6505328e11d,464,464,BAI99230.2;D4Q9N1,BAI99230.2;D4Q9N1,33;80,C001,1,296,Est1,Thermobifida alba,1,3.40.50.1820
m0156,553239996e512830a1db6b67fb4aa1c7,465,465,7NEI,7NEI,37.0,C001,1,259,PHL-7;PES-H1;PES-H2,Thermoanaerobacter sp.;Compost metagenome,1,3.40.50.1820
m0203,701849adbc66ce54e28ad407951aee3b,466,466,WP_252811421.1,WP_252811421.1,431;471,C001,1,424,ESM084;TEP114,Actinoallomurus spadix,,
m0157,55c56bf6f40cb5a2497253d78cfe7803,467,467,WP_212846608.1;GGR16917.1,WP_212846608.1;GGR16917.1,477.0;440.0,C001,1,421,TEP181;ESM136,Actinoplanes ianthinogenes,,
m0309,aa2b99b06ee80b2a22d650e6f32f1c1e,468,468,WOR09923.1,WOR09923.1,,C001,1,257,SIBER-1,Microbispora sp.,1,3.40.50.1820
m0410,dd4887803543f9fc859e835391eb4af2,469,469,WP_107095481.1,WP_107095481.1,,C001,1,271,Enzyme 607,Actinobacteria bacterium OV320,,
m0067,25535d4836a01c7d3cc4bbeba3c18437,477,477,XCO66867.1,XCO66867.1,,C001,1,286,PurH,Aeromicrobium sp.,1,3.40.50.1820
m0093,325634c8b48334249f0532c897258e2e,478,478,WP_068824797.1,WP_068824797.1,,C001,1,297,jmPE14,Pseudomonas sp. JM16B3,1,3.40.50.1820
m0237,81f568dbaa464c36246be059cfa19188,481,481,WNY00484.1,WNY00484.1,,C001,1,282,GlacPETase,Pseudomonas sp.,1,3.40.50.1820
m0444,ebd22bc012fd6e181f43bc728b85dc79,47,47,WP_012476895.1;Q79F77.1,WP_012476895.1;Q79F77.1,61,C010,2,355,NylC,Paenarthrobacter ureafaciens,9,3.60.70.12
m0329,b48a5e7e77b3b427ca89ac65da361050,48,48,BAE95769.2;Q1EPR5.2,BAE95769.2;Q1EPR5.2,62,C010,2,355,NylCA,Agromyces sp. KY5R,9,3.60.70.12
m0238,821c28b3e158579536d0795e3661b21a,49,49,BAE95770.1;Q1EPR4.1,BAE95770.1;Q1EPR4.1,63,C010,2,355,NylCK,Kocuria sp. KY2,9,3.60.70.12
m0314,aaede276fbd61767d03028e2d193d5a7,180,180,KQR39103;KQR39103.1,KQR39103;KQR39103.1,218,C010,2,340,M-NylC,Microbacterium sp.,9,3.60.70.12
m0162,586a335986f45e096f6ca073737678a5,181,181,WP_312893488.1;A0A7W8QII1,WP_312893488.1;A0A7W8QII1,219,C010,2,344,Nc-NylC,Nocardiopsis composta,9,3.60.70.12
m0322,b22bccd61057993ecd2ea241ac190b32,205,205,WP_068749367,WP_068749367,245,C010,2,326,TvgC,Thermovenabulum gondwanense,,
m0201,6eeb7b649b01121426a96ddee3c2c007,206,206,XHH12374,XHH12374,246,C010,2,357,NylC1,Leucobacter chromiiresistens,,
m0182,647a8a79005fc7f3a762d4b29e0328ad,207,207,XHH12375,XHH12375,247,C010,2,339,NylC2,Microbacterium oxydans,,
m0265,8f9519fc6a65305fa5d478fdece2fc6f,208,208,XHH12378,XHH12378,248,C010,2,364,NylC5,Gordonia sp. (in: high G+C Gram-positive bacteria),,
m0258,89a542779c863e59d7568848d38bc88c,302,302,KXS08985,KXS08985,343,C010,2,366,Nyl04,Gonapodya prolifera,,
m0415,dea4da8f4f93db0b2277eac7ec3e5196,303,303,WP_073391230.1,WP_073391230.1,344,C010,2,285,Nyl10,Jatrophihabitans endophyticus,,
m0223,78f18c1dd8a82d742a0cccc5a0e6a951,304,304,WP_082766707.1,WP_082766707.1,345,C010,2,343,Nyl11,Ferrimonas marina,,
m0243,837c8cc88d3bee11c34fe65c687d9dcb,305,305,A0A1Q3SHB0,A0A1Q3SHB0,346,C010,2,328,Nyl12,Gammaproteobacteria bacterium 39-13,,
m0484,fea43b060eb31c4f0bf3beb4b1f9e521,306,306,WP_075885500.1,WP_075885500.1,347,C010,2,324,Nyl13,Faecalibaculum rodentium,,
m0247,8498b2d8f6b8bed93dff49ed65b14a6a,307,307,A0A1Y4BJH4,A0A1Y4BJH4,348,C010,2,335,Nyl14,Olsenella sp. An290,,
m0058,1fd045e8b65176376e182facc216b772,308,308,OWT56952,OWT56952,349,C010,2,335,Nyl16,Candidimonas nitroreducens,,
m0123,4413a75f4591f7557a156f377930d8c1,309,309,A0A2E3XQJ6,A0A2E3XQJ6,350,C010,2,328,Nyl18,Halobacteriovoraceae bacterium,,
m0260,8a8c23e1f5be053cf56566f33d5c2c4f,310,310,PSR30050,PSR30050,351,C010,2,325,Nyl25,Sulfobacillus benefaciens,,
m0292,9ddbfd65b32950166fd96c22ff7b9b51,311,311,A0A315R6Z8,A0A315R6Z8,352,C010,2,302,Nyl29,Halanaerobium sp.,,
m0287,9b90c9e3ec99c954a957af14f8a6dbfa,312,312,PWX09261.1,PWX09261.1,353,C010,2,325,Nyl30,Clostridium perfringens,,
m0210,73f07a67f93f50ac08de42fd3f33928a,313,313,A0A351YZM4,A0A351YZM4,354,C010,2,328,Nyl32,Treponema sp.,,
m0425,e4d76d3d7e6833a775f7b2770ac87c6b,314,314,A0A368EC02,A0A368EC02,355,C010,2,304,Nyl34,SAR116 cluster bacterium,,
m0013,06ea0302cc54279d54aebaa45774cfe7,315,315,A0A3D1YDR8,A0A3D1YDR8,356,C010,2,311,Nyl37,Dehalococcoidia bacterium,,
m0124,443647f8fdd6aeb0fa7cd9fb8076c86d,316,316,A0A3D4HM79,A0A3D4HM79,357,C010,2,314,Nyl39,Synergistaceae bacterium,,
m0450,ee6b0a11b080383c4383a93312d4003e,317,317,A0A3M1X2K7,A0A3M1X2K7,358,C010,2,322,Nyl40,Deltaproteobacteria bacterium,,
m0451,ee81132e0d2e864d7ce91cabcdfc1cf4,318,318,A0A432H965,A0A432H965,359,C010,2,326,Nyl44,Deltaproteobacteria bacterium,,
m0374,ca075b0d53cbfb1de3c6d2a744a2276c,319,319,RYL92504.1,RYL92504.1,360,C010,2,325,Nyl45,Sporolactobacillus sp. THM7-4,,
m0061,213f66a13d29726369cc62acb0ec8c5b,320,320,WP_131292212.1,WP_131292212.1,361,C010,2,287,Nyl47,Kribbella sindirgiensis,,
m0024,0ccba4d53ac83e5437ecd1027cfe4ab8,321,321,TAL40028,TAL40028,362,C010,2,305,Nyl50,Alphaproteobacteria bacterium,,
m0282,98b7cab0bd87dc8928ce3d2268c12837,322,322,WP_170322449.1,WP_170322449.1,363,C010,2,313,Nyl54,Acrocarpospora macrocephala,,
m0132,48ba5f056713b1c70f39bd5277e17500,323,323,A0A661XAJ6,A0A661XAJ6,364,C010,2,315,Nyl57,Candidatus Zhuqueibacterota bacterium,,
m0194,6c8a21cf9b056c70de13236ba6a2c881,324,324,A0A6A7M915,A0A6A7M915,365,C010,2,342,Nyl58,Rhodospirillales bacterium,,
m0454,ef202661c7e74e69a79dbd3c290e1b5b,325,325,A0A6I1QW75,A0A6I1QW75,366,C010,2,325,Nyl60,Dehalococcoidia bacterium,,
m0298,a1903a69f23f1f6796d526895436a50c,326,326,A0A7C3G8G6,A0A7C3G8G6,367,C010,2,288,Nyl63,Oceanithermus sp.,,
m0181,6479c4b689da748f2cb786f88522f290,327,327,A0A7C6SQZ1,A0A7C6SQZ1,368,C010,2,318,Nyl65,Clostridiales bacterium,,
m0369,c7b8c2c370eec0414f50a51a98586820,328,328,A0A7C7DKE8,A0A7C7DKE8,369,C010,2,342,Nyl66,Candidatus Fermentithermobacillaceae bacterium,,
m0104,3b00f12fd36416ff8790c3e56ebd219c,329,329,A0A7V5VEC1,A0A7V5VEC1,370,C010,2,312,Nyl68,Bacteroidota bacterium,,
m0036,10f99a34d701d302d6cd789182b6508e,330,330,A0A7V9NEU5,A0A7V9NEU5,371,C010,2,359,Nyl71,Acidobacteriota bacterium,,
m0421,e33e8b6636c423c0a7bb6aea68306978,331,331,A0A7W0NYQ1,A0A7W0NYQ1,372,C010,2,292,Nyl72,Acidimicrobiia bacterium,,
m0071,27b40925ec9dab01a97010da9157f232,332,332,MSS57807,MSS57807,373,C010,2,319,Nyl73,Stecheria intestinalis,,
m0335,b7a63a9cee46bcf4fbdf5b30b67b812f,333,333,A0A7X7N2B0,A0A7X7N2B0,374,C010,2,364,Nyl74,Coriobacteriaceae bacterium,,
m0472,faf6984f2f1464301a6db7313145d9f3,334,334,WP_014810472.1,WP_014810472.1,375,C010,2,334,Nyl82,Desulfomonile tiedjei,,
m0332,b60f5228c9d11de0576f0da3088e22d6,335,335,XP_005707592.1,XP_005707592.1,376,C010,2,361,Nyl83,Galdieria sulphuraria,,
m0217,760d48b991f3789858295120e590915c,336,336,WP_010949597.1,WP_010949597.1,377,C010,2,347,Nyl84,Mycobacterium avium subsp. paratuberculosis,,
m0130,4862c74fdcd52e6437a16fe8f493fc97,337,337,R5FI29,R5FI29,378,C010,2,302,Nyl85,Faecalibacterium sp. CAG:1138,,
m0102,39f5ef8b2abbe007e623b9ceb5a0c815,338,338,U7UHN3,U7UHN3,379,C010,2,313,Nyl87,Peptoniphilus sp. BV3C26,,
m0097,34845c057c0fc493b1f6938327b2a52a,339,339,WP_170196788.1,WP_170196788.1,380,C010,2,376,Nyl93,Gordonia asplenii,,
m0259,8a27f08047aeded2e90bf33e519d6d59,484,484,A0A840P940,A0A840P940,,C010,2,332,Tt-NylC,Thermocatellispora tengchongensis,9,3.60.70.12
m0306,a79509a510d90a50f6702955b1ad3b49,44,44,AAA25908.1;P13397.2,AAA25908.1;P13397.2,54,C008,3,493,P-nylA,Pseudomonas sp. NK87,10,3.90.1300.10
m0221,77bca54fb186cc66d3f509d6fb835b65,45,45,WP_012476897.1;P13398.2,WP_012476897.1;P13398.2,59,C008,3,493,NylA,Paenarthrobacter ureafaciens,10,3.90.1300.10
m0029,0dd151000d71720a7a8996bf7fb3acbf,50,50,P80008.1,P80008.1,64,C008,3,28,Arylacylamidase,Nocardia globerula,,
m0405,d91b645ebea282e1c771123a7abe685f,51,51,WP_011209364.1,WP_011209364.1,65,C008,3,479,Arylacylamidase,Nocardia farcinica,10,3.90.1300.10
m0135,4ae54f06384b9660b40e76e9a902f585,132,132,OP972509;WBR49956.1,OP972509;WBR49956.1,155,C008,3,438,UMG-SP-1,Environmental sample;Metagenome,10,3.90.1300.10
m0012,06d89e9f595b7abc6f662a4ea5fc3f77,133,133,OP972510;WBR49957.1,OP972510;WBR49957.1,156,C008,3,439,UMG-SP-2,Environmental sample;Metagenome,10,3.90.1300.10
m0167,5c06f1259bc12791a4627d9b18c94185,134,134,AGT90042.1,AGT90042.1,159,C008,3,483,Amidase,Rhodococcus erythropolis,10,3.90.1300.10
m0174,6139d7ee947801e1ffa5c9345c785900,135,135,AAK11724.1,AAK11724.1,160,C008,3,525,Amidase,Rhodococcus erythropolis,10,3.90.1300.10
m0351,c05531f7c89f4efafc1f2537c89ad129,136,136,ARF18137.1,ARF18137.1,161,C008,3,472,Amidase,Sporosarcina ureae,10,3.90.1300.10
m0022,0c554c0dd255de614d248db3118d89da,137,137,AAK28498.1,AAK28498.1,162,C008,3,517,AmdA,Agrobacterium tumefaciens,10,3.90.1300.10
m0422,e422c7b9aabe1a23f75d15bd35cf71a6,140,140,BBP47208.1;XP_036664376.1,BBP47208.1;XP_036664376.1,166,C008,3,551,CPUTNase,Candida parapsilosis,10,3.90.1300.10
m0235,815c8cb8347c7ae5a0b5f9f5e645b5db,141,141,Q12559.2,Q12559.2,167,C008,3,545,PURase,Aspergillus oryzae,10,3.90.1300.10
m0246,848290309a9cbec4776951ce54a69af3,170,170,WZH92451.1,WZH92451.1,208,C008,3,479,aryl acylamidase,Nocardia farcinica,,
m0380,ccec191e60e12d1782682af2211d9640,179,179,WP_185053500;WP_185053500.1,WP_185053500;WP_185053500.1,217,C008,3,471,TtA,Thermocatellispora tengchongensis,10,3.90.1300.10
m0280,972624f6791ef0c42c0591d2122951f9,182,182,,,220,C008,3,489,GatA,,,
m0358,c21fdb598a3887e2e8a5af55068ffec4,183,183,BAI44731;BAI44731.1,BAI44731;BAI44731.1,221,C008,3,479,OoH,Rhodococcus sp. Oct1,10,3.90.1300.10
m0011,06838ea54893acb0dae64a94f5fe912a,184,184,,,222,C008,3,471,ReU,,,
m0072,287dd238ca5f47fa0362cba5d21edbc6,214,214,,,255,C008,3,491,GatA250,,,
m0305,a6c3596d69125ab458261514e4f2d0ce,446,446,,,491,C008,3,482,pQR3139,,,
