node_id,sequence_md5,accession,accession_all,component_id,size_rank,sequence_length,enzyme_name,organism,v1_component,cath
m0140,4ce5f290ca4d5d58749e55ef4f739ea0,WP_111700265.1,WP_111700265.1,C001,1,436,1868,Microbispora triticiradicis,,
m0313,afb025038508228d84d2fe8c130d5d14,WP_111881932,WP_111881932;WP_111881932.1,C001,1,364,PET27,Aequorivita sp. CIP111184,1,3.40.50.1820
m0451,f246639aef84a3e6be3c89eac9b2dfbf,WP_112669767.1,WP_112669767.1,C001,1,461,1620,Micromonospora saelicesensis,,
m0078,2c71453465b0acb39d172983ac4a7387,WP_116023875.1,WP_116023875.1,C001,1,279,APET-19,Thermomonospora umbrina,,
m0442,eeae01ba76427bc51c141cb43ccba7fd,WP_116180173.1,WP_116180173.1,C001,1,288,Kubu-P,Kutzneria buriramensis,,
m0437,ece8f45d57141ab0f29280d76fc2a9b7,WP_116813002.1,WP_116813002.1,C001,1,288,247,Steroidobacter cummioxidans,,
m0465,fb68a33e966a9f713281583d4f5d357b,WP_117215036.1,WP_117215036.1,C001,1,434,Enzyme 407,Allorhizocoloa rhizosphaerae,1,3.40.50.1820
m0377,d03a36b0671215d716f1df2ade24268f,WP_118011433,WP_118011433;WP_118011433.1,C001,1,259,HG-2,Holdemanella biformis,1,3.40.50.1820
m0379,d0cd1d061b574c3e97321300be9b3c6e,WP_120326365.1,WP_120326365.1,C001,1,300,486,Micromonospora globbae,,
m0461,f85c8564f510148807a599ea6a5cf433,WP_123685830.1,WP_123685830.1,C001,1,289,414,Amycolatopsis bacterium,,
m0467,fbbad91070ae99aa6eed1595044335d5,WP_124770494.1,WP_124770494.1,C001,1,329,1571,Micromonospora inaquosa,,
m0389,d5d535a4628f661aac624e4bf67a6739,WP_124822775.1,WP_124822775.1,C001,1,465,1611,Micromonospora ureilytica,,
m0385,d4376d2f4006abaa992a58c321df357d,WP_125191182.1,WP_125191182.1,C001,1,315,1477,Streptomyces sp. RP5T,,
m0475,fe354046ad936ac3305fe124cc0c4bcc,WP_125313231.1,WP_125313231.1,C001,1,309,PC4,Amycolatopsis eburnea,,
m0346,c0d2eecc958484c772145471290f41e4,WP_129786244.1,WP_129786244.1,C001,1,287,DP089,Promicromonospora panici,,
m0223,7a0b4f5fc6faf46b8f8e8de955097dbe,WP_129849678.1,WP_129849678.1,C001,1,316,191,Streptomyces sp. SCA2-2,,
m0266,93d3e56e0fbe62971eaa3408dd5c2753,WP_130342639,WP_130342639,C001,1,297,DP008,Herbihabitans rhizosphaerae,,
m0112,3f5b7ed180255f20639a75548bb8ac56,WP_130401777.1,WP_130401777.1,C001,1,462,1637,Micromonospora violae,,
m0026,0d51bfebc665db66f2d9c28959b141d3,WP_130464304.1,WP_130464304.1,C001,1,472,1538,Plantactinospora sp. B6F1,,
m0249,86e8274d483618172b997d8cd41d9088,WP_131056699.1,WP_131056699.1,C001,1,426,1519,Verrucosispora sp. SN26_14.1,,
m0401,dcdd75a330b1680da8c69fade4d72aab,WP_132183354.1,WP_132183354.1,C001,1,454,1493,Micromonospora sp. KC606,,
m0216,77a7b5a521e48effd1710f14533ed6a5,WP_132337032.1,WP_132337032.1,C001,1,443,1521,Micromonospora sp. KC213,,
m0191,6bfc5e52adfd5c1d647dbdd440a07380,WP_132386942.1,WP_132386942.1,C001,1,447,1489,Micromonospora sp. KC723,,
m0183,66ecc46b29b845a7a916ce1874720817,WP_132413760.1,WP_132413760.1,C001,1,444,1468,Kribbella albertanoniae,,
m0007,04eb6f62384740641a457083240d65be,WP_137976057.1,WP_137976057.1,C001,1,378,1821,Streptomyces violaceusniger,,
m0187,68c96339ea5e9153dffdfbe8f9906985,WP_139580723.1,WP_139580723.1,C001,1,450,DP092,Microbispora catharanthi,,
m0396,d8c880a8e19c3f44b32d639747b57222,WP_139584963.1,WP_139584963.1,C001,1,465,1642,Micromonospora orduensis,,
m0375,cefc6b105a243397b6a039e186c6c27b,WP_141569747.1,WP_141569747.1,C001,1,331,1478,Streptomyces ipomoeae,,
m0197,6e59b2b22d0932610243c38a9455adb5,WP_141984372.1,WP_141984372.1,C001,1,413,1482,Saccharothrix saharensis,,
m0003,009e600d3a7df316a22764026a76e2bc,WP_142197250.1,WP_142197250.1,C001,1,300,ScPETase,Streptomyces calvus,,
m0435,ec1108b84e036f58c2b72e2c1fcd594e,WP_143447025.1,WP_143447025.1,C001,1,286,KaPETase,Kibdelosporangium aridum,,
m0144,4eb20c9016001fd934311ea5fc36f89f,WP_143590710.1,WP_143590710.1,C001,1,272,385,Thermoactinospora rubra,,
m0019,0bed3021f541af53d7f9285ae8d85094,WP_144022925.1,WP_144022925.1,C001,1,296,ESM160,Asanoa hainanensis,,
m0065,2510ccd8faea4efb0652cab75394adfa,WP_144126986.1,WP_144126986.1,C001,1,275,1507,Catellatospora sichuanensis,,
m0189,690953c8ee380d8f7a711710318247ac,WP_145923095.1,WP_145923095.1,C001,1,487,1635,Micromonospora sp. HM134,,
m0081,2d321d769e7c7464a135d954c2a9a866,WP_149259982.1,WP_149259982.1,C001,1,309,TEP067,Actinomadura sp. K4S16,,
m0014,07624194bbcd6bf29fe626de86e9ca46,WP_150070118.1,WP_150070118.1,C001,1,295,TEP105,Saccharopolyspora hirsuta,,
m0230,7e5680dfd06abf1e4f5a432453eb246d,WP_151597653.1,WP_151597653.1,C001,1,310,DP016,Actinomadura physcomitrii,,
m0219,783d312623e9a23ce795d29a255d97a8,WP_155388305.1,WP_155388305.1,C001,1,276,1522,Catellatospora paridis,,
m0162,5b3f01f3bbd1d34e9bcd72527c959781,WP_158643351.1,WP_158643351.1,C001,1,311,412,Ketobacter alkanivorans,,
m0319,b3403aecb7ec20ee0e5b0e79cac01b17,WP_158852571.1,WP_158852571.1,C001,1,398,ESM035,Saccharothrix deserti,,
m0425,e6c65f28982cd50933de3173d5a6959d,WP_161104454.1,WP_161104454.1,C001,1,295,DP054,Actinomadura rayongensis,,
m0203,70461e4ccc8f072afc5757915d4ab26f,WP_162908185.1,WP_162908185.1,C001,1,436,407,Allorhizocola rhizosphaerae,,
m0447,f0c7dd480618fe5d7346e71180cd108d,WP_164449727.1,WP_164449727.1,C001,1,432,TEP010,Verrucosispora sioxanthis,,
m0456,f50fd2a3843ce155233b360ab9cded21,WP_167521412.1,WP_167521412.1,C001,1,475,ESM010,Microbispora sp. (multispecies),,
m0322,b4e16b9dec1e241cf86cedf832d14404,WP_173061649.1,WP_173061649.1,C001,1,447,ESM058,Phytohabitans houttuyneae,,
m0468,fbdf1fd8bb136bc1f27b76dfedecd095,WP_181548579.1,WP_181548579.1,C001,1,443,ESM069,Micromonospora saelicesensis,,
m0226,7cf1ce68095952a5cc8abd5bbcfd1ff7,WP_182904095.1,WP_182904095.1,C001,1,450,ESM038,Microbispora sp. H10830,,
m0225,7ad7db832510d64d62b4e29db40fa372,WP_184682765.1,WP_184682765.1,C001,1,298,DP078,Pseudomonas fluvialis,,
m0102,3a8b3b50918fa1553710b5c8d094771c,WP_187224800.1,WP_187224800.1,C001,1,283,DP017,Actinokineospora xionganensis,,
m0464,fb2204e84d7a9a86df947cd20e179223,WP_199199185.1,WP_199199185.1,C001,1,339,ESM139,Amycolatopsis sp. CA-128772,,
m0194,6c94e122d721e790088493d35c7c03a9,WP_203733135.1,WP_203733135.1,C001,1,295,DP082,Paractinoplanes durhamensis,,
m0251,87d890e381a7d683e581e77330a26d0d,WP_203777396.1,WP_203777396.1,C001,1,417,ESM052,Paractinoplanes deccanensis,,
m0146,4fc6ca50b7b51c5b7f98512adca3c679,WP_203790592.1,WP_203790592.1,C001,1,410,ESM060,Paractinoplanes rishiriensis,,
m0452,f2a58e1db1245fbca5aba50020c17682,WP_203812622.1,WP_203812622.1,C001,1,293,ESM156,Paractinoplanes tereljensis,,
m0455,f382d762cf0b0bafd3934f5417accc62,WP_203847453.1,WP_203847453.1,C001,1,268,APET-26,Dactylosporangium siamense,,
m0371,cbddcdc003933ffe8ee63f00b7c12abf,WP_203906211.1,WP_203906211.1,C001,1,301,ESM159,Rhizocola hellebori,,
m0100,38977381259c624bdcec8191c6717c7a,WP_204038550.1,WP_204038550.1,C001,1,323,ESM065,Micromonospora qiuiae,,
m0149,52ac6083b4c7d6faf903f936007224d2,WP_209642273.1,WP_209642273.1,C001,1,270,KbPETase,Kibdelosporangium banguiense,,
m0364,c941981ddefbf835b8fb921890d009e0,WP_210157342.1,WP_210157342.1,C001,1,452,ESM021,Microbispora oryzae,,
m0119,4372f68d441785c9d134905aed4aae6b,WP_211769896.1,WP_211769896.1,C001,1,293,TEP103,Kutzneria sp. CA-103260,,
m0154,55c56bf6f40cb5a2497253d78cfe7803,WP_212846608.1,WP_212846608.1,C001,1,421,TEP181,Actinoplanes ianthinogenes,,
m0274,96377f7c445eeaa275813b1b600057b4,WP_218517662.1,WP_218517662.1,C001,1,418,TEP163,Streptomyces sp. TRM70350,,
m0263,91fdd1b5e2e32c2e3842e6b87058f3ad,WP_218920366.1,WP_218920366.1,C001,1,298,APET-5,Lentzea guizhouensis,,
m0213,75b2b72259a73dea11dea49d5062379d,WP_220815207,WP_220815207,C001,1,298,PpPETase,Pseudomonas paralcaligenes,,
m0240,83679359d645f51f2cc5de9332d999c2,WP_221382552.1,WP_221382552.1,C001,1,457,DP061,Paractinoplanes polyasparticus,,
m0157,574237800be392daa0a6c80748375073,WP_229068674.1,WP_229068674.1,C001,1,312,DP043,Actinoplanes sp. DH11,,
m0190,6b1009cf128e698e040b3329caa14ce2,WP_229836555.1,WP_229836555.1,C001,1,285,ESM090,Dactylosporangium sucinum,,
m0231,7f597bfa435ab3ad4d01391067fcea07,WP_232326807.1,WP_232326807.1,C001,1,435,ESM026,Microbispora sp. ATCC PTA-5024,,
m0114,4128006510697cae616c99ca6fbb128c,WP_233427406.1,WP_233427406.1,C001,1,299,DP040,Actinokineospora spheciospongiae,,
m0459,f78eb617d08e5260c3365650f70fcad8,WP_233604767.1,WP_233604767.1,C001,1,442,TEP165,Micromonospora sp. HM5-17,,
m0072,2a3c4f5280e7c5835b8e1428f7044fe3,WP_233872418.1,WP_233872418.1,C001,1,314,DP090,Streptomyces sp. ST2-7A,,
m0198,6e80f2f31cbe7bc9184caed2bea23776,WP_239086781.1,WP_239086781.1,C001,1,290,ESM177,Catellatospora methionotrophica,,
m0262,919d07e2ff9f6934831419a4fee7cec4,WP_239095870.1,WP_239095870.1,C001,1,449,TEP168,Micromonospora lutea,,
m0062,21b9ee3c2d064bd97bf205292edd4e77,WP_239125827.1,WP_239125827.1,C001,1,288,ESM144,Catellatospora bangladeshensis,,
m0049,1801d10ed570ce70933bdbe9f25a34b6,WP_239135698.1,WP_239135698.1,C001,1,279,ESM093,Dactylosporangium siamense,,
m0265,93b32d1591ea6472ac216d086e5cbcd0,WP_247056560.1,WP_247056560.1,C001,1,308,ESM140,Amycolatopsis sp. WQ 127309,,
m0242,83d0a1b5946039d3d9f242317fa6fb04,WP_247684544.1,WP_247684544.1,C001,1,337,ESM121,Micromonospora sp. D93,,
m0386,d45af0ae492f2a5ff717aac22e783527,WP_250563816.1,WP_250563816.1,C001,1,277,TEP194,Sphaerisporangium fuscum,,
m0204,706fff86ca9f67473863ad795f5707fc,WP_252275389.1,WP_252275389.1,C001,1,296,ESM096,Pseudomonas subflava,,
m0202,701849adbc66ce54e28ad407951aee3b,WP_252811421.1,WP_252811421.1,C001,1,424,ESM084,Actinoallomurus spadix,,
m0363,c87e1883782cb8f461fcd4586e8cd500,WP_253762837.1,WP_253762837.1,C001,1,287,TEP178,Hamadaea flava,,
m0088,3195c72d9a6cc23e6a918505eb460744,WP_256510026.1,WP_256510026.1,C001,1,266,TEP041,Crossiella sp. SN42,,
m0207,7269cc72c4e11c63f64df5c2d937af35,WP_256510519.1,WP_256510519.1,C001,1,403,TEP164,Crossiella sp. SN42,,
m0175,62f7546aebcb1a559748d086de6571e6,WP_260422593.1,WP_260422593.1,C001,1,424,TEP111,Micromonospora carbonacea,,
m0048,17cf0142a842915adf56bd16d1f70336,WP_260709492.1,WP_260709492.1,C001,1,437,TEP054,Dactylosporangium aurantiacum,,
m0388,d5a5677d777e4a427d908bb7cedd98df,WP_264933993.1,WP_264933993.1,C001,1,455,TEP024,Streptomyces sp. A012304,,
m0337,bdf8d7a37e7c86332298115201631ed5,WP_265247586.1,WP_265247586.1,C001,1,402,ESM081,Micromonospora sp. CPCC 205371,,
m0152,551946ddbe6046c13ca1a257eab4aeff,WP_267938240.1,WP_267938240.1,C001,1,405,ESM006,Saccharothrix sp. S26,,
m0390,d5df0a16c2eaa48e8fab4f9997684475,WP_269740835.1,WP_269740835.1,C001,1,299,ESM128,Verrucosispora sp. WMMA2121,,
m0366,c9ffb681928784046345a8ec3ee7f48b,WP_271190254.1,WP_271190254.1,C001,1,417,ESM097,Dactylosporangium matsuzakiense,,
m0228,7d398f96d8a77630de8a9da0c6635b29,WP_281901711.1,WP_281901711.1,C001,1,401,ESM064,Phytohabitans aurantiacus,,
m0336,bdd9d6d45144ac9284029bc832a33641,WP_307855560.1,WP_307855560.1,C001,1,307,TEP109,Kibdelosporangium banguiense,,
m0066,25535d4836a01c7d3cc4bbeba3c18437,XCO66867,XCO66867,C001,1,286,PurH,Aeromicrobium sp.,1,3.40.50.1820
m0083,2ddc62c97241531aed04530538ae54d8,XDS72785.1,XDS72785.1,C001,1,282,Sis,Geothermal metagenome,1,3.40.50.1820
m0073,2a9215b62ae074282dc7ffcda6232192,YCL34723,YCL34723,C001,1,293,DIEGO,uncultured bacterium,,
m0224,7acde97244b13e14de682a6f3f3def1e,YNP18_240440,YNP18_240440,C001,1,258,Enzyme 204 like,Metagenome,1,3.40.50.1820
m0273,9610434481ec16c88506a703693f96ab,YNPsite05_CeleraDRAFT_401410,YNPsite05_CeleraDRAFT_401410,C001,1,380,Enzyme 202,Chloroflexus sp. MS-G,1,3.40.50.1820
m0474,fe31253f406d9725da382e4a9e67d782,YNPsite06_CeleraDRAFT_160970,YNPsite06_CeleraDRAFT_160970,C001,1,456,Enzyme 214 like,Metagenome,1,3.40.50.1820
m0201,6f5b887d3833e9449f06aac8cfc2e5d6,YNPsite06_CeleraDRAFT_367810,YNPsite06_CeleraDRAFT_367810,C001,1,495,Enzyme 301 like,Metagenome,1,3.40.50.1820
m0358,c51ea9e72ca4f046ba7b615cdd6e1bc0,jmPE13,jmPE13,C001,1,273,jmPE13,Pseudomonas sp. JM16B3,1,3.40.50.1820
m0241,837c8cc88d3bee11c34fe65c687d9dcb,A0A1Q3SHB0,A0A1Q3SHB0,C006,2,328,Nyl12,Gammaproteobacteria bacterium 39-13,,
m0244,8498b2d8f6b8bed93dff49ed65b14a6a,A0A1Y4BJH4,A0A1Y4BJH4,C006,2,335,Nyl14,Olsenella sp. An290,,
m0122,4413a75f4591f7557a156f377930d8c1,A0A2E3XQJ6,A0A2E3XQJ6,C006,2,328,Nyl18,Halobacteriovoraceae bacterium,,
m0288,9ddbfd65b32950166fd96c22ff7b9b51,A0A315R6Z8,A0A315R6Z8,C006,2,302,Nyl29,Halanaerobium sp.,,
m0209,73f07a67f93f50ac08de42fd3f33928a,A0A351YZM4,A0A351YZM4,C006,2,328,Nyl32,Treponema sp.,,
m0416,e4d76d3d7e6833a775f7b2770ac87c6b,A0A368EC02,A0A368EC02,C006,2,304,Nyl34,SAR116 cluster bacterium,,
m0011,06ea0302cc54279d54aebaa45774cfe7,A0A3D1YDR8,A0A3D1YDR8,C006,2,311,Nyl37,Dehalococcoidia bacterium,,
m0123,443647f8fdd6aeb0fa7cd9fb8076c86d,A0A3D4HM79,A0A3D4HM79,C006,2,314,Nyl39,Synergistaceae bacterium,,
m0440,ee6b0a11b080383c4383a93312d4003e,A0A3M1X2K7,A0A3M1X2K7,C006,2,322,Nyl40,Deltaproteobacteria bacterium,,
m0441,ee81132e0d2e864d7ce91cabcdfc1cf4,A0A432H965,A0A432H965,C006,2,326,Nyl44,Deltaproteobacteria bacterium,,
m0131,48ba5f056713b1c70f39bd5277e17500,A0A661XAJ6,A0A661XAJ6,C006,2,315,Nyl57,Candidatus Zhuqueibacterota bacterium,,
m0192,6c8a21cf9b056c70de13236ba6a2c881,A0A6A7M915,A0A6A7M915,C006,2,342,Nyl58,Rhodospirillales bacterium,,
m0445,ef202661c7e74e69a79dbd3c290e1b5b,A0A6I1QW75,A0A6I1QW75,C006,2,325,Nyl60,Dehalococcoidia bacterium,,
m0294,a1903a69f23f1f6796d526895436a50c,A0A7C3G8G6,A0A7C3G8G6,C006,2,288,Nyl63,Oceanithermus sp.,,
m0179,6479c4b689da748f2cb786f88522f290,A0A7C6SQZ1,A0A7C6SQZ1,C006,2,318,Nyl65,Clostridiales bacterium,,
m0362,c7b8c2c370eec0414f50a51a98586820,A0A7C7DKE8,A0A7C7DKE8,C006,2,342,Nyl66,Candidatus Fermentithermobacillaceae bacterium,,
m0103,3b00f12fd36416ff8790c3e56ebd219c,A0A7V5VEC1,A0A7V5VEC1,C006,2,312,Nyl68,Bacteroidota bacterium,,
m0034,10f99a34d701d302d6cd789182b6508e,A0A7V9NEU5,A0A7V9NEU5,C006,2,359,Nyl71,Acidobacteriota bacterium,,
m0412,e33e8b6636c423c0a7bb6aea68306978,A0A7W0NYQ1,A0A7W0NYQ1,C006,2,292,Nyl72,Acidimicrobiia bacterium,,
m0159,586a335986f45e096f6ca073737678a5,A0A7W8QII1,A0A7W8QII1;WP_312893488.1,C006,2,344,Nc-NylC,Nocardiopsis composta,9,3.60.70.12
m0327,b7a63a9cee46bcf4fbdf5b30b67b812f,A0A7X7N2B0,A0A7X7N2B0,C006,2,364,Nyl74,Coriobacteriaceae bacterium,,
m0254,8a27f08047aeded2e90bf33e519d6d59,A0A840P940,A0A840P940,C006,2,332,Tt-NylC,Thermocatellispora tengchongensis,9,3.60.70.12
m0321,b48a5e7e77b3b427ca89ac65da361050,BAE95769.2,BAE95769.2;Q1EPR5,C006,2,355,NylC,Agromyces sp. KY5R,9,3.60.70.12
m0236,821c28b3e158579536d0795e3661b21a,BAE95770.1,BAE95770.1;Q1EPR4,C006,2,355,NylC,Kocuria sp. KY2,9,3.60.70.12
m0308,aaede276fbd61767d03028e2d193d5a7,KQR39103,KQR39103,C006,2,340,M-NylC,Microbacterium sp.,9,3.60.70.12
m0253,89a542779c863e59d7568848d38bc88c,KXS08985,KXS08985,C006,2,366,Nyl04,Gonapodya prolifera,,
m0070,27b40925ec9dab01a97010da9157f232,MSS57807,MSS57807,C006,2,319,Nyl73,Stecheria intestinalis,,
m0434,ebd22bc012fd6e181f43bc728b85dc79,NYLC_FLASK,NYLC_FLASK;WP_012476895.1,C006,2,355,NylC,Paenarthrobacter ureafaciens K172,9,3.60.70.12
m0057,1fd045e8b65176376e182facc216b772,OWT56952,OWT56952,C006,2,335,Nyl16,Candidimonas nitroreducens,,
m0255,8a8c23e1f5be053cf56566f33d5c2c4f,PSR30050,PSR30050,C006,2,325,Nyl25,Sulfobacillus benefaciens,,
m0282,9b90c9e3ec99c954a957af14f8a6dbfa,PWX09261.1,PWX09261.1,C006,2,325,Nyl30,Clostridium perfringens,,
m0129,4862c74fdcd52e6437a16fe8f493fc97,R5FI29,R5FI29,C006,2,302,Nyl85,Faecalibacterium sp. CAG:1138,,
m0367,ca075b0d53cbfb1de3c6d2a744a2276c,RYL92504.1,RYL92504.1,C006,2,325,Nyl45,Sporolactobacillus sp. THM7-4,,
m0022,0ccba4d53ac83e5437ecd1027cfe4ab8,TAL40028,TAL40028,C006,2,305,Nyl50,Alphaproteobacteria bacterium,,
m0101,39f5ef8b2abbe007e623b9ceb5a0c815,U7UHN3,U7UHN3,C006,2,313,Nyl87,Peptoniphilus sp. BV3C26,,
m0214,760d48b991f3789858295120e590915c,WP_010949597.1,WP_010949597.1,C006,2,347,Nyl84,Mycobacterium avium subsp. paratuberculosis,,
m0463,faf6984f2f1464301a6db7313145d9f3,WP_014810472.1,WP_014810472.1,C006,2,334,Nyl82,Desulfomonile tiedjei,,
m0314,b22bccd61057993ecd2ea241ac190b32,WP_068749367,WP_068749367,C006,2,326,TvgC,Thermovenabulum gondwanense,,
m0406,dea4da8f4f93db0b2277eac7ec3e5196,WP_073391230.1,WP_073391230.1,C006,2,285,Nyl10,Jatrophihabitans endophyticus,,
m0476,fea43b060eb31c4f0bf3beb4b1f9e521,WP_075885500.1,WP_075885500.1,C006,2,324,Nyl13,Faecalibaculum rodentium,,
m0220,78f18c1dd8a82d742a0cccc5a0e6a951,WP_082766707.1,WP_082766707.1,C006,2,343,Nyl11,Ferrimonas marina,,
m0060,213f66a13d29726369cc62acb0ec8c5b,WP_131292212.1,WP_131292212.1,C006,2,287,Nyl47,Kribbella sindirgiensis,,
m0095,34845c057c0fc493b1f6938327b2a52a,WP_170196788.1,WP_170196788.1,C006,2,376,Nyl93,Gordonia asplenii,,
m0277,98b7cab0bd87dc8928ce3d2268c12837,WP_170322449.1,WP_170322449.1,C006,2,313,Nyl54,Acrocarpospora macrocephala,,
m0199,6eeb7b649b01121426a96ddee3c2c007,XHH12374,XHH12374,C006,2,357,NylC1,Leucobacter chromiiresistens,,
m0180,647a8a79005fc7f3a762d4b29e0328ad,XHH12375,XHH12375,C006,2,339,NylC2,Microbacterium oxydans,,
m0259,8f9519fc6a65305fa5d478fdece2fc6f,XHH12378,XHH12378,C006,2,364,NylC5,Gordonia sp. (in: high G+C Gram-positive bacteria),,
m0324,b60f5228c9d11de0576f0da3088e22d6,XP_005707592.1,XP_005707592.1,C006,2,361,Nyl83,Galdieria sulphuraria,,
m0302,a79509a510d90a50f6702955b1ad3b49,AAA25908.1,AAA25908.1;NYLA_PSES8,C013,3,493,NylA,Pseudomonas sp. strain NK87,10,3.90.1300.10
m0172,6139d7ee947801e1ffa5c9345c785900,AAK11724.1,AAK11724.1;AY026386,C013,3,525,PURase,Rhodococcus erythropolis MP50,10,3.90.1300.10
m0020,0c554c0dd255de614d248db3118d89da,AAK28498.1,AAK28498.1,C013,3,517,AmdA,Agrobacterium tumefaciens d3,10,3.90.1300.10
m0164,5c06f1259bc12791a4627d9b18c94185,AGT90042.1,AGT90042.1,C013,3,483,CCM2595,Rhodococcus erythropolis,10,3.90.1300.10
m0031,1090fc7df5cb6e4866fd00779c1d8e28,ANG60415,ANG60415;ANG60415.1,C013,3,472,GatA,Lysinibacillus fusiformis SCO2,10,3.90.1300.10
m0343,c05531f7c89f4efafc1f2537c89ad129,ARF18137.1,ARF18137.1,C013,3,472,PURase,Sporosarcina ureae P17a,10,3.90.1300.10
m0350,c21fdb598a3887e2e8a5af55068ffec4,BAI44731,BAI44731,C013,3,479,OoH,Rhodococcus sp. Oct1,10,3.90.1300.10
m0413,e422c7b9aabe1a23f75d15bd35cf71a6,BBP47208,BBP47208.1;BBP47208; XP_036664376,C013,3,551,CPUTNase,Candida parapsilosis NBRC 708,10,3.90.1300.10
m0218,77bca54fb186cc66d3f509d6fb835b65,NYLA_FLASK,NYLA_FLASK;WP_012476897.1,C013,3,493,NylA,Paenarthrobacter ureafaciens K172,10,3.90.1300.10
m0133,4ae54f06384b9660b40e76e9a902f585,OP972509,OP972509;WBR49956,C013,3,438,UMG-SP-1,Metagenome,10,3.90.1300.10
m0010,06d89e9f595b7abc6f662a4ea5fc3f77,OP972510,OP972510;WBR49957,C013,3,439,UMG-SP-2,Metagenome,10,3.90.1300.10
m0417,e517914dc89db0a2eedf86b6f66bf60c,OP972511,OP972511;WBR49958,C013,3,439,UMG-SP-3,Metagenome,10,3.90.1300.10
m0027,0dd151000d71720a7a8996bf7fb3acbf,P80008.1,P80008.1,C013,3,28,Arylacylamidase,Nocardia globerula,,
m0233,815c8cb8347c7ae5a0b5f9f5e645b5db,Q12559,Q12559,C013,3,545,PURase,Aspergillus oryzae,10,3.90.1300.10
m0397,d91b645ebea282e1c771123a7abe685f,WP_011209364.1,WP_011209364.1,C013,3,479,aryl acylamidase,Nocardia farcinica IFM10512,10,3.90.1300.10
m0373,ccec191e60e12d1782682af2211d9640,WP_185053500,WP_185053500,C013,3,471,TtA,Thermocatellispora tengchongensis,10,3.90.1300.10
m0092,336f0649eca9651f90fe2d208cd29559,WP_293218050.1,WP_293218050.1,C013,3,485,GatA-like,Parvibaculum sp.,10,3.90.1300.10
m0178,643cdc8e6bf40238fb4a3568cc8eb4f8,WP_348608127.1,WP_348608127.1,C013,3,472,ReU-like,Rhodococcus equi TB-60,10,3.90.1300.10
m0243,848290309a9cbec4776951ce54a69af3,WZH92451.1,WZH92451.1,C013,3,479,aryl acylamidase,Nocardia farcinica,,
m0084,2faa60f73ded9c502787ece47fca13f7,A0A060N399,A0A060N399;BAN51852.1,C003,4,227,PLAse,Paraphoma sp. B47-9,2,3.40.50.1820
m0430,ea7a24d47eff2487f1491b3ad67cce64,A0A060N5H2,A0A060N5H2;BAN42606.1,C003,4,226,CmCut,Cryptococcus magnus,2,3.40.50.1820
m0408,e0b91bc8063c1c7e94e918fcfd8cf2bc,A0A075B5G4,A0A075B5G4,C003,4,194,HiC,Humicola insolens,2,3.40.50.1820
m0143,4e42b62ac9f3158a2a5a2b35e117d950,A0A0P0ZE81,A0A0P0ZE81;BAT32793.1,C003,4,239,GB-1; CLE,Cryptococcus flavus,2,3.40.50.1820
m0067,255e2b78ca9f54fe397d3917c1c6cae9,A0A7I8E2Z4,A0A7I8E2Z4;BCL64964.1;UNZ22463.1,C003,4,216,PBATHRF; pbath,Rhodococcus fascians NKCM2511,2,3.40.50.1820
m0387,d46d1c755303a13d2a19d9393a49d2f7,AAA33335.1,AAA33335.1,C003,4,230,FsC,Fusarium solani,2,3.40.50.1820
m0374,cd3efa9108622a39c229634066ce0292,AB102945.1,AB102945.1; Q874E;BAC67242.1,C003,4,239,S-2; CLE; cutinase,Cryptococcus sp.,2,3.40.50.1820
m0093,339540f3809d8ac98ee633f1da7247e9,AB739034,AB739034;XP_014659518.1,C003,4,224,PaE; PaCLE1,Pseudozyma (Candida) antarctica,2,3.40.50.1820
m0318,b316862d7118e4358cbe8bf6be6de118,ESK97883,ESK97883;ESK97883.1,C003,4,203,MRCUT1,Moniliophthora roreri,2,3.40.50.1820
m0291,a0550530145e06d4170e283fb389aa62,EXK81749,EXK81749;X0BTD8,C003,4,230,FoCut5a,Fusarium oxysporum,2,3.40.50.1820
m0005,02048bc3dc3b8c853e51fcc55038f6ac,KAH7127633,KAH7127633,C003,4,237,DmC,Dactylonectria macrodidyma,2,3.40.50.1820
m0460,f7e864f6573eccaba6017448237af700,P52956,P52956;XP_001817153.1,C003,4,213,CutL1,Aspergillus oryzae ATCC42149,2,3.40.50.1820
m0399,dab2da810add966a777bb8c243da293b,Q99174,Q99174,C003,4,230,FSC,Fusarium solani,2,3.40.50.1820
m0296,a2dfe48912d34dabd9ec983f2380b945,QEX94755.1,QEX94755.1,C003,4,186,Sub1,Streptomyces scabiei,2,3.40.50.1820
m0028,0e841a3c1f59a0cfd7b1ac47b6e7b1bd,WKA69984.1,WKA69984.1,C003,4,221,CpCut1-like,Cladosporium sp. P7,2,3.40.50.1820
m0238,82b7aa41d984234dbb69f23c5dfebbb9,XAQ58225,XAQ58225;XAQ58225.1,C003,4,222,BaCut1-like,Blastobotrys sp. G-9,2,3.40.50.1820
m0330,b9431762171b80707139661059a4d5f3,A0A2I2K6T5,A0A2I2K6T5;SIP63154.1,C009,5,295,CE_Ubrb,Metagenome-derived,23,3.40.50.1820
m0329,b8d2efe3a6d76dcf58f691a374d528ed,ADH43200.1,ADH43200.1,C009,5,489,BsEstB,Bacillus subtilis 4P3-11,23,3.40.50.1820
m0405,de7fd3cae353ad8fabd922f83140376c,AKJ87216,AKJ87216,C009,5,322,GEN0105,Metagenome,23,3.40.50.1820
