node_id,sequence_md5,accession,sequence_length,component_id,component_kind,is_new,outcome,v1_component,merged_from,cath,pazy_id,activity
m0409,e0db2a4f62c16fd0850cb05f28dbe103,R4YKL9_OLEAN,310,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0341,c0173ba184ddb729e7ef9122ecff0145,RGD93181,270,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0206,71d88f44c8ddca8715a62d0d30305df5,RLI42440.1,262,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0040,14a5c3e1584a0ee2518f18810a7fed98,RLT92980.1,269,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0043,1545cf731ea10ee62b256807199e37d8,RLU00646.1,312,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0002,00855c73c087597a6c69fa2b114d731e,SAY37579.1,260,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0264,925eaa1d8c145880ff409530b973e7fe,SAY37582.1,260,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0424,e6c1800b97f5f0184a1dd73540deb95a,SAY37583.1,259,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0307,aaa9786d473a7eb02349e757ab50352c,SAY37584.1,257,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0021,0c75d9f81ae52914a609ec24d4c68ea2,SAY37587.1,257,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0457,f5ac2c525370f659e6c1b4fc71e16ce1,SAY37589.1,257,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0039,1361228bf3f1c19ea8214555076414a7,SHM40309.1,299,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0195,6cfa5991a1358a2618da129bb29a2d1c,SUD16364.1,298,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0003,009e600d3a7df316a22764026a76e2bc,ScPETase,300,M1,merged,1,merge,,1;20;35,,,
m0447,f0c7dd480618fe5d7346e71180cd108d,TEP010,432,M1,merged,1,merge,,1;20;35,,,
m0096,3553b7c612834728bae59c60af19fbda,TEP014,300,M1,merged,1,merge,,1;20;35,,,
m0388,d5a5677d777e4a427d908bb7cedd98df,TEP024,455,M1,merged,1,merge,,1;20;35,,,
m0004,010991495537828f0796c93512058d2e,TEP037,259,M1,merged,1,merge,,1;20;35,,,
m0088,3195c72d9a6cc23e6a918505eb460744,TEP041,266,M1,merged,1,merge,,1;20;35,,,
m0048,17cf0142a842915adf56bd16d1f70336,TEP054,437,M1,merged,1,merge,,1;20;35,,,
m0432,eba0373101b5f637e985de667b0b86e7,TEP061,296,M1,merged,1,merge,,1;20;35,,,
m0081,2d321d769e7c7464a135d954c2a9a866,TEP067,309,M1,merged,1,merge,,1;20;35,,,
m0248,8665fb3ab4a93730539cbcef27fe971c,TEP083,325,M1,merged,1,merge,,1;20;35,,,
m0013,073f8bc76f09e2183891c86f93e05b7d,TEP091,284,M1,merged,1,merge,,1;20;35,,,
m0061,21529d199ac34be22c7967f66af4194b,TEP092,472,M1,merged,1,merge,,1;20;35,,,
m0315,b2964719fb8ec22dc054cd79f0d5be48,TEP097,455,M1,merged,1,merge,,1;20;35,,,
m0113,4101ed79233a5b5898733d86311407b2,TEP101,301,M1,merged,1,merge,,1;20;35,,,
m0110,3ecb425bded1a0f79d8f0e0d110588f5,TEP102,432,M1,merged,1,merge,,1;20;35,,,
m0119,4372f68d441785c9d134905aed4aae6b,TEP103,293,M1,merged,1,merge,,1;20;35,,,
m0014,07624194bbcd6bf29fe626de86e9ca46,TEP105,295,M1,merged,1,merge,,1;20;35,,,
m0336,bdd9d6d45144ac9284029bc832a33641,TEP109,307,M1,merged,1,merge,,1;20;35,,,
m0175,62f7546aebcb1a559748d086de6571e6,TEP111,424,M1,merged,1,merge,,1;20;35,,,
m0274,96377f7c445eeaa275813b1b600057b4,TEP163,418,M1,merged,1,merge,,1;20;35,,,
m0207,7269cc72c4e11c63f64df5c2d937af35,TEP164,403,M1,merged,1,merge,,1;20;35,,,
m0459,f78eb617d08e5260c3365650f70fcad8,TEP165,442,M1,merged,1,merge,,1;20;35,,,
m0262,919d07e2ff9f6934831419a4fee7cec4,TEP168,449,M1,merged,1,merge,,1;20;35,,,
m0363,c87e1883782cb8f461fcd4586e8cd500,TEP178,287,M1,merged,1,merge,,1;20;35,,,
m0154,55c56bf6f40cb5a2497253d78cfe7803,TEP181,421,M1,merged,1,merge,,1;20;35,,,
m0323,b58a47b76cafd61a000f8498a34fd166,TEP189,242,M1,merged,1,merge,,1;20;35,,,
m0386,d45af0ae492f2a5ff717aac22e783527,TEP194,277,M1,merged,1,merge,,1;20;35,,,
m0050,1825599eda3fb3a78763126d00597799,TfH,261,M1,merged,1,merge,,1;20;35,,,
m0301,a5e57aa9699b655bb23f42f50c4debb3,W0TJ64,304,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0380,d1aa8fa7800d986fee5acab07614bd0d,WAU86704.1,263,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0305,aa2b99b06ee80b2a22d650e6f32f1c1e,WOR09923,257,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0161,5a880c3b46d61fb2b4fa713a243c511a,WP_010659881.1,352,M1,merged,0,,35,1;20;35,3.40.50.1820,,
m0293,a0904c35f59716a292ebfca5adfcbc0e,WP_013858543.1,254,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0426,e6cfd2897ec399a6f1d3ec1c6a98cdb7,WP_039353427,366,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0392,d78ca54fff3eddbc5a27aec8c337f94f,WP_058088494.1,279,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0037,1197ee1b96f74dd16a31dad1ba334c46,WP_062195544.1,292,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0091,325634c8b48334249f0532c897258e2e,WP_068824797.1,297,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0443,ef08656ab980fbd8c17fe79b6060a681,WP_078759821.1,311,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0184,677a11fa0e32fbd01338ba6d30fc718b,WP_082414832.1,302,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0056,1e1f498fae0e6d56fb87a52a1fef96ff,WP_083947829.1,284,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0089,31e8cee08e99636ef7d35f9f5457bb57,WP_085749238.1,279,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0404,de58930843f53b731bc34d03f729488d,WP_090538641.1,304,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0145,4f68c367317a6c09df48faffc017ad9e,WP_093412886.1,293,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0444,ef0ce8fcf0fe89871330b7d41cec0e7b,WP_101893509.1,283,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0410,e125fba23d29946317aa25973b8c03cb,WP_104613137.1,301,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0115,41ec3fae20c0008c7ca666cd96974233,WP_107095481.1,310,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0313,afb025038508228d84d2fe8c130d5d14,WP_111881932,364,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0465,fb68a33e966a9f713281583d4f5d357b,WP_117215036.1,434,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0377,d03a36b0671215d716f1df2ade24268f,WP_118011433,259,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0066,25535d4836a01c7d3cc4bbeba3c18437,XCO66867,286,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0083,2ddc62c97241531aed04530538ae54d8,XDS72785.1,282,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0224,7acde97244b13e14de682a6f3f3def1e,YNP18_240440,258,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0273,9610434481ec16c88506a703693f96ab,YNPsite05_CeleraDRAFT_401410,380,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0474,fe31253f406d9725da382e4a9e67d782,YNPsite06_CeleraDRAFT_160970,456,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0201,6f5b887d3833e9449f06aac8cfc2e5d6,YNPsite06_CeleraDRAFT_367810,495,M1,merged,0,,1,1;20;35,3.40.50.1820,,
m0126,46e18f09ca1ffe3e4eda0f6cae364c1e,A0A080NJE8,734,28,inherited,0,,28,,3.40.50.1820,,
m0462,f972c4fe64b984d09a783a3fcdfb3199,Q0K9H3,718,28,inherited,0,,28,,3.40.50.1820,,
m0036,11448cbf80389c1a758d8dfcba90907c,A0A1E1FNX8,215,26,inherited,0,,26,,3.40.50.1820,,
m0009,067e281972e92f24fb345ef6c8870caa,APJ12152.1,215,26,inherited,0,,26,,3.40.50.1820,,
m0372,cbe6e6c036ad8643698609d6a197ff5d,Q83VDO,201,26,inherited,0,,26,,3.40.50.1820,,
m0165,5c6047089b459f01b0f48bd717dcdfc0,TGL,213,26,inherited,1,join,,,,,
m0286,9c7dbb673a1f18286b846d8354918b3d,A0A1S6Q8F9,681,15,inherited,0,,15,,NA,,
m0012,073907a632be32c5b92c8381c4de0c90,LC073705,679,15,inherited,0,,15,,NA,,
m0246,84ba28218df106867af936d87aba63b4,Q7X0P3,678,15,inherited,0,,15,,NA,,
m0017,0ac767e72406f2fc0cf50fd9008e6f16,A0A291HVH1,385,21,inherited,0,,21,,3.40.50.1820,,
m0347,c119a9b5c297563dbef710cd0dfbaa94,P00780,379,21,inherited,0,,21,,3.40.50.1820,,
m0105,3ccbadd7e660120a138f6df238b1b9ae,P06873,384,21,inherited,0,,21,,3.40.50.1820,,
m0352,c2dc98ad498bf96179a52733ac69516e,P29599,269,21,inherited,0,,21,,3.40.50.1820,,
m0150,5353a76b2d62b148881304e276a3a0e0,P29600,269,21,inherited,0,,21,,3.40.50.1820,,
m0127,476b1b64d6172e51befe003e4e5d70cb,PAM,386,21,inherited,1,join,,,,,
m0355,c481f69d5a5519d8ed15b1c1254b764d,Subtilisin SubC,379,21,inherited,1,join,,,,,
m0124,462d8720dba9f954496a198bf18ce71c,serineprotease,386,21,inherited,1,join,,,,,
m0330,b9431762171b80707139661059a4d5f3,A0A2I2K6T5,295,23,inherited,0,,23,,3.40.50.1820,,
m0329,b8d2efe3a6d76dcf58f691a374d528ed,ADH43200.1,489,23,inherited,0,,23,,3.40.50.1820,,
m0405,de7fd3cae353ad8fabd922f83140376c,AKJ87216,322,23,inherited,0,,23,,3.40.50.1820,,
m0403,de5188fe17cc9552eecfc6b69179e19d,ALS54749.1,520,23,inherited,0,,23,,3.40.50.1820,,
m0415,e49911a7e5738e9056e9fb9c5a9aa7ae,BAA76305.1,548,23,inherited,0,,23,,3.40.50.1820,,
m0311,ae6cbacf6d3d769dff0a3b8f7cedca64,CRL,538,23,inherited,1,join,,,,,
m0035,1101bda63c95a021aad8d9924dfba646,Chath_Est1,528,23,inherited,1,join,,,,,
m0473,fe1766a388c03c1e83be5dd8c749ba4b,L0EF70,508,23,inherited,0,,23,,3.40.50.1820,,
m0448,f0ef5b5426c1171b0f229df593d4d810,P20261,549,23,inherited,0,,23,,3.40.50.1820,,
m0174,61d801881a590b1495fd2352c700c042,TA21,352,23,inherited,1,join,,,,,
m0156,572db808330016b2e517a2e6db0d8477,UNZ81746,314,23,inherited,0,,23,,3.40.50.1820,,
m0176,63f3bcdf9d4e41b30836917c8f069d43,UNZ81748,318,23,inherited,0,,23,,3.40.50.1820,,
m0458,f768e32a79d0b17b006886911c31b36d,WID88783.1,462,23,inherited,0,,23,,3.40.50.1820,,
m0258,8f7ceab2fc48801f9eff4ec96dd6b2b3,WP_041847557.1,491,23,inherited,0,,23,,3.40.50.1820,,
m0074,2aefc1d9f667923f2f590677c9bd72d3,YNP6_02150,565,23,inherited,0,,23,,3.40.50.1820,,
m0064,23af3c0ada6021e4452780933588e6da,YNPsite06_CeleraDRAFT_263770,613,23,inherited,0,,23,,3.40.50.1820,,
m0159,586a335986f45e096f6ca073737678a5,A0A7W8QII1,344,9,inherited,0,,9,,3.60.70.12,,
m0254,8a27f08047aeded2e90bf33e519d6d59,A0A840P940,332,9,inherited,0,,9,,3.60.70.12,,
m0308,aaede276fbd61767d03028e2d193d5a7,KQR39103,340,9,inherited,0,,9,,3.60.70.12,,
m0434,ebd22bc012fd6e181f43bc728b85dc79,NYLC_FLASK,355,9,inherited,0,,9,,3.60.70.12,,
m0253,89a542779c863e59d7568848d38bc88c,Nyl04,366,9,inherited,1,join,,,,,
m0406,dea4da8f4f93db0b2277eac7ec3e5196,Nyl10,285,9,inherited,1,join,,,,,
m0220,78f18c1dd8a82d742a0cccc5a0e6a951,Nyl11,343,9,inherited,1,join,,,,,
m0241,837c8cc88d3bee11c34fe65c687d9dcb,Nyl12,328,9,inherited,1,join,,,,,
m0476,fea43b060eb31c4f0bf3beb4b1f9e521,Nyl13,324,9,inherited,1,join,,,,,
m0244,8498b2d8f6b8bed93dff49ed65b14a6a,Nyl14,335,9,inherited,1,join,,,,,
m0057,1fd045e8b65176376e182facc216b772,Nyl16,335,9,inherited,1,join,,,,,
m0122,4413a75f4591f7557a156f377930d8c1,Nyl18,328,9,inherited,1,join,,,,,
m0255,8a8c23e1f5be053cf56566f33d5c2c4f,Nyl25,325,9,inherited,1,join,,,,,
m0288,9ddbfd65b32950166fd96c22ff7b9b51,Nyl29,302,9,inherited,1,join,,,,,
m0282,9b90c9e3ec99c954a957af14f8a6dbfa,Nyl30,325,9,inherited,1,join,,,,,
m0209,73f07a67f93f50ac08de42fd3f33928a,Nyl32,328,9,inherited,1,join,,,,,
m0416,e4d76d3d7e6833a775f7b2770ac87c6b,Nyl34,304,9,inherited,1,join,,,,,
m0011,06ea0302cc54279d54aebaa45774cfe7,Nyl37,311,9,inherited,1,join,,,,,
m0123,443647f8fdd6aeb0fa7cd9fb8076c86d,Nyl39,314,9,inherited,1,join,,,,,
m0440,ee6b0a11b080383c4383a93312d4003e,Nyl40,322,9,inherited,1,join,,,,,
m0441,ee81132e0d2e864d7ce91cabcdfc1cf4,Nyl44,326,9,inherited,1,join,,,,,
m0367,ca075b0d53cbfb1de3c6d2a744a2276c,Nyl45,325,9,inherited,1,join,,,,,
m0060,213f66a13d29726369cc62acb0ec8c5b,Nyl47,287,9,inherited,1,join,,,,,
m0022,0ccba4d53ac83e5437ecd1027cfe4ab8,Nyl50,305,9,inherited,1,join,,,,,
m0277,98b7cab0bd87dc8928ce3d2268c12837,Nyl54,313,9,inherited,1,join,,,,,
m0131,48ba5f056713b1c70f39bd5277e17500,Nyl57,315,9,inherited,1,join,,,,,
m0192,6c8a21cf9b056c70de13236ba6a2c881,Nyl58,342,9,inherited,1,join,,,,,
m0445,ef202661c7e74e69a79dbd3c290e1b5b,Nyl60,325,9,inherited,1,join,,,,,
m0294,a1903a69f23f1f6796d526895436a50c,Nyl63,288,9,inherited,1,join,,,,,
m0179,6479c4b689da748f2cb786f88522f290,Nyl65,318,9,inherited,1,join,,,,,
m0362,c7b8c2c370eec0414f50a51a98586820,Nyl66,342,9,inherited,1,join,,,,,
m0103,3b00f12fd36416ff8790c3e56ebd219c,Nyl68,312,9,inherited,1,join,,,,,
m0034,10f99a34d701d302d6cd789182b6508e,Nyl71,359,9,inherited,1,join,,,,,
m0412,e33e8b6636c423c0a7bb6aea68306978,Nyl72,292,9,inherited,1,join,,,,,
m0070,27b40925ec9dab01a97010da9157f232,Nyl73,319,9,inherited,1,join,,,,,
m0327,b7a63a9cee46bcf4fbdf5b30b67b812f,Nyl74,364,9,inherited,1,join,,,,,
m0463,faf6984f2f1464301a6db7313145d9f3,Nyl82,334,9,inherited,1,join,,,,,
m0324,b60f5228c9d11de0576f0da3088e22d6,Nyl83,361,9,inherited,1,join,,,,,
m0214,760d48b991f3789858295120e590915c,Nyl84,347,9,inherited,1,join,,,,,
m0129,4862c74fdcd52e6437a16fe8f493fc97,Nyl85,302,9,inherited,1,join,,,,,
m0101,39f5ef8b2abbe007e623b9ceb5a0c815,Nyl87,313,9,inherited,1,join,,,,,
m0095,34845c057c0fc493b1f6938327b2a52a,Nyl93,376,9,inherited,1,join,,,,,
m0199,6eeb7b649b01121426a96ddee3c2c007,NylC1,357,9,inherited,1,join,,,,,
m0180,647a8a79005fc7f3a762d4b29e0328ad,NylC2,339,9,inherited,1,join,,,,,
m0259,8f9519fc6a65305fa5d478fdece2fc6f,NylC5,364,9,inherited,1,join,,,,,
m0236,821c28b3e158579536d0795e3661b21a,Q1EPR4,355,9,inherited,0,,9,,3.60.70.12,,
m0321,b48a5e7e77b3b427ca89ac65da361050,Q1EPR5,355,9,inherited,0,,9,,3.60.70.12,,
m0314,b22bccd61057993ecd2ea241ac190b32,TvgC,326,9,inherited,1,join,,,,,
m0340,bfc457646ef92b3c1ed060f134602fba,A4UZ11,419,25,inherited,0,,25,,3.40.50.1820,,
m0275,970357e6455a991c27de46edeee96a39,AB302136; A4UZ10,431,25,inherited,0,,25,,3.40.50.1820,,
m0449,f21de0ea2dcb603946ac9638d3076b59,AKZ20828.1,452,25,inherited,0,,25,,3.40.50.1820,,
m0300,a4cafac901140b6b19f1c384d078b5d5,AKZ20829.1,400,25,inherited,0,,25,,3.40.50.1820,,
m0298,a436d17bdfc2c17a51007a01c569dc7a,EIW29778.1,402,25,inherited,0,,25,,3.40.50.1820,,
m0232,7f7526ac0c7c4c8440ba6812322c88d5,WP_108898452.1,417,25,inherited,0,,25,,3.40.50.1820,,
m0217,77b3eb7d458379633a6175152729a2e8,A4UZ13,283,5,inherited,0,,5,,3.40.50.1820,,
m0023,0ce515d8f0c2a6b72722a127e726b8d7,AB302138; A4UZ12,283,5,inherited,0,,5,,3.40.50.1820,,
m0398,da74b7409b4c0618cc66c7787e557585,AAD22743.1,617,4,inherited,0,,4,,3.40.50.1820,,
m0342,c02edb9924a7f5bcd356a4cb811dd674,AAF01331.1,567,4,inherited,0,,4,,3.40.50.1820,,
m0169,5fa3e19ca90991487c80ed55e34da806,AAF66684.1,451,4,inherited,0,,4,,3.40.50.1820,,
m0025,0d26a77d2ffda03e4582e295927066c6,AAY92471.1,617,4,inherited,0,,4,,3.40.50.1820,,
m0370,cb8ee61f26429b3ce6a175e6f02222ef,AAY92474.2,561,4,inherited,0,,4,,3.40.50.1820,,
m0395,d8bf4c4b8965f1f5509d077b1db637c5,AB302140,338,40,inherited,0,,40,,3.40.50.1820,,
m0326,b6f8363af9f6b89b71da887bdc4c3060,ACD16728.1,316,19,inherited,0,,19,,TBDZ,,
m0338,be7dd8f21d1b03631b329ecc8c66318e,AGT96414.1,390,8,inherited,0,,8,,3.40.710.10,,
m0351,c2610dc7556aacd9a00bede53a3a5ef9,AHG30919.1,414,41,inherited,0,,41,,3.40.710.10,,
m0295,a231cf4880bedee499375b591f4c7cfc,AII11185,516,14,inherited,0,,14,,2.60.40.420,,
m0137,4be16a85172c726f7f8d6dbd2053955f,AII11221,348,14,inherited,0,,14,,2.60.40.420,,
m0234,81a9df90765d3ca5a2dbd97ac8fe0e4f,AKJ87264,421,24,inherited,0,,24,,3.40.50.1820,,
m0349,c1a1ed20efb294068bc8e1483c391d0c,APET-23,326,N1,novel,1,novel,,,,,
m0344,c07da837b710b266f98b045916b5543a,B0FLR6,241,11,inherited,0,,11,,2.40.10.10,,
m0108,3daf95d51a344e67e10dd0832d970bba,PLAase I,245,11,inherited,1,join,,,,,
m0046,167f1e4e4481dfb27bd087d9b3902929,Q75UA4,238,11,inherited,0,,11,,2.40.10.10,,
m0470,fceeefb59ad5e778ca5e914e61d0c945,Trypsin,231,11,inherited,1,join,,,,,
m0182,659a58dc5abc0fd64c7c7e596bb56dd4,B0FY08,364,12,inherited,0,,12,,2.40.10.10,,
m0051,18de7a550936804f8be57fdf26a8e0e3,PLAase III,176,12,inherited,1,join,,,,,
m0383,d39f4e4eb5bc5b5de87a6807337446ec,B2NHN2,339,M27,merged,0,,27,27;30,3.40.50.1820,,
m0173,61a4ab03c350b74dc8e27682811b973f,P94146,635,M27,merged,0,,30,27;30,3.40.50.1820,,
m0030,0ff17ebdb173018728d2219bcd5f4e38,PhaZAfa,488,M27,merged,1,merge,,27;30,,,
m0431,eaea73ed1586531b0f860ec8e714f64e,PhaZcac,494,M27,merged,1,merge,,27;30,,,
m0170,6012a802711a9bb008ee0895a518a5a0,Q51871,433,M27,merged,0,,30,27;30,3.40.50.1820,,
m0055,1dac4ce79e11274c7297487b461232e1,BsMPPE,259,N2,novel,1,novel,,,,,
m0071,2952634441666dbdb22a48ce9cde12c5,CEE00769.1,266,22,inherited,0,,22,,3.40.50.1820,,
m0247,85933cc8711bcbd2db56860adfb2fd54,"Chen, 2024",276,22,inherited,0,,22,,3.40.50.1820,,
m0181,6501b0257cf940e7d8aa9266fd92aaa1,GU116480,283,22,inherited,0,,22,,3.40.50.1820,,
m0229,7d43cc8143961b92bacba0d218fe7818,TA26,321,22,inherited,1,join,,,,,
m0024,0d1c7296209804664d2da95c23eea089,CYP450,503,N3,novel,1,novel,,,,,
m0147,512b62a8993ab9e45d25bcdfa650b798,E4,191,17,inherited,1,join,,,,,
m0135,4b50fcb2d78d50a7f5693abba7e356b1,W6R2Y2,201,17,inherited,0,,17,,TBDX,,
m0287,9d30a8d3a59a8932a82976151ee0fdf1,GxsBSedJan11_10251181,335,35b,split,0,,35,,3.40.50.1820,,
m0053,198d14bb37149debc526a3f90e777956,H6N162,407,16,inherited,0,,16,,NA,,
m0107,3d98c4ffc15561968b8fbb11d2ed071a,H6N4Z1,388,16,inherited,0,,16,,NA,,
m0299,a4c818ade03b8dd4ac34b64a7842f3ec,LCP_STRK3,397,16,inherited,1,join,,,,,
m0148,51637a74ae9efe92560e94b5e2bc6178,Lcp1,410,16,inherited,1,join,,,,,
m0429,e9d33ca1cec72c417998b92e1bde3263,Lcp2,409,16,inherited,1,join,,,,,
m0271,95d1e9d1e5c89ada66637cb1f2c7e05e,MT664881,410,16,inherited,0,,16,,NA,,
m0185,67b4409cf7dfe74bbb08798733600bfc,MT664882,407,16,inherited,0,,16,,NA,,
m0006,024678fb7e5f5a204647fd2d1e393aab,Q3L8N0,407,16,inherited,0,,16,,NA,,
m0087,316e87e4b339708fb285d715f460c8d2,lcp1,406,16,inherited,1,join,,,,,
m0041,14c85d0adef7eb6df5a6ed35c4a73ba8,lcp2,402,16,inherited,1,join,,,,,
m0345,c08f82b42046b09e9b8187331726a4f0,lcp3,399,16,inherited,1,join,,,,,
m0094,342ff8b50fc233be7b68dc6cd032d5a7,KP347755.1,411,18,inherited,0,,18,,TBDY,,
m0359,c5c958d03feed023c70aead575ffd575,LIPB_PSEA2,342,7,inherited,0,,7,,3.40.50.1820,,
m0402,dd7528addd91f972769d7e42c16b53cd,MnP,378,N4,novel,1,novel,,,,,
m0436,ec89fcce3f831d4efa72c84c4ac889ee,NYLB_FLASK,392,42,inherited,0,,42,,3.40.710.10,,
m0421,e58fe1dc5273be59865137941bcdaa35,NylB',392,42,inherited,1,join,,,,,
m0227,7d1184184e0086123cd94070ab861eb2,Nepenthesin-1,437,N5,novel,1,novel,,,,,
m0276,9779282f44f5947a072f15c26945d21a,O82950,576,29,inherited,0,,29,,3.40.50.1820,,
m0166,5cee52f57ef4e114863f6926cabdca90,PA4-degrading enzyme,716,N6,novel,1,novel,,,,,
m0365,c96dbeb66cbc47f7911296f991cdfb8d,Q0JYJ1,365,31,inherited,0,,31,,3.40.50.1820,,
m0134,4b02a9379189f4f3f4a6d2b07ad427c9,Q0JZG9,362,31,inherited,0,,31,,3.40.50.1820,,
m0090,32320ea9636947aaaa29de601c9a9fa4,Q0K2G9,407,3,inherited,0,,3,,3.40.50.1820,,
m0454,f3019f8a82e15ef9ac9ed61f6a611c97,Q0K4D5,412,3,inherited,0,,3,,3.40.50.1820,,
m0256,8b6e9ddd1da10e1d0d3c47e2aeaaba85,Q0K7T2,404,3,inherited,0,,3,,3.40.50.1820,,
m0069,263b6d9cf1f73ddee6c8d0410fdaf229,Q0KCI0,419,3,inherited,0,,3,,3.40.50.1820,,
m0116,426c9c3680fe7091b7e6f1c7a0f7e7d3,Q7WXF6,245,3,inherited,0,,3,,3.40.50.1820,,
m0042,15317ec096461afae2a6111e17b27633,Q0KBZ6,293,33,inherited,0,,33,,3.40.50.1820,,
m0309,ab6b2d53513cc127c20db4ff15e7a322,Q0VLQ1,305,32,inherited,0,,32,,3.40.50.1820,,
m0151,546363f6f7e62663a681aa0546a7c08c,TA29,296,32,inherited,1,join,,,,,
m0210,7452d6761b99d133be32ee4b17239cd1,Q6N9M9; RPA1511,295,6,inherited,0,,6,,3.40.50.1820,,
m0015,085add734f10d1917f9638347ab618d2,Q939Q9,380,34,inherited,0,,34,,3.40.50.1820,,
m0038,12efbdad63de5275909365067113db41,UNZ81747,455,43,inherited,0,,43,,3.40.710.10,,
m0068,263a6865371a5e0924e53280192fa035,WP_034767800.1,240,36,inherited,0,,36,,3.40.50.1820,,
m0422,e5a559b306f8a40b94d6844216b41307,WP_041846030.1,256,37,inherited,0,,37,,3.40.50.1820,,
m0139,4c93b29cd359ce02e9f06d853bb00619,WP_085690612,218,38,inherited,0,,38,,3.40.50.1820,,
m0063,228edba5269227f472a446139a646369,WP_108898647.1,249,39,inherited,0,,39,,3.40.50.1820,,
m0237,829800eec935d841bf6bcc8772be89b2,porcine pancreatic lipase,112,N7,novel,1,novel,,,,,
