node_id,sequence_md5,accession,accession_all,component_id,size_rank,sequence_length,enzyme_name,organism,v1_component,cath
m0274,93d3e56e0fbe62971eaa3408dd5c2753,WP_130342639,WP_130342639,C001,1,297,DP008,Herbihabitans rhizosphaerae,,
m0114,3f5b7ed180255f20639a75548bb8ac56,WP_130401777.1,WP_130401777.1,C001,1,462,1637,Micromonospora violae,,
m0027,0d51bfebc665db66f2d9c28959b141d3,WP_130464304.1,WP_130464304.1,C001,1,472,1538,Plantactinospora sp. B6F1,,
m0255,86e8274d483618172b997d8cd41d9088,WP_131056699.1,WP_131056699.1,C001,1,426,1519,Verrucosispora sp. SN26_14.1,,
m0413,dcdd75a330b1680da8c69fade4d72aab,WP_132183354.1,WP_132183354.1,C001,1,454,1493,Micromonospora sp. KC606,,
m0221,77a7b5a521e48effd1710f14533ed6a5,WP_132337032.1,WP_132337032.1,C001,1,443,1521,Micromonospora sp. KC213,,
m0196,6bfc5e52adfd5c1d647dbdd440a07380,WP_132386942.1,WP_132386942.1,C001,1,447,1489,Micromonospora sp. KC723,,
m0188,66ecc46b29b845a7a916ce1874720817,WP_132413760.1,WP_132413760.1,C001,1,444,1468,Kribbella albertanoniae,,
m0007,04eb6f62384740641a457083240d65be,WP_137976057.1,WP_137976057.1,C001,1,378,1821,Streptomyces violaceusniger,,
m0192,68c96339ea5e9153dffdfbe8f9906985,WP_139580723.1,WP_139580723.1,C001,1,450,DP092,Microbispora catharanthi,,
m0408,d8c880a8e19c3f44b32d639747b57222,WP_139584963.1,WP_139584963.1,C001,1,465,1642,Micromonospora orduensis,,
m0386,cefc6b105a243397b6a039e186c6c27b,WP_141569747.1,WP_141569747.1,C001,1,331,1478,Streptomyces ipomoeae,,
m0202,6e59b2b22d0932610243c38a9455adb5,WP_141984372.1,WP_141984372.1,C001,1,413,1482,Saccharothrix saharensis,,
m0003,009e600d3a7df316a22764026a76e2bc,WP_142197250.1,WP_142197250.1,C001,1,300,ScPETase,Streptomyces calvus,,
m0450,ec1108b84e036f58c2b72e2c1fcd594e,WP_143447025.1,WP_143447025.1,C001,1,286,KaPETase,Kibdelosporangium aridum,,
m0149,4eb20c9016001fd934311ea5fc36f89f,WP_143590710.1,WP_143590710.1,C001,1,272,385,Thermoactinospora rubra,,
m0020,0bed3021f541af53d7f9285ae8d85094,WP_144022925.1,WP_144022925.1,C001,1,296,ESM160,Asanoa hainanensis,,
m0067,2510ccd8faea4efb0652cab75394adfa,WP_144126986.1,WP_144126986.1,C001,1,275,1507,Catellatospora sichuanensis,,
m0194,690953c8ee380d8f7a711710318247ac,WP_145923095.1,WP_145923095.1,C001,1,487,1635,Micromonospora sp. HM134,,
m0084,2d321d769e7c7464a135d954c2a9a866,WP_149259982.1,WP_149259982.1,C001,1,309,TEP067,Actinomadura sp. K4S16,,
m0015,07624194bbcd6bf29fe626de86e9ca46,WP_150070118.1,WP_150070118.1,C001,1,295,TEP105,Saccharopolyspora hirsuta,,
m0234,7e5680dfd06abf1e4f5a432453eb246d,WP_151597653.1,WP_151597653.1,C001,1,310,DP016,Actinomadura physcomitrii,,
m0224,783d312623e9a23ce795d29a255d97a8,WP_155388305.1,WP_155388305.1,C001,1,276,1522,Catellatospora paridis,,
m0167,5b3f01f3bbd1d34e9bcd72527c959781,WP_158643351.1,WP_158643351.1,C001,1,311,412,Ketobacter alkanivorans,,
m0331,b3403aecb7ec20ee0e5b0e79cac01b17,WP_158852571.1,WP_158852571.1,C001,1,398,ESM035,Saccharothrix deserti,,
m0438,e6c65f28982cd50933de3173d5a6959d,WP_161104454.1,WP_161104454.1,C001,1,295,DP054,Actinomadura rayongensis,,
m0207,70461e4ccc8f072afc5757915d4ab26f,WP_162908185.1,WP_162908185.1,C001,1,436,407,Allorhizocola rhizosphaerae,,
m0461,f0c7dd480618fe5d7346e71180cd108d,WP_164449727.1,WP_164449727.1,C001,1,432,TEP010,Verrucosispora sioxanthis,,
m0470,f50fd2a3843ce155233b360ab9cded21,WP_167521412.1,WP_167521412.1,C001,1,475,ESM010,Microbispora sp. (multispecies),,
m0334,b4e16b9dec1e241cf86cedf832d14404,WP_173061649.1,WP_173061649.1,C001,1,447,ESM058,Phytohabitans houttuyneae,,
m0481,fbdf1fd8bb136bc1f27b76dfedecd095,WP_181548579.1,WP_181548579.1,C001,1,443,ESM069,Micromonospora saelicesensis,,
m0230,7cf1ce68095952a5cc8abd5bbcfd1ff7,WP_182904095.1,WP_182904095.1,C001,1,450,ESM038,Microbispora sp. H10830,,
m0229,7ad7db832510d64d62b4e29db40fa372,WP_184682765.1,WP_184682765.1,C001,1,298,DP078,Pseudomonas fluvialis,,
m0104,3a8b3b50918fa1553710b5c8d094771c,WP_187224800.1,WP_187224800.1,C001,1,283,DP017,Actinokineospora xionganensis,,
m0478,fb2204e84d7a9a86df947cd20e179223,WP_199199185.1,WP_199199185.1,C001,1,339,ESM139,Amycolatopsis sp. CA-128772,,
m0199,6c94e122d721e790088493d35c7c03a9,WP_203733135.1,WP_203733135.1,C001,1,295,DP082,Paractinoplanes durhamensis,,
m0257,87d890e381a7d683e581e77330a26d0d,WP_203777396.1,WP_203777396.1,C001,1,417,ESM052,Paractinoplanes deccanensis,,
m0151,4fc6ca50b7b51c5b7f98512adca3c679,WP_203790592.1,WP_203790592.1,C001,1,410,ESM060,Paractinoplanes rishiriensis,,
m0466,f2a58e1db1245fbca5aba50020c17682,WP_203812622.1,WP_203812622.1,C001,1,293,ESM156,Paractinoplanes tereljensis,,
m0469,f382d762cf0b0bafd3934f5417accc62,WP_203847453.1,WP_203847453.1,C001,1,268,APET-26,Dactylosporangium siamense,,
m0382,cbddcdc003933ffe8ee63f00b7c12abf,WP_203906211.1,WP_203906211.1,C001,1,301,ESM159,Rhizocola hellebori,,
m0102,38977381259c624bdcec8191c6717c7a,WP_204038550.1,WP_204038550.1,C001,1,323,ESM065,Micromonospora qiuiae,,
m0154,52ac6083b4c7d6faf903f936007224d2,WP_209642273.1,WP_209642273.1,C001,1,270,KbPETase,Kibdelosporangium banguiense,,
m0375,c941981ddefbf835b8fb921890d009e0,WP_210157342.1,WP_210157342.1,C001,1,452,ESM021,Microbispora oryzae,,
m0121,4372f68d441785c9d134905aed4aae6b,WP_211769896.1,WP_211769896.1,C001,1,293,TEP103,Kutzneria sp. CA-103260,,
m0159,55c56bf6f40cb5a2497253d78cfe7803,WP_212846608.1,WP_212846608.1,C001,1,421,TEP181,Actinoplanes ianthinogenes,,
m0281,96377f7c445eeaa275813b1b600057b4,WP_218517662.1,WP_218517662.1,C001,1,418,TEP163,Streptomyces sp. TRM70350,,
m0271,91fdd1b5e2e32c2e3842e6b87058f3ad,WP_218920366.1,WP_218920366.1,C001,1,298,APET-5,Lentzea guizhouensis,,
m0217,75b2b72259a73dea11dea49d5062379d,WP_220815207,WP_220815207,C001,1,298,PpPETase,Pseudomonas paralcaligenes,,
m0245,83679359d645f51f2cc5de9332d999c2,WP_221382552.1,WP_221382552.1,C001,1,457,DP061,Paractinoplanes polyasparticus,,
m0162,574237800be392daa0a6c80748375073,WP_229068674.1,WP_229068674.1,C001,1,312,DP043,Actinoplanes sp. DH11,,
m0195,6b1009cf128e698e040b3329caa14ce2,WP_229836555.1,WP_229836555.1,C001,1,285,ESM090,Dactylosporangium sucinum,,
m0235,7f597bfa435ab3ad4d01391067fcea07,WP_232326807.1,WP_232326807.1,C001,1,435,ESM026,Microbispora sp. ATCC PTA-5024,,
m0116,4128006510697cae616c99ca6fbb128c,WP_233427406.1,WP_233427406.1,C001,1,299,DP040,Actinokineospora spheciospongiae,,
m0473,f78eb617d08e5260c3365650f70fcad8,WP_233604767.1,WP_233604767.1,C001,1,442,TEP165,Micromonospora sp. HM5-17,,
m0076,2a3c4f5280e7c5835b8e1428f7044fe3,WP_233872418.1,WP_233872418.1,C001,1,314,DP090,Streptomyces sp. ST2-7A,,
m0203,6e80f2f31cbe7bc9184caed2bea23776,WP_239086781.1,WP_239086781.1,C001,1,290,ESM177,Catellatospora methionotrophica,,
m0270,919d07e2ff9f6934831419a4fee7cec4,WP_239095870.1,WP_239095870.1,C001,1,449,TEP168,Micromonospora lutea,,
m0064,21b9ee3c2d064bd97bf205292edd4e77,WP_239125827.1,WP_239125827.1,C001,1,288,ESM144,Catellatospora bangladeshensis,,
m0051,1801d10ed570ce70933bdbe9f25a34b6,WP_239135698.1,WP_239135698.1,C001,1,279,ESM093,Dactylosporangium siamense,,
m0273,93b32d1591ea6472ac216d086e5cbcd0,WP_247056560.1,WP_247056560.1,C001,1,308,ESM140,Amycolatopsis sp. WQ 127309,,
m0248,83d0a1b5946039d3d9f242317fa6fb04,WP_247684544.1,WP_247684544.1,C001,1,337,ESM121,Micromonospora sp. D93,,
m0397,d45af0ae492f2a5ff717aac22e783527,WP_250563816.1,WP_250563816.1,C001,1,277,TEP194,Sphaerisporangium fuscum,,
m0208,706fff86ca9f67473863ad795f5707fc,WP_252275389.1,WP_252275389.1,C001,1,296,ESM096,Pseudomonas subflava,,
m0206,701849adbc66ce54e28ad407951aee3b,WP_252811421.1,WP_252811421.1,C001,1,424,ESM084,Actinoallomurus spadix,,
m0374,c87e1883782cb8f461fcd4586e8cd500,WP_253762837.1,WP_253762837.1,C001,1,287,TEP178,Hamadaea flava,,
m0091,3195c72d9a6cc23e6a918505eb460744,WP_256510026.1,WP_256510026.1,C001,1,266,TEP041,Crossiella sp. SN42,,
m0211,7269cc72c4e11c63f64df5c2d937af35,WP_256510519.1,WP_256510519.1,C001,1,403,TEP164,Crossiella sp. SN42,,
m0180,62f7546aebcb1a559748d086de6571e6,WP_260422593.1,WP_260422593.1,C001,1,424,TEP111,Micromonospora carbonacea,,
m0050,17cf0142a842915adf56bd16d1f70336,WP_260709492.1,WP_260709492.1,C001,1,437,TEP054,Dactylosporangium aurantiacum,,
m0399,d5a5677d777e4a427d908bb7cedd98df,WP_264933993.1,WP_264933993.1,C001,1,455,TEP024,Streptomyces sp. A012304,,
m0349,bdf8d7a37e7c86332298115201631ed5,WP_265247586.1,WP_265247586.1,C001,1,402,ESM081,Micromonospora sp. CPCC 205371,,
m0157,551946ddbe6046c13ca1a257eab4aeff,WP_267938240.1,WP_267938240.1,C001,1,405,ESM006,Saccharothrix sp. S26,,
m0401,d5df0a16c2eaa48e8fab4f9997684475,WP_269740835.1,WP_269740835.1,C001,1,299,ESM128,Verrucosispora sp. WMMA2121,,
m0377,c9ffb681928784046345a8ec3ee7f48b,WP_271190254.1,WP_271190254.1,C001,1,417,ESM097,Dactylosporangium matsuzakiense,,
m0232,7d398f96d8a77630de8a9da0c6635b29,WP_281901711.1,WP_281901711.1,C001,1,401,ESM064,Phytohabitans aurantiacus,,
m0348,bdd9d6d45144ac9284029bc832a33641,WP_307855560.1,WP_307855560.1,C001,1,307,TEP109,Kibdelosporangium banguiense,,
m0068,25535d4836a01c7d3cc4bbeba3c18437,XCO66867.1,XCO66867.1,C001,1,286,PurH,Aeromicrobium sp.,1,3.40.50.1820
m0086,2ddc62c97241531aed04530538ae54d8,XDS72785.1,XDS72785.1,C001,1,282,Sis,uncultured bacterium,1,3.40.50.1820
m0077,2a9215b62ae074282dc7ffcda6232192,YCL34723,YCL34723,C001,1,293,DIEGO,uncultured bacterium,,
m0485,fe0739cd12d95ca737e594fe187ece7d,,,C001,1,388,202,,,
m0403,d6bebd05cc2bbecb20e2248f69ec70d0,,,C001,1,250,204,,,
m0446,eb083b03c764314dd374fe8c25f98488,,,C001,1,272,211,,,
m0316,aaa184289d853bcf736eda85066f3e23,,,C001,1,248,214,,,
m0314,aa2bdf8b95c633e11b920c991aa91e25,,,C001,1,219,301,,,
m0258,88c057e08abd5cd2d38525a4b182df17,,,C001,1,240,305,,,
m0117,42091824cdf4b41fc5df083621ce6549,,,C001,1,186,307,,,
m0404,d78ca54fff3eddbc5a27aec8c337f94f,,,C001,1,279,ApLip-Ec,,1,3.40.50.1820
m0041,149e83bf7e1c0307af6bc10d0662ef3b,,,C001,1,282,GlacPETase,,,
m0145,4d4f817cbca0966f4f40247e73036a6e,,,C001,1,275,HGMP01,,,
m0442,e8b2c742a4aaae248ea974667fac5dd6,,,C001,1,287,dsPETase01,,,
m0218,75bb9ab0210af3940fb95e2939ac10fe,,,C001,1,301,dsPETase05,,,
m0369,c51ea9e72ca4f046ba7b615cdd6e1bc0,,,C001,1,273,jmPE13,,1,3.40.50.1820
m0140,4b8f6674246c65fd5e727f3c5653b97c,,,C001,1,271,jmPE14,,,
m0246,837c8cc88d3bee11c34fe65c687d9dcb,A0A1Q3SHB0,A0A1Q3SHB0,C004,2,328,Nyl12,Gammaproteobacteria bacterium 39-13,,
m0250,8498b2d8f6b8bed93dff49ed65b14a6a,A0A1Y4BJH4,A0A1Y4BJH4,C004,2,335,Nyl14,Olsenella sp. An290,,
m0124,4413a75f4591f7557a156f377930d8c1,A0A2E3XQJ6,A0A2E3XQJ6,C004,2,328,Nyl18,Halobacteriovoraceae bacterium,,
m0295,9ddbfd65b32950166fd96c22ff7b9b51,A0A315R6Z8,A0A315R6Z8,C004,2,302,Nyl29,Halanaerobium sp.,,
m0213,73f07a67f93f50ac08de42fd3f33928a,A0A351YZM4,A0A351YZM4,C004,2,328,Nyl32,Treponema sp.,,
m0429,e4d76d3d7e6833a775f7b2770ac87c6b,A0A368EC02,A0A368EC02,C004,2,304,Nyl34,SAR116 cluster bacterium,,
m0012,06ea0302cc54279d54aebaa45774cfe7,A0A3D1YDR8,A0A3D1YDR8,C004,2,311,Nyl37,Dehalococcoidia bacterium,,
m0125,443647f8fdd6aeb0fa7cd9fb8076c86d,A0A3D4HM79,A0A3D4HM79,C004,2,314,Nyl39,Synergistaceae bacterium,,
m0455,ee6b0a11b080383c4383a93312d4003e,A0A3M1X2K7,A0A3M1X2K7,C004,2,322,Nyl40,Deltaproteobacteria bacterium,,
m0456,ee81132e0d2e864d7ce91cabcdfc1cf4,A0A432H965,A0A432H965,C004,2,326,Nyl44,Deltaproteobacteria bacterium,,
m0133,48ba5f056713b1c70f39bd5277e17500,A0A661XAJ6,A0A661XAJ6,C004,2,315,Nyl57,Candidatus Zhuqueibacterota bacterium,,
m0197,6c8a21cf9b056c70de13236ba6a2c881,A0A6A7M915,A0A6A7M915,C004,2,342,Nyl58,Rhodospirillales bacterium,,
m0459,ef202661c7e74e69a79dbd3c290e1b5b,A0A6I1QW75,A0A6I1QW75,C004,2,325,Nyl60,Dehalococcoidia bacterium,,
m0301,a1903a69f23f1f6796d526895436a50c,A0A7C3G8G6,A0A7C3G8G6,C004,2,288,Nyl63,Oceanithermus sp.,,
m0184,6479c4b689da748f2cb786f88522f290,A0A7C6SQZ1,A0A7C6SQZ1,C004,2,318,Nyl65,Clostridiales bacterium,,
m0373,c7b8c2c370eec0414f50a51a98586820,A0A7C7DKE8,A0A7C7DKE8,C004,2,342,Nyl66,Candidatus Fermentithermobacillaceae bacterium,,
m0105,3b00f12fd36416ff8790c3e56ebd219c,A0A7V5VEC1,A0A7V5VEC1,C004,2,312,Nyl68,Bacteroidota bacterium,,
m0035,10f99a34d701d302d6cd789182b6508e,A0A7V9NEU5,A0A7V9NEU5,C004,2,359,Nyl71,Acidobacteriota bacterium,,
m0425,e33e8b6636c423c0a7bb6aea68306978,A0A7W0NYQ1,A0A7W0NYQ1,C004,2,292,Nyl72,Acidimicrobiia bacterium,,
m0339,b7a63a9cee46bcf4fbdf5b30b67b812f,A0A7X7N2B0,A0A7X7N2B0,C004,2,364,Nyl74,Coriobacteriaceae bacterium,,
m0261,8a27f08047aeded2e90bf33e519d6d59,A0A840P940,A0A840P940,C004,2,332,Tt-NylC,Thermocatellispora tengchongensis,9,3.60.70.12
m0333,b48a5e7e77b3b427ca89ac65da361050,BAE95769.2,BAE95769.2,C004,2,355,NylCA,Agromyces sp. KY5R,9,3.60.70.12
m0240,821c28b3e158579536d0795e3661b21a,BAE95770.1,BAE95770.1,C004,2,355,NylCK,Kocuria sp. KY2,9,3.60.70.12
m0318,aaede276fbd61767d03028e2d193d5a7,KQR39103,KQR39103,C004,2,340,M-NylC,Microbacterium sp.,9,3.60.70.12
m0260,89a542779c863e59d7568848d38bc88c,KXS08985,KXS08985,C004,2,366,Nyl04,Gonapodya prolifera,,
m0072,27b40925ec9dab01a97010da9157f232,MSS57807,MSS57807,C004,2,319,Nyl73,Stecheria intestinalis,,
m0059,1fd045e8b65176376e182facc216b772,OWT56952,OWT56952,C004,2,335,Nyl16,Candidimonas nitroreducens,,
m0262,8a8c23e1f5be053cf56566f33d5c2c4f,PSR30050,PSR30050,C004,2,325,Nyl25,Sulfobacillus benefaciens,,
m0290,9b90c9e3ec99c954a957af14f8a6dbfa,PWX09261.1,PWX09261.1,C004,2,325,Nyl30,Clostridium perfringens,,
m0131,4862c74fdcd52e6437a16fe8f493fc97,R5FI29,R5FI29,C004,2,302,Nyl85,Faecalibacterium sp. CAG:1138,,
m0378,ca075b0d53cbfb1de3c6d2a744a2276c,RYL92504.1,RYL92504.1,C004,2,325,Nyl45,Sporolactobacillus sp. THM7-4,,
m0023,0ccba4d53ac83e5437ecd1027cfe4ab8,TAL40028,TAL40028,C004,2,305,Nyl50,Alphaproteobacteria bacterium,,
m0103,39f5ef8b2abbe007e623b9ceb5a0c815,U7UHN3,U7UHN3,C004,2,313,Nyl87,Peptoniphilus sp. BV3C26,,
m0219,760d48b991f3789858295120e590915c,WP_010949597.1,WP_010949597.1,C004,2,347,Nyl84,Mycobacterium avium subsp. paratuberculosis,,
m0449,ebd22bc012fd6e181f43bc728b85dc79,WP_012476895.1,WP_012476895.1,C004,2,355,NylC,Paenarthrobacter ureafaciens,9,3.60.70.12
m0477,faf6984f2f1464301a6db7313145d9f3,WP_014810472.1,WP_014810472.1,C004,2,334,Nyl82,Desulfomonile tiedjei,,
m0326,b22bccd61057993ecd2ea241ac190b32,WP_068749367,WP_068749367,C004,2,326,TvgC,Thermovenabulum gondwanense,,
m0419,dea4da8f4f93db0b2277eac7ec3e5196,WP_073391230.1,WP_073391230.1,C004,2,285,Nyl10,Jatrophihabitans endophyticus,,
m0489,fea43b060eb31c4f0bf3beb4b1f9e521,WP_075885500.1,WP_075885500.1,C004,2,324,Nyl13,Faecalibaculum rodentium,,
m0225,78f18c1dd8a82d742a0cccc5a0e6a951,WP_082766707.1,WP_082766707.1,C004,2,343,Nyl11,Ferrimonas marina,,
m0062,213f66a13d29726369cc62acb0ec8c5b,WP_131292212.1,WP_131292212.1,C004,2,287,Nyl47,Kribbella sindirgiensis,,
m0098,34845c057c0fc493b1f6938327b2a52a,WP_170196788.1,WP_170196788.1,C004,2,376,Nyl93,Gordonia asplenii,,
m0285,98b7cab0bd87dc8928ce3d2268c12837,WP_170322449.1,WP_170322449.1,C004,2,313,Nyl54,Acrocarpospora macrocephala,,
m0164,586a335986f45e096f6ca073737678a5,WP_312893488.1,WP_312893488.1,C004,2,344,Nc-NylC,Nocardiopsis composta,9,3.60.70.12
m0204,6eeb7b649b01121426a96ddee3c2c007,XHH12374,XHH12374,C004,2,357,NylC1,Leucobacter chromiiresistens,,
m0185,647a8a79005fc7f3a762d4b29e0328ad,XHH12375,XHH12375,C004,2,339,NylC2,Microbacterium oxydans,,
m0267,8f9519fc6a65305fa5d478fdece2fc6f,XHH12378,XHH12378,C004,2,364,NylC5,Gordonia sp. (in: high G+C Gram-positive bacteria),,
m0336,b60f5228c9d11de0576f0da3088e22d6,XP_005707592.1,XP_005707592.1,C004,2,361,Nyl83,Galdieria sulphuraria,,
m0310,a79509a510d90a50f6702955b1ad3b49,AAA25908.1,AAA25908.1,C006,3,493,P-nylA,Pseudomonas sp. NK87,10,3.90.1300.10
m0177,6139d7ee947801e1ffa5c9345c785900,AAK11724.1,AAK11724.1,C006,3,525,Amidase,Rhodococcus erythropolis,10,3.90.1300.10
m0021,0c554c0dd255de614d248db3118d89da,AAK28498.1,AAK28498.1,C006,3,517,AmdA,Agrobacterium tumefaciens,10,3.90.1300.10
m0169,5c06f1259bc12791a4627d9b18c94185,AGT90042.1,AGT90042.1,C006,3,483,Amidase,Rhodococcus erythropolis,10,3.90.1300.10
m0032,1090fc7df5cb6e4866fd00779c1d8e28,ANG60415,ANG60415,C006,3,472,GatA,Lysinibacillus fusiformis,10,3.90.1300.10
m0355,c05531f7c89f4efafc1f2537c89ad129,ARF18137.1,ARF18137.1,C006,3,472,Amidase,Sporosarcina ureae,10,3.90.1300.10
m0362,c21fdb598a3887e2e8a5af55068ffec4,BAI44731,BAI44731,C006,3,479,OoH,Rhodococcus sp. Oct1,10,3.90.1300.10
m0426,e422c7b9aabe1a23f75d15bd35cf71a6,BBP47208.1,BBP47208.1,C006,3,551,CPUTNase,Candida parapsilosis,10,3.90.1300.10
m0028,0dd151000d71720a7a8996bf7fb3acbf,P80008.1,P80008.1,C006,3,28,Arylacylamidase,Nocardia globerula,,
m0237,815c8cb8347c7ae5a0b5f9f5e645b5db,Q12559.2,Q12559.2,C006,3,545,PURase,Aspergillus oryzae,10,3.90.1300.10
m0136,4ae54f06384b9660b40e76e9a902f585,WBR49956.1,WBR49956.1,C006,3,438,UMG-SP-1,Metagenome,10,3.90.1300.10
m0011,06d89e9f595b7abc6f662a4ea5fc3f77,WBR49957.1,WBR49957.1,C006,3,439,UMG-SP-2,Metagenome,10,3.90.1300.10
m0430,e517914dc89db0a2eedf86b6f66bf60c,WBR49958.1,WBR49958.1,C006,3,439,UMG-SP-3,Metagenome,10,3.90.1300.10
m0409,d91b645ebea282e1c771123a7abe685f,WP_011209364.1,WP_011209364.1,C006,3,479,Arylacylamidase,Nocardia farcinica,10,3.90.1300.10
m0223,77bca54fb186cc66d3f509d6fb835b65,WP_012476897.1,WP_012476897.1,C006,3,493,NylA,Paenarthrobacter ureafaciens,10,3.90.1300.10
m0384,ccec191e60e12d1782682af2211d9640,WP_185053500,WP_185053500,C006,3,471,TtA,Thermocatellispora tengchongensis,10,3.90.1300.10
m0095,336f0649eca9651f90fe2d208cd29559,WP_293218050.1,WP_293218050.1,C006,3,485,GatA-like,Parvibaculum sp.,10,3.90.1300.10
m0183,643cdc8e6bf40238fb4a3568cc8eb4f8,WP_348608127.1,WP_348608127.1,C006,3,472,ReU-like,Rhodococcus equi TB-60,10,3.90.1300.10
m0249,848290309a9cbec4776951ce54a69af3,WZH92451.1,WZH92451.1,C006,3,479,aryl acylamidase,Nocardia farcinica,,
m0283,972624f6791ef0c42c0591d2122951f9,,,C006,3,489,GatA,,,
m0073,287dd238ca5f47fa0362cba5d21edbc6,,,C006,3,491,GatA250,,,
m0010,06838ea54893acb0dae64a94f5fe912a,,,C006,3,471,ReU,,,
m0309,a6c3596d69125ab458261514e4f2d0ce,,,C006,3,482,pQR3139,,,
m0320,ad715d0e7253b705ad67dbe9a037f418,,,C006,3,496,pQR3141,,,
m0264,8b71424d34732e291dc5137e65650b20,,,C006,3,478,pQR3144,,,
m0421,e0b91bc8063c1c7e94e918fcfd8cf2bc,A0A075B5G4,A0A075B5G4,C003,4,194,HiC,Mycothermus thermophilus,2,3.40.50.1820
m0398,d46d1c755303a13d2a19d9393a49d2f7,AAA33335.1,AAA33335.1,C003,4,230,FsC,Fusarium solani,2,3.40.50.1820
m0385,cd3efa9108622a39c229634066ce0292,BAC67242.1,BAC67242.1,C003,4,239,Cutinase,Cryptococcus sp. S-2,2,3.40.50.1820
m0444,ea7a24d47eff2487f1491b3ad67cce64,BAN42606.1,BAN42606.1,C003,4,226,CmCut,Filobasidium magnum,2,3.40.50.1820
m0087,2faa60f73ded9c502787ece47fca13f7,BAN51852.1,BAN51852.1,C003,4,227,PCLE,Paraphoma sp. B47-9,2,3.40.50.1820
m0148,4e42b62ac9f3158a2a5a2b35e117d950,BAT32793.1,BAT32793.1,C003,4,239,CfCLE,Saitozyma flava,2,3.40.50.1820
m0069,255e2b78ca9f54fe397d3917c1c6cae9,BCL64964.1,BCL64964.1;UNZ22463.1,C003,4,216,PBATHRF,Rhodococcoides fascians,2,3.40.50.1820
m0330,b316862d7118e4358cbe8bf6be6de118,ESK97883.1,ESK97883.1,C003,4,203,MRCUT1,Moniliophthora roreri,2,3.40.50.1820
m0298,a0550530145e06d4170e283fb389aa62,EXK81749,EXK81749,C003,4,230,FoCut5a,Fusarium oxysporum,2,3.40.50.1820
m0005,02048bc3dc3b8c853e51fcc55038f6ac,KAH7127633,KAH7127633,C003,4,237,DmC,Dactylonectria macrodidyma,2,3.40.50.1820
m0411,dab2da810add966a777bb8c243da293b,Q99174,Q99174,C003,4,230,FSC,Fusarium solani,2,3.40.50.1820
m0303,a2dfe48912d34dabd9ec983f2380b945,QEX94755.1,QEX94755.1,C003,4,186,Sub1,Streptomyces scabiei,2,3.40.50.1820
m0029,0e841a3c1f59a0cfd7b1ac47b6e7b1bd,WKA69984.1,WKA69984.1,C003,4,221,CpCut1,Cladosporium sp.,2,3.40.50.1820
m0242,82b7aa41d984234dbb69f23c5dfebbb9,XAQ58225,XAQ58225,C003,4,222,BaCut1,Blastobotrys sp. G-9,2,3.40.50.1820
m0474,f7e864f6573eccaba6017448237af700,XP_001817153.1,XP_001817153.1,C003,4,213,CutL1,Aspergillus oryzae,2,3.40.50.1820
m0096,339540f3809d8ac98ee633f1da7247e9,XP_014659518.1,XP_014659518.1,C003,4,224,PaE,Moesziomyces antarcticus,2,3.40.50.1820
m0065,228bd6d0bd6e93a1b69422e21d51b913,,,C003,4,231,RtC,,,
m0243,82b7c2b8fe6536c3c95f6f083c3a4609,,,C003,4,228,TaC,,,
m0341,b8d2efe3a6d76dcf58f691a374d528ed,ADH43200.1,ADH43200.1,C015,5,489,BsEstB,Bacillus subtilis,23,3.40.50.1820
m0418,de7fd3cae353ad8fabd922f83140376c,AKJ87216,AKJ87216,C015,5,322,GEN0105,Environmental metagenome,23,3.40.50.1820
m0036,1101bda63c95a021aad8d9924dfba646,ALS54749.1,ALS54749.1,C015,5,528,Chath_Est1,Hungatella hathewayi,,
m0416,de5188fe17cc9552eecfc6b69179e19d,ALS54749.1,ALS54749.1,C015,5,520,Chath_Est1,Clostridium hathewayi DSM-13479,23,3.40.50.1820
m0428,e49911a7e5738e9056e9fb9c5a9aa7ae,BAA76305.1,BAA76305.1,C015,5,548,PudA,Delftia acidovorans,23,3.40.50.1820
m0322,ae6cbacf6d3d769dff0a3b8f7cedca64,CAA34684,CAA34684,C015,5,538,CRL,Diutina rugosa,,
m0462,f0ef5b5426c1171b0f229df593d4d810,P20261.3,P20261.3,C015,5,549,Lip1; Lip5,Diutina (Candida) rugosa,23,3.40.50.1820
m0342,b9431762171b80707139661059a4d5f3,SIP63154.1,SIP63154.1,C015,5,295,CE_Ubrb,,23,3.40.50.1820
m0161,572db808330016b2e517a2e6db0d8477,UNZ81746.1,UNZ81746.1,C015,5,314,IS10,Chloroflexi bacterium enrichment culture,23,3.40.50.1820
m0181,63f3bcdf9d4e41b30836917c8f069d43,UNZ81748.1,UNZ81748.1,C015,5,318,IS12,Chloroflexi bacterium enrichment culture,23,3.40.50.1820
m0179,61d801881a590b1495fd2352c700c042,WDT94064,WDT94064,C015,5,352,TA21,Thermoleophilum album,,
m0472,f768e32a79d0b17b006886911c31b36d,WID88783,WID88783,C015,5,462,Dkca1,Dietzia kunjamensis,23,3.40.50.1820
m0487,fe1766a388c03c1e83be5dd8c749ba4b,WP_015255658,WP_015255658,C015,5,508,Tcca,Thermobacillus composti,23,3.40.50.1820
m0266,8f7ceab2fc48801f9eff4ec96dd6b2b3,WP_041847557,WP_041847557,C015,5,491,Est18_23,Caldibacillus thermoamylovorans,23,3.40.50.1820
m0247,83bbf155ce587843c5c2b69af972c135,,,C015,5,310,101,,,
m0135,4a8a820285b21e37bfae31e65489a8ab,,,C015,5,305,102,,,
