node_a,node_b,pct_id,evalue,bits,acc_a,acc_b,component_id
v012,v040,31.1,1.820e-23,100.0,ADV92571,MEC8523093.1,C001
v012,v041,47.2,7.310e-65,237.0,ADV92571,ODU60407.1,C001
v012,v042,50.4,1.200e-75,273.0,ADV92571,A0A1F4JXW8,C001
v012,v043,44.1,2.000e-54,203.0,ADV92571,P19833,C001
v012,v044,93.1,7.900e-144,500.0,ADV92571,Q47RJ6_THEFY,C001
v012,v045,100.0,2.220e-154,535.0,ADV92571,Q47RJ7_THEFY,C001
v012,v046,93.1,7.900e-144,500.0,ADV92571,Q6A0I4,C001
v012,v047,50.8,5.410e-68,248.0,ADV92571,Q8RR62,C001
v012,v050,34.3,7.880e-35,138.0,ADV92571,RLT92980.1,C001
v012,v051,51.9,4.280e-73,265.0,ADV92571,RLU00646.1,C001
v012,v052,67.0,1.650e-101,359.0,ADV92571,SAY37579.1,C001
v012,v053,66.9,2.160e-101,359.0,ADV92571,SAY37582.1,C001
v012,v054,64.0,1.440e-97,346.0,ADV92571,SAY37583.1,C001
v012,v055,54.3,7.390e-78,280.0,ADV92571,SAY37584.1,C001
v012,v056,54.7,1.940e-78,282.0,ADV92571,SAY37587.1,C001
v012,v057,55.1,8.730e-79,283.0,ADV92571,SAY37589.1,C001
v012,v058,53.6,3.160e-76,275.0,ADV92571,SHM40309.1,C001
v012,v059,48.3,4.890e-69,251.0,ADV92571,SUD16364.1,C001
v012,v060,47.4,1.740e-66,243.0,ADV92571,OK558824,C001
v012,v061,46.6,1.920e-65,239.0,ADV92571,OK558825,C001
v012,v062,62.8,2.330e-95,339.0,ADV92571,WAU86704.1,C001
v012,v064,64.7,2.700e-96,342.0,ADV92571,WOR09923,C001
v012,v066,50.2,1.130e-73,267.0,ADV92571,A0A031MKR8,C001
v012,v067,35.7,1.070e-31,127.0,ADV92571,WP_039353427,C001
v012,v068,51.7,1.090e-76,277.0,ADV92571,A0A078MGG8,C001
v012,v069,61.2,1.160e-86,310.0,ADV92571,WP_058088494.1,C001
v012,v070,48.7,1.240e-72,263.0,ADV92571,WP_062195544.1,C001
v012,v071,46.8,3.170e-68,248.0,ADV92571,WP_068824797.1,C001
v012,v072,61.5,3.040e-95,338.0,ADV92571,WP_078759821.1,C001
v012,v073,53.1,8.900e-79,283.0,ADV92571,WP_082414832.1,C001
v012,v074,79.7,1.000e-122,429.0,ADV92571,WP_083947829.1,C001
v012,v075,49.0,2.130e-64,236.0,ADV92571,WP_085749238.1,C001
v012,v076,49.4,4.280e-73,265.0,ADV92571,A0A1H6AD45,C001
v012,v077,50.0,1.470e-73,266.0,ADV92571,WP_090538641.1,C001
v012,v078,59.8,2.950e-90,322.0,ADV92571,WP_093412886.1,C001
v012,v079,36.0,5.110e-34,135.0,ADV92571,WP_101893509.1,C001
v012,v080,94.3,1.100e-145,506.0,ADV92571,WP_104613137.1,C001
v012,v081,62.8,9.460e-97,343.0,ADV92571,WP_107095481.1,C001
v012,v082,35.2,2.800e-32,129.0,ADV92571,WP_111881932,C001
v012,v083,47.1,1.090e-60,223.0,ADV92571,WP_117215036.1,C001
v012,v086,49.8,1.050e-71,260.0,ADV92571,Ipet,C001
v012,v087,59.1,2.190e-85,305.0,ADV92571,XCO66867,C001
v012,v088,50.9,2.510e-73,265.0,ADV92571,XDS72785.1,C001
v012,v089,48.7,3.390e-70,255.0,ADV92571,ACC95208.1,C001
v013,v014,94.6,3.790e-146,507.0,E9LVI0_THEFU,JN129499.1,C001
v013,v015,97.7,1.940e-150,522.0,E9LVI0_THEFU,JN129500.1,C001
v013,v016,75.2,5.160e-119,417.0,E9LVI0_THEFU,H6WX58,C001
v013,v018,50.9,1.570e-75,273.0,E9LVI0_THEFU,A0A0G3BI90_9BURK,C001
v013,v019,46.5,2.060e-67,246.0,E9LVI0_THEFU,KU695573,C001
v013,v020,48.7,5.600e-65,238.0,E9LVI0_THEFU,A0A1Z2SIQ1_VIBGA,C001
v013,v021,51.6,5.410e-68,248.0,E9LVI0_THEFU,BAB86909,C001
v013,v022,82.4,8.480e-130,453.0,E9LVI0_THEFU,BAI99230,C001
v013,v023,81.2,6.080e-128,447.0,E9LVI0_THEFU,F7IX06,C001
v013,v024,64.9,4.850e-101,357.0,E9LVI0_THEFU,W0TJ64,C001
v013,v025,94.6,4.950e-146,507.0,E9LVI0_THEFU,AJ810119,C001
v013,v026,98.5,1.750e-151,525.0,E9LVI0_THEFU,E5BBQ3_THEFU,C001
v013,v027,82.4,8.480e-130,453.0,E9LVI0_THEFU,D4Q9N1,C001
v013,v028,56.0,2.260e-82,295.0,E9LVI0_THEFU,DAC80635,C001
v013,v029,96.6,6.240e-149,517.0,E9LVI0_THEFU,E5BBQ2,C001
v013,v030,97.7,5.110e-151,523.0,E9LVI0_THEFU,E9LVH8,C001
v013,v031,94.7,9.970e-147,509.0,E9LVI0_THEFU,E9LVH9,C001
v013,v032,50.2,7.790e-75,270.0,E9LVI0_THEFU,EGD44994.1,C001
v013,v033,59.3,1.080e-84,303.0,E9LVI0_THEFU,G9BY57,C001
v013,v034,59.3,5.380e-84,301.0,E9LVI0_THEFU,GBD22443,C001
v013,v036,48.1,9.230e-68,247.0,E9LVI0_THEFU,R4YKL9_OLEAN,C001
v013,v040,30.5,1.820e-23,100.0,E9LVI0_THEFU,MEC8523093.1,C001
v013,v041,47.6,3.280e-65,238.0,E9LVI0_THEFU,ODU60407.1,C001
v013,v042,50.7,4.130e-76,275.0,E9LVI0_THEFU,A0A1F4JXW8,C001
v013,v043,44.5,6.860e-55,204.0,E9LVI0_THEFU,P19833,C001
v013,v044,97.7,1.940e-150,522.0,E9LVI0_THEFU,Q47RJ6_THEFY,C001
v013,v045,94.6,3.790e-146,507.0,E9LVI0_THEFU,Q47RJ7_THEFY,C001
v013,v046,97.7,1.940e-150,522.0,E9LVI0_THEFU,Q6A0I4,C001
v013,v047,51.6,5.410e-68,248.0,E9LVI0_THEFU,Q8RR62,C001
v013,v050,33.9,1.340e-34,137.0,E9LVI0_THEFU,RLT92980.1,C001
v013,v051,51.9,1.380e-71,260.0,E9LVI0_THEFU,RLU00646.1,C001
v013,v052,68.2,1.040e-103,366.0,E9LVI0_THEFU,SAY37579.1,C001
v013,v053,68.4,2.310e-103,365.0,E9LVI0_THEFU,SAY37582.1,C001
v013,v054,64.8,3.430e-99,351.0,E9LVI0_THEFU,SAY37583.1,C001
v013,v055,54.2,2.150e-77,279.0,E9LVI0_THEFU,SAY37584.1,C001
v013,v056,54.5,5.660e-78,281.0,E9LVI0_THEFU,SAY37587.1,C001
v013,v057,54.9,2.540e-78,282.0,E9LVI0_THEFU,SAY37589.1,C001
v013,v058,53.6,2.420e-76,275.0,E9LVI0_THEFU,SHM40309.1,C001
v013,v059,48.7,1.860e-68,249.0,E9LVI0_THEFU,SUD16364.1,C001
v013,v060,47.0,3.880e-66,242.0,E9LVI0_THEFU,OK558824,C001
v013,v061,45.9,3.630e-64,235.0,E9LVI0_THEFU,OK558825,C001
v013,v062,62.5,3.040e-95,338.0,E9LVI0_THEFU,WAU86704.1,C001
v013,v063,31.1,2.150e-24,103.0,E9LVI0_THEFU,Ipet,C001
v013,v064,64.7,1.870e-97,346.0,E9LVI0_THEFU,WOR09923,C001
v013,v066,49.8,8.070e-72,260.0,E9LVI0_THEFU,A0A031MKR8,C001
v013,v067,34.8,2.620e-30,122.0,E9LVI0_THEFU,WP_039353427,C001
v013,v068,51.3,7.790e-75,270.0,E9LVI0_THEFU,A0A078MGG8,C001
v013,v069,61.2,2.760e-88,315.0,E9LVI0_THEFU,WP_058088494.1,C001
v013,v070,49.8,2.270e-74,269.0,E9LVI0_THEFU,WP_062195544.1,C001
v013,v071,47.2,2.680e-67,245.0,E9LVI0_THEFU,WP_068824797.1,C001
v013,v072,60.7,1.970e-94,335.0,E9LVI0_THEFU,WP_078759821.1,C001
v013,v073,52.7,7.530e-78,280.0,E9LVI0_THEFU,WP_082414832.1,C001
v013,v074,78.9,2.920e-122,428.0,E9LVI0_THEFU,WP_083947829.1,C001
v013,v075,49.4,5.390e-66,241.0,E9LVI0_THEFU,WP_085749238.1,C001
v013,v076,49.4,1.050e-71,260.0,E9LVI0_THEFU,A0A1H6AD45,C001
v013,v077,49.6,1.050e-71,260.0,E9LVI0_THEFU,WP_090538641.1,C001
v013,v078,60.2,7.760e-91,324.0,E9LVI0_THEFU,WP_093412886.1,C001
v013,v079,34.7,1.640e-32,130.0,E9LVI0_THEFU,WP_101893509.1,C001
v013,v080,99.6,4.180e-153,530.0,E9LVI0_THEFU,WP_104613137.1,C001
v013,v081,63.6,2.250e-98,349.0,E9LVI0_THEFU,WP_107095481.1,C001
v013,v082,33.9,1.180e-30,124.0,E9LVI0_THEFU,WP_111881932,C001
v013,v083,48.3,1.520e-62,230.0,E9LVI0_THEFU,WP_117215036.1,C001
v013,v086,49.8,2.590e-70,255.0,E9LVI0_THEFU,Ipet,C001
v013,v087,59.1,2.190e-85,305.0,E9LVI0_THEFU,XCO66867,C001
v013,v088,51.3,1.470e-73,266.0,E9LVI0_THEFU,XDS72785.1,C001
v013,v089,48.7,1.680e-69,253.0,E9LVI0_THEFU,ACC95208.1,C001
v014,v015,93.0,2.300e-163,565.0,JN129499.1,JN129500.1,C001
v014,v016,76.6,1.890e-121,425.0,JN129499.1,H6WX58,C001
v014,v018,49.7,4.250e-77,278.0,JN129499.1,A0A0G3BI90_9BURK,C001
v014,v019,45.3,1.120e-72,263.0,JN129499.1,KU695573,C001
v014,v020,47.5,5.760e-66,241.0,JN129499.1,A0A1Z2SIQ1_VIBGA,C001
v014,v021,47.2,2.550e-69,252.0,JN129499.1,BAB86909,C001
v014,v022,82.4,4.280e-146,507.0,JN129499.1,BAI99230,C001
v014,v023,84.4,1.700e-150,522.0,JN129499.1,F7IX06,C001
v014,v024,61.7,3.020e-105,372.0,JN129499.1,W0TJ64,C001
v014,v025,99.0,2.890e-174,601.0,JN129499.1,AJ810119,C001
v014,v026,93.1,4.610e-144,500.0,JN129499.1,E5BBQ3_THEFU,C001
v014,v027,82.4,4.280e-146,507.0,JN129499.1,D4Q9N1,C001
v014,v028,55.0,3.480e-85,305.0,JN129499.1,DAC80635,C001
v014,v029,96.6,3.740e-180,621.0,JN129499.1,E5BBQ2,C001
v014,v030,93.1,7.900e-144,500.0,JN129499.1,E9LVH8,C001
v014,v031,100.0,2.220e-154,535.0,JN129499.1,E9LVH9,C001
v014,v032,49.3,3.100e-80,289.0,JN129499.1,EGD44994.1,C001
v014,v033,57.1,2.890e-86,309.0,JN129499.1,G9BY57,C001
v014,v034,56.4,3.770e-86,308.0,JN129499.1,GBD22443,C001
v014,v036,47.7,8.360e-68,247.0,JN129499.1,R4YKL9_OLEAN,C001
v014,v041,44.3,1.010e-65,240.0,JN129499.1,ODU60407.1,C001
v014,v042,45.1,6.570e-76,274.0,JN129499.1,A0A1F4JXW8,C001
v014,v043,41.0,6.390e-55,205.0,JN129499.1,P19833,C001
v014,v044,93.0,2.300e-163,565.0,JN129499.1,Q47RJ6_THEFY,C001
v014,v045,100.0,4.120e-187,644.0,JN129499.1,Q47RJ7_THEFY,C001
v014,v046,93.0,2.300e-163,565.0,JN129499.1,Q6A0I4,C001
v014,v047,47.2,2.550e-69,252.0,JN129499.1,Q8RR62,C001
v014,v050,34.3,8.100e-35,138.0,JN129499.1,RLT92980.1,C001
v014,v051,47.9,7.860e-74,267.0,JN129499.1,RLU00646.1,C001
v014,v052,66.9,6.280e-101,357.0,JN129499.1,SAY37579.1,C001
v014,v053,66.8,8.210e-101,357.0,JN129499.1,SAY37582.1,C001
v014,v054,64.1,4.200e-97,344.0,JN129499.1,SAY37583.1,C001
v014,v055,54.4,2.150e-77,279.0,JN129499.1,SAY37584.1,C001
v014,v056,54.8,4.330e-78,281.0,JN129499.1,SAY37587.1,C001
v014,v057,55.1,1.940e-78,282.0,JN129499.1,SAY37589.1,C001
v014,v058,52.5,5.740e-80,288.0,JN129499.1,SHM40309.1,C001
v014,v059,46.7,5.950e-71,258.0,JN129499.1,SUD16364.1,C001
v014,v060,47.4,2.100e-66,243.0,JN129499.1,OK558824,C001
v014,v061,42.7,1.320e-65,240.0,JN129499.1,OK558825,C001
v014,v062,62.7,1.050e-95,340.0,JN129499.1,WAU86704.1,C001
v014,v063,30.5,4.670e-25,105.0,JN129499.1,Ipet,C001
v014,v064,64.7,2.700e-96,342.0,JN129499.1,WOR09923,C001
v014,v066,46.8,5.270e-75,271.0,JN129499.1,A0A031MKR8,C001
v014,v067,35.7,1.300e-31,127.0,JN129499.1,WP_039353427,C001
v014,v068,49.3,1.340e-78,283.0,JN129499.1,A0A078MGG8,C001
v014,v069,57.6,2.490e-87,312.0,JN129499.1,WP_058088494.1,C001
v014,v070,47.6,5.090e-75,271.0,JN129499.1,WP_062195544.1,C001
v014,v071,44.8,2.490e-69,252.0,JN129499.1,WP_068824797.1,C001
v014,v072,58.9,3.730e-100,355.0,JN129499.1,WP_078759821.1,C001
v014,v073,50.7,1.690e-81,293.0,JN129499.1,WP_082414832.1,C001
v014,v074,76.5,1.920e-127,445.0,JN129499.1,WP_083947829.1,C001
v014,v075,47.5,3.160e-66,242.0,JN129499.1,WP_085749238.1,C001
v014,v076,49.3,4.960e-73,265.0,JN129499.1,A0A1H6AD45,C001
v014,v077,46.2,9.040e-75,270.0,JN129499.1,WP_090538641.1,C001
v014,v078,56.6,6.010e-92,327.0,JN129499.1,WP_093412886.1,C001
v014,v079,36.0,5.520e-34,135.0,JN129499.1,WP_101893509.1,C001
v014,v080,94.0,3.210e-165,571.0,JN129499.1,WP_104613137.1,C001
v014,v081,58.8,1.410e-99,353.0,JN129499.1,WP_107095481.1,C001
v014,v082,35.2,3.410e-32,129.0,JN129499.1,WP_111881932,C001
v014,v083,46.1,6.820e-65,238.0,JN129499.1,WP_117215036.1,C001
v014,v086,48.4,6.430e-72,261.0,JN129499.1,Ipet,C001
v014,v087,56.1,1.950e-87,312.0,JN129499.1,XCO66867,C001
v014,v088,47.7,9.270e-74,267.0,JN129499.1,XDS72785.1,C001
v014,v089,45.8,9.820e-72,260.0,JN129499.1,ACC95208.1,C001
v015,v016,75.1,1.150e-118,416.0,JN129500.1,H6WX58,C001
v015,v017,33.3,5.180e-06,42.0,JN129500.1,AGT96415,C001
v015,v018,51.4,9.150e-80,287.0,JN129500.1,A0A0G3BI90_9BURK,C001
v015,v019,44.3,4.160e-72,262.0,JN129500.1,KU695573,C001
v015,v020,48.6,3.990e-67,245.0,JN129500.1,A0A1Z2SIQ1_VIBGA,C001
v015,v021,48.6,1.340e-70,257.0,JN129500.1,BAB86909,C001
v015,v022,80.4,1.420e-141,492.0,JN129500.1,BAI99230,C001
v015,v023,81.1,1.540e-143,499.0,JN129500.1,F7IX06,C001
v015,v024,61.4,7.030e-104,367.0,JN129500.1,W0TJ64,C001
v015,v025,92.7,6.680e-163,563.0,JN129500.1,AJ810119,C001
v015,v026,99.2,2.070e-152,528.0,JN129500.1,E5BBQ3_THEFU,C001
v015,v027,80.4,1.420e-141,492.0,JN129500.1,D4Q9N1,C001
v015,v028,55.0,5.600e-85,304.0,JN129500.1,DAC80635,C001
v015,v029,95.0,7.630e-167,576.0,JN129500.1,E5BBQ2,C001
v015,v030,100.0,1.880e-153,532.0,JN129500.1,E9LVH8,C001
v015,v031,93.1,7.900e-144,500.0,JN129500.1,E9LVH9,C001
v015,v032,49.7,2.150e-81,292.0,JN129500.1,EGD44994.1,C001
v015,v033,58.2,8.980e-88,314.0,JN129500.1,G9BY57,C001
v015,v034,57.4,1.170e-87,313.0,JN129500.1,GBD22443,C001
v015,v036,48.9,1.250e-68,250.0,JN129500.1,R4YKL9_OLEAN,C001
v015,v040,30.4,1.080e-24,104.0,JN129500.1,MEC8523093.1,C001
v015,v041,45.5,3.640e-68,248.0,JN129500.1,ODU60407.1,C001
v015,v042,51.7,6.620e-78,281.0,JN129500.1,A0A1F4JXW8,C001
v015,v043,38.2,4.620e-55,205.0,JN129500.1,P19833,C001
v015,v044,100.0,1.700e-174,602.0,JN129500.1,Q47RJ6_THEFY,C001
v015,v045,93.0,2.300e-163,565.0,JN129500.1,Q47RJ7_THEFY,C001
v015,v046,100.0,1.700e-174,602.0,JN129500.1,Q6A0I4,C001
v015,v047,48.6,1.340e-70,257.0,JN129500.1,Q8RR62,C001
v015,v050,33.7,4.020e-34,135.0,JN129500.1,RLT92980.1,C001
v015,v051,50.2,4.440e-74,268.0,JN129500.1,RLU00646.1,C001
v015,v052,67.7,8.770e-103,363.0,JN129500.1,SAY37579.1,C001
v015,v053,68.3,6.710e-103,364.0,JN129500.1,SAY37582.1,C001
v015,v054,64.9,7.650e-99,350.0,JN129500.1,SAY37583.1,C001
v015,v055,55.0,1.490e-78,283.0,JN129500.1,SAY37584.1,C001
v015,v056,55.0,3.920e-79,285.0,JN129500.1,SAY37587.1,C001
v015,v057,55.7,1.350e-79,286.0,JN129500.1,SAY37589.1,C001
v015,v058,51.5,1.080e-80,290.0,JN129500.1,SHM40309.1,C001
v015,v059,46.5,2.670e-71,259.0,JN129500.1,SUD16364.1,C001
v015,v060,47.8,1.380e-67,247.0,JN129500.1,OK558824,C001
v015,v061,46.6,9.920e-66,240.0,JN129500.1,OK558825,C001
v015,v062,63.5,7.270e-97,344.0,JN129500.1,WAU86704.1,C001
v015,v063,31.2,1.110e-26,111.0,JN129500.1,Ipet,C001
v015,v064,65.9,4.450e-99,351.0,JN129500.1,WOR09923,C001
v015,v066,46.8,4.440e-74,268.0,JN129500.1,A0A031MKR8,C001
v015,v067,35.2,1.600e-31,127.0,JN129500.1,WP_039353427,C001
v015,v068,49.7,5.070e-78,281.0,JN129500.1,A0A078MGG8,C001
v015,v069,56.8,2.660e-89,319.0,JN129500.1,WP_058088494.1,C001
v015,v070,47.9,7.860e-76,274.0,JN129500.1,WP_062195544.1,C001
v015,v071,44.7,1.910e-69,253.0,JN129500.1,WP_068824797.1,C001
v015,v072,58.7,2.190e-100,356.0,JN129500.1,WP_078759821.1,C001
v015,v073,51.0,7.590e-82,294.0,JN129500.1,WP_082414832.1,C001
v015,v074,76.8,1.330e-128,449.0,JN129500.1,WP_083947829.1,C001
v015,v075,49.3,1.790e-69,253.0,JN129500.1,WP_085749238.1,C001
v015,v076,49.6,4.160e-72,262.0,JN129500.1,A0A1H6AD45,C001
v015,v077,46.9,1.170e-74,270.0,JN129500.1,WP_090538641.1,C001
v015,v078,56.7,2.440e-93,332.0,JN129500.1,WP_093412886.1,C001
v015,v079,34.0,8.810e-32,127.0,JN129500.1,WP_101893509.1,C001
v015,v080,97.7,5.110e-171,590.0,JN129500.1,WP_104613137.1,C001
v015,v081,60.4,3.860e-102,361.0,JN129500.1,WP_107095481.1,C001
v015,v082,34.2,1.600e-31,127.0,JN129500.1,WP_111881932,C001
v015,v083,47.5,3.080e-67,245.0,JN129500.1,WP_117215036.1,C001
v015,v086,48.4,9.290e-71,257.0,JN129500.1,Ipet,C001
v015,v087,56.5,1.040e-88,317.0,JN129500.1,XCO66867,C001
v015,v088,47.4,1.580e-73,266.0,JN129500.1,XDS72785.1,C001
v015,v089,46.4,4.160e-72,262.0,JN129500.1,ACC95208.1,C001
v016,v018,50.2,3.870e-74,268.0,H6WX58,A0A0G3BI90_9BURK,C001
v016,v019,48.9,5.230e-71,258.0,H6WX58,KU695573,C001
v016,v020,45.7,2.350e-63,232.0,H6WX58,A0A1Z2SIQ1_VIBGA,C001
v016,v021,48.5,2.430e-68,249.0,H6WX58,BAB86909,C001
v016,v022,77.8,7.690e-123,430.0,H6WX58,BAI99230,C001
v016,v023,78.2,2.640e-123,431.0,H6WX58,F7IX06,C001
v016,v024,69.1,1.110e-105,373.0,H6WX58,W0TJ64,C001
v016,v025,75.9,1.600e-120,422.0,H6WX58,AJ810119,C001
v016,v026,74.7,3.330e-118,414.0,H6WX58,E5BBQ3_THEFU,C001
v016,v027,77.8,7.690e-123,430.0,H6WX58,D4Q9N1,C001
v016,v028,59.1,1.080e-84,303.0,H6WX58,DAC80635,C001
v016,v029,75.9,6.090e-120,420.0,H6WX58,E5BBQ2,C001
v016,v030,75.2,3.020e-119,418.0,H6WX58,E9LVH8,C001
v016,v031,76.7,4.980e-122,427.0,H6WX58,E9LVH9,C001
v016,v032,52.9,3.060e-79,285.0,H6WX58,EGD44994.1,C001
v016,v033,61.3,1.510e-86,309.0,H6WX58,G9BY57,C001
v016,v034,59.7,2.670e-83,299.0,H6WX58,GBD22443,C001
v016,v036,48.1,4.890e-69,251.0,H6WX58,R4YKL9_OLEAN,C001
v016,v040,33.9,6.690e-26,108.0,H6WX58,MEC8523093.1,C001
v016,v041,44.0,4.150e-60,221.0,H6WX58,ODU60407.1,C001
v016,v042,50.0,5.050e-74,268.0,H6WX58,A0A1F4JXW8,C001
v016,v043,44.0,3.890e-58,215.0,H6WX58,P19833,C001
v016,v044,75.1,1.150e-118,416.0,H6WX58,Q47RJ6_THEFY,C001
v016,v045,76.6,1.890e-121,425.0,H6WX58,Q47RJ7_THEFY,C001
v016,v046,75.1,1.150e-118,416.0,H6WX58,Q6A0I4,C001
v016,v047,48.5,2.430e-68,249.0,H6WX58,Q8RR62,C001
v016,v050,33.6,2.070e-35,139.0,H6WX58,RLT92980.1,C001
v016,v051,48.3,1.420e-68,250.0,H6WX58,RLU00646.1,C001
v016,v052,68.6,1.220e-104,369.0,H6WX58,SAY37579.1,C001
v016,v053,68.4,8.770e-103,363.0,H6WX58,SAY37582.1,C001
v016,v054,67.0,2.010e-99,352.0,H6WX58,SAY37583.1,C001
v016,v055,56.1,2.450e-81,292.0,H6WX58,SAY37584.1,C001
v016,v056,57.6,5.840e-83,297.0,H6WX58,SAY37587.1,C001
v016,v057,56.8,2.900e-82,295.0,H6WX58,SAY37589.1,C001
v016,v058,53.6,7.530e-78,280.0,H6WX58,SHM40309.1,C001
v016,v059,47.3,1.210e-67,247.0,H6WX58,SUD16364.1,C001
v016,v060,49.4,5.780e-70,254.0,H6WX58,OK558824,C001
v016,v061,48.7,1.210e-67,247.0,H6WX58,OK558825,C001
v016,v062,69.0,1.280e-101,359.0,H6WX58,WAU86704.1,C001
v016,v064,65.9,1.290e-98,349.0,H6WX58,WOR09923,C001
v016,v065,31.4,1.960e-06,43.0,H6WX58,WP_013858543.1,C001
v016,v066,51.9,5.050e-74,268.0,H6WX58,A0A031MKR8,C001
v016,v067,31.4,3.430e-30,122.0,H6WX58,WP_039353427,C001
v016,v068,51.8,2.050e-75,272.0,H6WX58,A0A078MGG8,C001
v016,v069,53.9,2.770e-80,289.0,H6WX58,WP_058088494.1,C001
v016,v070,49.4,3.060e-71,258.0,H6WX58,WP_062195544.1,C001
v016,v071,46.6,2.680e-67,245.0,H6WX58,WP_068824797.1,C001
v016,v072,67.9,3.590e-104,368.0,H6WX58,WP_078759821.1,C001
v016,v073,56.9,4.120e-84,301.0,H6WX58,WP_082414832.1,C001
v016,v074,74.7,1.660e-117,412.0,H6WX58,WP_083947829.1,C001
v016,v075,48.6,2.130e-64,236.0,H6WX58,WP_085749238.1,C001
v016,v076,51.1,1.920e-73,266.0,H6WX58,A0A1H6AD45,C001
v016,v077,49.8,5.590e-73,264.0,H6WX58,WP_090538641.1,C001
v016,v078,63.6,5.190e-95,337.0,H6WX58,WP_093412886.1,C001
v016,v079,34.7,1.760e-34,136.0,H6WX58,WP_101893509.1,C001
v016,v080,74.7,5.700e-118,414.0,H6WX58,WP_104613137.1,C001
v016,v081,67.4,9.770e-102,360.0,H6WX58,WP_107095481.1,C001
v016,v082,33.8,4.780e-32,128.0,H6WX58,WP_111881932,C001
v016,v083,48.1,2.130e-64,236.0,H6WX58,WP_117215036.1,C001
v016,v086,48.5,2.200e-69,252.0,H6WX58,Ipet,C001
v016,v087,63.8,9.790e-94,333.0,H6WX58,XCO66867,C001
v016,v088,48.7,5.230e-71,258.0,H6WX58,XDS72785.1,C001
v016,v089,47.6,2.680e-67,245.0,H6WX58,ACC95208.1,C001
v017,v022,30.1,8.690e-06,41.0,AGT96415,BAI99230,C001
v017,v027,30.1,8.690e-06,41.0,AGT96415,D4Q9N1,C001
v017,v030,33.3,4.510e-06,42.0,AGT96415,E9LVH8,C001
v017,v044,33.3,5.180e-06,42.0,AGT96415,Q47RJ6_THEFY,C001
v017,v046,33.3,5.180e-06,42.0,AGT96415,Q6A0I4,C001
v017,v062,34.1,4.530e-06,42.0,AGT96415,WAU86704.1,C001
v018,v019,44.7,1.240e-76,277.0,A0A0G3BI90_9BURK,KU695573,C001
v018,v020,48.6,7.750e-79,284.0,A0A0G3BI90_9BURK,A0A1Z2SIQ1_VIBGA,C001
v018,v021,66.1,2.730e-108,382.0,A0A0G3BI90_9BURK,BAB86909,C001
v018,v022,49.3,1.770e-75,273.0,A0A0G3BI90_9BURK,BAI99230,C001
v018,v023,48.0,8.300e-73,264.0,A0A0G3BI90_9BURK,F7IX06,C001
v018,v024,48.9,4.120e-72,262.0,A0A0G3BI90_9BURK,W0TJ64,C001
v018,v025,49.3,1.240e-76,277.0,A0A0G3BI90_9BURK,AJ810119,C001
v018,v026,51.5,4.120e-76,275.0,A0A0G3BI90_9BURK,E5BBQ3_THEFU,C001
v018,v027,49.3,1.770e-75,273.0,A0A0G3BI90_9BURK,D4Q9N1,C001
v018,v028,41.5,5.320e-61,225.0,A0A0G3BI90_9BURK,DAC80635,C001
v018,v029,50.0,1.460e-77,280.0,A0A0G3BI90_9BURK,E5BBQ2,C001
v018,v030,52.0,3.740e-77,278.0,A0A0G3BI90_9BURK,E9LVH8,C001
v018,v031,49.8,3.870e-74,268.0,A0A0G3BI90_9BURK,E9LVH9,C001
v018,v032,47.3,1.460e-69,253.0,A0A0G3BI90_9BURK,EGD44994.1,C001
v018,v033,48.6,1.760e-67,246.0,A0A0G3BI90_9BURK,G9BY57,C001
v018,v034,46.8,5.300e-64,235.0,A0A0G3BI90_9BURK,GBD22443,C001
v018,v036,55.8,4.390e-82,295.0,A0A0G3BI90_9BURK,R4YKL9_OLEAN,C001
v018,v041,52.6,5.540e-85,304.0,A0A0G3BI90_9BURK,ODU60407.1,C001
v018,v042,69.1,2.310e-115,405.0,A0A0G3BI90_9BURK,A0A1F4JXW8,C001
v018,v043,40.7,1.050e-59,220.0,A0A0G3BI90_9BURK,P19833,C001
v018,v044,51.4,9.150e-80,287.0,A0A0G3BI90_9BURK,Q47RJ6_THEFY,C001
v018,v045,49.7,4.250e-77,278.0,A0A0G3BI90_9BURK,Q47RJ7_THEFY,C001
v018,v046,51.4,9.150e-80,287.0,A0A0G3BI90_9BURK,Q6A0I4,C001
v018,v047,66.1,2.730e-108,382.0,A0A0G3BI90_9BURK,Q8RR62,C001
v018,v051,55.4,1.610e-84,303.0,A0A0G3BI90_9BURK,RLU00646.1,C001
v018,v052,49.1,5.010e-74,268.0,A0A0G3BI90_9BURK,SAY37579.1,C001
v018,v053,50.2,2.250e-74,269.0,A0A0G3BI90_9BURK,SAY37582.1,C001
v018,v054,51.5,4.090e-76,275.0,A0A0G3BI90_9BURK,SAY37583.1,C001
v018,v055,49.4,5.480e-73,264.0,A0A0G3BI90_9BURK,SAY37584.1,C001
v018,v056,49.8,2.460e-73,265.0,A0A0G3BI90_9BURK,SAY37587.1,C001
v018,v057,49.4,3.210e-73,265.0,A0A0G3BI90_9BURK,SAY37589.1,C001
v018,v058,43.8,8.320e-65,237.0,A0A0G3BI90_9BURK,SHM40309.1,C001
v018,v059,51.0,1.160e-82,297.0,A0A0G3BI90_9BURK,SUD16364.1,C001
v018,v060,42.7,2.950e-70,255.0,A0A0G3BI90_9BURK,OK558824,C001
v018,v061,46.0,3.850e-78,282.0,A0A0G3BI90_9BURK,OK558825,C001
