cluster_id	origin	size	role	label	centroid	pct_id_to_centroid
R008	reference	2	centroid	PL52|CAA24927.1||60	PL52|CAA24927.1||60	*
R008	reference	2	member	PL546|P07061.1||	PL52|CAA24927.1||60	100.0
R010	reference	2	centroid	PL85|WP_011614907.1||100	PL85|WP_011614907.1||100	*
R010	reference	2	member	PL563|Q0KCI0||	PL85|WP_011614907.1||100	100.0
D002	de_novo	1	centroid	PL219|BEG79545||249	PL219|BEG79545||249	*
D003	de_novo	1	centroid	PL108|AQV11968.1||125	PL108|AQV11968.1||125	*
D006	de_novo	1	centroid	PL572|P94146||	PL572|P94146||	*
D008	de_novo	1	centroid	PL46|AAF01331.1||48	PL46|AAF01331.1||48	*
D012	de_novo	1	centroid	PL44|BAA76305.1||46	PL44|BAA76305.1||46	*
D013	de_novo	1	centroid	PL588|Q12559.2||	PL588|Q12559.2||	*
D014	de_novo	1	centroid	PL100|ALS54749.1||117	PL100|ALS54749.1||117	*
D015	de_novo	1	centroid	PL142|AAK11724.1||160	PL142|AAK11724.1||160	*
D016	de_novo	1	centroid	PL144|AAK28498.1||162	PL144|AAK28498.1||162	*
D017	de_novo	1	centroid	PL535|AII11185.1||	PL535|AII11185.1||	*
D019	de_novo	1	centroid	PL221|P08684.4||252	PL221|P08684.4||252	*
D020	de_novo	1	centroid	PL461|||492	PL461|||492	*
D021	de_novo	1	centroid	PL473|BAA19791.1||	PL473|BAA19791.1||	*
D023	de_novo	1	centroid	PL224|||255	PL224|||255	*
D025	de_novo	1	centroid	PL35|ADH43200.1||36	PL35|ADH43200.1||36	*
D026	de_novo	1	centroid	PL93|AAA21974.1||109	PL93|AAA21974.1||109	*
D027	de_novo	1	centroid	PL301|WP_145923095.1||332	PL301|WP_145923095.1||332	*
D028	de_novo	1	centroid	PL141|AGT90042.1||159	PL141|AGT90042.1||159	*
D029	de_novo	1	centroid	PL460|||491	PL460|||491	*
D031	de_novo	1	centroid	PL462|||493	PL462|||493	*
D033	de_novo	1	centroid	PL405|MBW4703769.1||436	PL405|MBW4703769.1||436	*
D034	de_novo	1	centroid	PL397|WP_084261341.1||428	PL397|WP_084261341.1||428	*
D035	de_novo	1	centroid	PL143|ARF18137.1||161	PL143|ARF18137.1||161	*
D037	de_novo	1	centroid	PL246|WP_130464304.1||277	PL246|WP_130464304.1||277	*
D039	de_novo	1	centroid	PL432|GIG90696.1||463	PL432|GIG90696.1||463	*
D041	de_novo	1	centroid	PL408|MCF0091346.1||439	PL408|MCF0091346.1||439	*
D042	de_novo	1	centroid	PL250|WP_082377728.1||281	PL250|WP_082377728.1||281	*
D047	de_novo	1	centroid	PL248|WP_088988822.1||279	PL248|WP_088988822.1||279	*
D051	de_novo	1	centroid	PL270|WP_130401777.1||301	PL270|WP_130401777.1||301	*
D054	de_novo	1	centroid	PL365|WP_221382552.1||396	PL365|WP_221382552.1||396	*
D055	de_novo	1	centroid	PL256|WP_082403176.1||287	PL256|WP_082403176.1||287	*
D056	de_novo	1	centroid	PL165|UNZ81747.1||187	PL165|UNZ81747.1||187	*
D057	de_novo	1	centroid	PL433|WP_086599340.1||464	PL433|WP_086599340.1||464	*
D058	de_novo	1	centroid	PL424|WP_264933993.1||455	PL424|WP_264933993.1||455	*
D059	de_novo	1	centroid	PL287|WP_132183354.1||318	PL287|WP_132183354.1||318	*
D060	de_novo	1	centroid	PL103|AKZ20828.1||120	PL103|AKZ20828.1||120	*
D061	de_novo	1	centroid	PL378|WP_210157342.1||409	PL378|WP_210157342.1||409	*
D062	de_novo	1	centroid	PL47|AAF66684.1||49	PL47|AAF66684.1||49	*
D063	de_novo	1	centroid	PL356|MBT8227529.1||387	PL356|MBT8227529.1||387	*
D065	de_novo	1	centroid	PL444|WP_239095870.1||475	PL444|WP_239095870.1||475	*
D066	de_novo	1	centroid	PL419|MTK05241.1||450	PL419|MTK05241.1||450	*
D067	de_novo	1	centroid	PL261|WP_013736455.1||292	PL261|WP_013736455.1||292	*
D068	de_novo	1	centroid	PL251|WP_132386942.1||282	PL251|WP_132386942.1||282	*
D069	de_novo	1	centroid	PL364|MGYP001121581011||395	PL364|MGYP001121581011||395	*
D070	de_novo	1	centroid	PL254|WP_132413760.1||285	PL254|WP_132413760.1||285	*
D071	de_novo	1	centroid	PL252|WP_132337032.1||283	PL252|WP_132337032.1||283	*
D072	de_novo	1	centroid	PL443|WP_233604767.1||474	PL443|WP_233604767.1||474	*
D076	de_novo	1	centroid	PL311|BAD07474.1||342	PL311|BAD07474.1||342	*
D077	de_novo	1	centroid	PL427|WP_260709492.1||458	PL427|WP_260709492.1||458	*
D079	de_novo	1	centroid	PL286|WP_084400763.1||317	PL286|WP_084400763.1||317	*
D080	de_novo	1	centroid	PL380|WP_232326807.1||411	PL380|WP_232326807.1||411	*
D081	de_novo	1	centroid	PL464|WKW63607.1||495	PL464|WKW63607.1||495	*
D083	de_novo	1	centroid	PL465|WKW63608.1||496	PL465|WKW63608.1||496	*
D084	de_novo	1	centroid	PL435|WP_109361459.1||466	PL435|WP_109361459.1||466	*
D087	de_novo	1	centroid	PL396|GHJ08786.1||427	PL396|GHJ08786.1||427	*
D088	de_novo	1	centroid	PL384|WP_031525917.1||415	PL384|WP_031525917.1||415	*
D090	de_novo	1	centroid	PL266|WP_131056699.1||297	PL266|WP_131056699.1||297	*
D091	de_novo	1	centroid	PL369|MGYP000221121644||400	PL369|MGYP000221121644||400	*
D092	de_novo	1	centroid	PL265|OKK16161.1||296	PL265|OKK16161.1||296	*
D093	de_novo	1	centroid	PL267|WP_045318561.1||298	PL267|WP_045318561.1||298	*
D095	de_novo	1	centroid	PL303|WP_067035690.1||334	PL303|WP_067035690.1||334	*
D096	de_novo	1	centroid	PL274|WP_109639600.1||305	PL274|WP_109639600.1||305	*
D098	de_novo	1	centroid	PL366|MGYP000271253724||397	PL366|MGYP000271253724||397	*
D099	de_novo	1	centroid	PL275|WP_086784246.1||306	PL275|WP_086784246.1||306	*
D100	de_novo	1	centroid	PL441|WP_218517662.1||472	PL441|WP_218517662.1||472	*
D101	de_novo	1	centroid	PL387|WP_203777396.1||418	PL387|WP_203777396.1||418	*
D102	de_novo	1	centroid	PL404|WP_271190254.1||435	PL404|WP_271190254.1||435	*
D104	de_novo	1	centroid	PL247|WP_073887759.1||278	PL247|WP_073887759.1||278	*
D105	de_novo	1	centroid	PL377|WBC00352.1||408	PL377|WBC00352.1||408	*
D106	de_novo	1	centroid	PL70|AHG30919.1||83	PL70|AHG30919.1||83	*
D107	de_novo	1	centroid	PL259|WP_141984372.1||290	PL259|WP_141984372.1||290	*
D110	de_novo	1	centroid	PL390|WP_203790592.1||421	PL390|WP_203790592.1||421	*
D111	de_novo	1	centroid	PL112|UFE15760.1||129	PL112|UFE15760.1||129	*
D113	de_novo	1	centroid	PL113|UFE15761.1||130	PL113|UFE15761.1||130	*
D118	de_novo	1	centroid	PL469|UFE15762.1||	PL469|UFE15762.1||	*
D119	de_novo	1	centroid	PL375|WP_267938240.1||406	PL375|WP_267938240.1||406	*
D121	de_novo	1	centroid	PL442|WP_256510519.1||473	PL442|WP_256510519.1||473	*
D123	de_novo	1	centroid	PL470|UFE15763.1||	PL470|UFE15763.1||	*
D124	de_novo	1	centroid	PL381|GFJ87714.1||412	PL381|GFJ87714.1||412	*
D126	de_novo	1	centroid	PL104|AKZ20829.1||121	PL104|AKZ20829.1||121	*
D127	de_novo	1	centroid	PL471|UFE15764.1||	PL471|UFE15764.1||	*
D128	de_novo	1	centroid	PL382|WP_158852571.1||413	PL382|WP_158852571.1||413	*
D129	de_novo	1	centroid	PL451|CAA26616.1||482	PL451|CAA26616.1||482	*
D130	de_novo	1	centroid	PL71|AGT96414.1||84	PL71|AGT96414.1||84	*
D138	de_novo	1	centroid	PL257|WP_137976057.1||288	PL257|WP_137976057.1||288	*
D139	de_novo	1	centroid	PL177|AAA33742.1||205	PL177|AAA33742.1||205	*
D140	de_novo	1	centroid	PL349|WP_170196788.1||380	PL349|WP_170196788.1||380	*
D141	de_novo	1	centroid	PL299|WP_086668955.1||330	PL299|WP_086668955.1||330	*
D142	de_novo	1	centroid	PL312|KXS08985||343	PL312|KXS08985||343	*
D143	de_novo	1	centroid	PL38|WP_039353427.1||39	PL38|WP_039353427.1||39	*
D146	de_novo	1	centroid	PL218|XHH12378||248	PL218|XHH12378||248	*
D147	de_novo	1	centroid	PL343|A0A7X7N2B0||374	PL343|A0A7X7N2B0||374	*
D148	de_novo	1	centroid	PL37|WP_111881932.1||38	PL37|WP_111881932.1||38	*
D150	de_novo	1	centroid	PL345|XP_005707592.1||376	PL345|XP_005707592.1||376	*
D151	de_novo	1	centroid	PL340|A0A7V9NEU5||371	PL340|A0A7V9NEU5||371	*
D152	de_novo	1	centroid	PL216|XHH12374||246	PL216|XHH12374||246	*
D154	de_novo	1	centroid	PL453|WDT94064||484	PL453|WDT94064||484	*
D155	de_novo	1	centroid	PL536|AII11221.1||	PL536|AII11221.1||	*
D156	de_novo	1	centroid	PL276|WP_078844206.1||307	PL276|WP_078844206.1||307	*
D157	de_novo	1	centroid	PL346|WP_010949597.1||377	PL346|WP_010949597.1||377	*
D159	de_novo	1	centroid	PL314|WP_082766707.1||345	PL314|WP_082766707.1||345	*
D160	de_novo	1	centroid	PL334|A0A6A7M915||365	PL334|A0A6A7M915||365	*
D162	de_novo	1	centroid	PL338|A0A7C7DKE8||369	PL338|A0A7C7DKE8||369	*
D164	de_novo	1	centroid	PL410|WP_199199185.1||441	PL410|WP_199199185.1||441	*
D165	de_novo	1	centroid	PL98|BAG32152.1||115	PL98|BAG32152.1||115	*
D166	de_novo	1	centroid	PL77|BAF57214.1||92	PL77|BAF57214.1||92	*
D167	de_novo	1	centroid	PL294|WP_084578793.1||325	PL294|WP_084578793.1||325	*
D168	de_novo	1	centroid	PL317|A0A1Y4BJH4||348	PL317|A0A1Y4BJH4||348	*
D169	de_novo	1	centroid	PL318|OWT56952||349	PL318|OWT56952||349	*
D170	de_novo	1	centroid	PL344|WP_014810472.1||375	PL344|WP_014810472.1||375	*
D171	de_novo	1	centroid	PL605|A0A840P940||	PL605|A0A840P940||	*
D172	de_novo	1	centroid	PL289|WP_141569747.1||320	PL289|WP_141569747.1||320	*
D173	de_novo	1	centroid	PL315|A0A1Q3SHB0||346	PL315|A0A1Q3SHB0||346	*
D174	de_novo	1	centroid	PL323|A0A351YZM4||354	PL323|A0A351YZM4||354	*
D175	de_novo	1	centroid	PL319|A0A2E3XQJ6||350	PL319|A0A2E3XQJ6||350	*
D176	de_novo	1	centroid	PL215|WP_068749367||245	PL215|WP_068749367||245	*
D177	de_novo	1	centroid	PL231|MSQ87502.1||262	PL231|MSQ87502.1||262	*
D178	de_novo	1	centroid	PL328|A0A432H965||359	PL328|A0A432H965||359	*
D179	de_novo	1	centroid	PL322|PWX09261.1||353	PL322|PWX09261.1||353	*
D180	de_novo	1	centroid	PL329|RYL92504.1||360	PL329|RYL92504.1||360	*
D181	de_novo	1	centroid	PL320|PSR30050||351	PL320|PSR30050||351	*
D182	de_novo	1	centroid	PL335|A0A6I1QW75||366	PL335|A0A6I1QW75||366	*
D183	de_novo	1	centroid	PL430|MBN1171866.1||461	PL430|MBN1171866.1||461	*
D184	de_novo	1	centroid	PL316|WP_075885500.1||347	PL316|WP_075885500.1||347	*
D185	de_novo	1	centroid	PL363|MBN2622270.1||394	PL363|MBN2622270.1||394	*
D187	de_novo	1	centroid	PL327|A0A3M1X2K7||358	PL327|A0A3M1X2K7||358	*
D188	de_novo	1	centroid	PL454|WDT94443||485	PL454|WDT94443||485	*
D189	de_novo	1	centroid	PL350|ACV09511||381	PL350|ACV09511||381	*
D190	de_novo	1	centroid	PL342|MSS57807||373	PL342|MSS57807||373	*
D191	de_novo	1	centroid	PL11|P19833.1||11	PL11|P19833.1||11	*
D192	de_novo	1	centroid	PL166|UNZ81748.1||188	PL166|UNZ81748.1||188	*
D193	de_novo	1	centroid	PL337|A0A7C6SQZ1||368	PL337|A0A7C6SQZ1||368	*
D195	de_novo	1	centroid	PL298|WP_110080872.1||329	PL298|WP_110080872.1||329	*
D197	de_novo	1	centroid	PL305|WP_129849678.1||336	PL305|WP_129849678.1||336	*
D198	de_novo	1	centroid	PL162|ADV66860.1||184	PL162|ADV66860.1||184	*
D199	de_novo	1	centroid	PL258|WP_125191182.1||289	PL258|WP_125191182.1||289	*
D200	de_novo	1	centroid	PL333|A0A661XAJ6||364	PL333|A0A661XAJ6||364	*
D201	de_novo	1	centroid	PL373|WP_233872418.1||404	PL373|WP_233872418.1||404	*
D202	de_novo	1	centroid	PL69|AGT96415.1||82	PL69|AGT96415.1||82	*
D203	de_novo	1	centroid	PL326|A0A3D4HM79||357	PL326|A0A3D4HM79||357	*
D204	de_novo	1	centroid	PL164|UNZ81746.1||186	PL164|UNZ81746.1||186	*
D205	de_novo	1	centroid	PL348|U7UHN3||379	PL348|U7UHN3||379	*
D206	de_novo	1	centroid	PL332|WP_170322449.1||363	PL332|WP_170322449.1||363	*
D208	de_novo	1	centroid	PL197|WP_008690040.1||226	PL197|WP_008690040.1||226	*
D209	de_novo	1	centroid	PL339|A0A7V5VEC1||370	PL339|A0A7V5VEC1||370	*
D210	de_novo	1	centroid	PL360|WP_229068674.1||391	PL360|WP_229068674.1||391	*
D213	de_novo	1	centroid	PL325|A0A3D1YDR8||356	PL325|A0A3D1YDR8||356	*
D215	de_novo	1	centroid	PL354|WP_151597653.1||385	PL354|WP_151597653.1||385	*
D218	de_novo	1	centroid	PL429|WP_149259982.1||460	PL429|WP_149259982.1||460	*
D221	de_novo	1	centroid	PL411|WP_247056560.1||442	PL411|WP_247056560.1||442	*
D222	de_novo	1	centroid	PL39|ACC95208.1||40	PL39|ACC95208.1||40	*
D225	de_novo	1	centroid	PL13|MGYP000532440779||13	PL13|MGYP000532440779||13	*
D226	de_novo	1	centroid	PL308|WP_075975245.1||339	PL308|WP_075975245.1||339	*
D227	de_novo	1	centroid	PL438|WP_307855560.1||469	PL438|WP_307855560.1||469	*
D230	de_novo	1	centroid	PL237|MBE65357.1||268	PL237|MBE65357.1||268	*
D232	de_novo	1	centroid	PL331|TAL40028||362	PL331|TAL40028||362	*
D235	de_novo	1	centroid	PL268|WP_075737041.1||299	PL268|WP_075737041.1||299	*
D236	de_novo	1	centroid	PL324|A0A368EC02||355	PL324|A0A368EC02||355	*
D237	de_novo	1	centroid	PL9|WP_088276085.1||9	PL9|WP_088276085.1||9	*
D238	de_novo	1	centroid	PL421|WP_093473685.1||452	PL421|WP_093473685.1||452	*
D239	de_novo	1	centroid	PL310|MBA55398.1||341	PL310|MBA55398.1||341	*
D240	de_novo	1	centroid	PL279|KNX38636.1||310	PL279|KNX38636.1||310	*
D241	de_novo	1	centroid	PL362|MGYP001489421514||393	PL362|MGYP001489421514||393	*
D242	de_novo	1	centroid	PL347|R5FI29||378	PL347|R5FI29||378	*
D244	de_novo	1	centroid	PL281|WP_093954453.1||312	PL281|WP_093954453.1||312	*
D245	de_novo	1	centroid	PL321|A0A315R6Z8||352	PL321|A0A315R6Z8||352	*
D247	de_novo	1	centroid	PL7|ADK73612.1||7	PL7|ADK73612.1||7	*
D248	de_novo	1	centroid	PL434|WP_019633337.1||465	PL434|WP_019633337.1||465	*
D250	de_novo	1	centroid	PL415|WP_203906211.1||446	PL415|WP_203906211.1||446	*
D252	de_novo	1	centroid	PL297|WP_120326365.1||328	PL297|WP_120326365.1||328	*
D254	de_novo	1	centroid	PL212|WP_142197250.1||242	PL212|WP_142197250.1||242	*
D255	de_novo	1	centroid	PL359|WP_233427406.1||390	PL359|WP_233427406.1||390	*
D257	de_novo	1	centroid	PL418|MBT9528079.1||449	PL418|MBT9528079.1||449	*
D258	de_novo	1	centroid	PL458|||489	PL458|||489	*
D259	de_novo	1	centroid	PL407|WP_269740835.1||438	PL407|WP_269740835.1||438	*
D260	de_novo	1	centroid	PL300|WP_092528534.1||331	PL300|WP_092528534.1||331	*
D262	de_novo	1	centroid	PL211|WP_220815207||241	PL211|WP_220815207||241	*
D263	de_novo	1	centroid	PL225|WP_218920366.1||256	PL225|WP_218920366.1||256	*
D264	de_novo	1	centroid	PL367|WP_184682765.1||398	PL367|WP_184682765.1||398	*
D265	de_novo	1	centroid	PL304|WP_103564314.1||335	PL304|WP_103564314.1||335	*
D266	de_novo	1	centroid	PL3|ASA57064.1||3	PL3|ASA57064.1||3	*
D268	de_novo	1	centroid	PL524|WP_068824797.1||	PL524|WP_068824797.1||	*
D269	de_novo	1	centroid	PL353|WP_130342639||384	PL353|WP_130342639||384	*
D270	de_novo	1	centroid	PL264|WP_083950838.1||295	PL264|WP_083950838.1||295	*
D271	de_novo	1	centroid	PL352|WP_035284691||383	PL352|WP_035284691||383	*
D272	de_novo	1	centroid	PL416|WP_144022925.1||447	PL416|WP_144022925.1||447	*
D273	de_novo	1	centroid	PL428|GGO06455.1||459	PL428|GGO06455.1||459	*
D274	de_novo	1	centroid	PL403|WP_252275389.1||434	PL403|WP_252275389.1||434	*
D275	de_novo	1	centroid	PL455|WDT94189||486	PL455|WDT94189||486	*
D276	de_novo	1	centroid	PL295|WP_104115406.1||326	PL295|WP_104115406.1||326	*
D277	de_novo	1	centroid	PL361|WP_161104454.1||392	PL361|WP_161104454.1||392	*
D278	de_novo	1	centroid	PL370|WP_203733135.1||401	PL370|WP_203733135.1||401	*
D279	de_novo	1	centroid	PL187|SIP63154.1||216	PL187|SIP63154.1||216	*
D280	de_novo	1	centroid	PL288|RZL02950.1||319	PL288|RZL02950.1||319	*
D281	de_novo	1	centroid	PL437|WP_150070118.1||468	PL437|WP_150070118.1||468	*
D283	de_novo	1	centroid	PL351|TDP67440||382	PL351|TDP67440||382	*
D284	de_novo	1	centroid	PL129|EGD44994.1||147	PL129|EGD44994.1||147	*
D285	de_novo	1	centroid	PL133|WP_093412886.1||151	PL133|WP_093412886.1||151	*
D286	de_novo	1	centroid	PL230|MBO9532528.1||261	PL230|MBO9532528.1||261	*
D287	de_novo	1	centroid	PL413|WP_203812622.1||444	PL413|WP_203812622.1||444	*
D289	de_novo	1	centroid	PL436|WP_211769896.1||467	PL436|WP_211769896.1||467	*
D290	de_novo	1	centroid	PL452|YCL34723||483	PL452|YCL34723||483	*
D291	de_novo	1	centroid	PL306|WP_103939557.1||337	PL306|WP_103939557.1||337	*
D292	de_novo	1	centroid	PL238|KZY99137.1||269	PL238|KZY99137.1||269	*
D293	de_novo	1	centroid	PL341|A0A7W0NYQ1||372	PL341|A0A7W0NYQ1||372	*
D296	de_novo	1	centroid	PL368|MBJ7347705.1||399	PL368|MBJ7347705.1||399	*
D297	de_novo	1	centroid	PL414|PWR09075.1||445	PL414|PWR09075.1||445	*
D299	de_novo	1	centroid	PL130|WP_062195544.1||148	PL130|WP_062195544.1||148	*
D302	de_novo	1	centroid	PL244|WP_084434874.1||275	PL244|WP_084434874.1||275	*
D303	de_novo	1	centroid	PL285|WP_123685830.1||316	PL285|WP_123685830.1||316	*
D304	de_novo	1	centroid	PL358|WP_085750434.1||389	PL358|WP_085750434.1||389	*
D305	de_novo	1	centroid	PL412|WP_239125827.1||443	PL412|WP_239125827.1||443	*
D306	de_novo	1	centroid	PL336|A0A7C3G8G6||367	PL336|A0A7C3G8G6||367	*
D307	de_novo	1	centroid	PL357|MBX3624429.1||388	PL357|MBX3624429.1||388	*
D308	de_novo	1	centroid	PL282|WP_116813002.1||313	PL282|WP_116813002.1||313	*
D309	de_novo	1	centroid	PL232|WP_018657411.1||263	PL232|WP_018657411.1||263	*
D310	de_novo	1	centroid	PL330|WP_131292212.1||361	PL330|WP_131292212.1||361	*
D311	de_novo	1	centroid	PL445|WP_253762837.1||476	PL445|WP_253762837.1||476	*
D312	de_novo	1	centroid	PL372|WP_129786244.1||403	PL372|WP_129786244.1||403	*
D313	de_novo	1	centroid	PL207|||236	PL207|||236	*
D314	de_novo	1	centroid	PL296|SPF04022.1||327	PL296|SPF04022.1||327	*
D315	de_novo	1	centroid	PL284|TQL66274.1||315	PL284|TQL66274.1||315	*
D316	de_novo	1	centroid	PL589|XCO66867.1||	PL589|XCO66867.1||	*
D317	de_novo	1	centroid	PL449|WP_143447025.1||480	PL449|WP_143447025.1||480	*
D318	de_novo	1	centroid	PL371|NUT34383.1||402	PL371|NUT34383.1||402	*
D319	de_novo	1	centroid	PL233|MPZ00478.1||264	PL233|MPZ00478.1||264	*
D320	de_novo	1	centroid	PL313|WP_073391230.1||344	PL313|WP_073391230.1||344	*
D321	de_novo	1	centroid	PL227|WP_019629726.1||258	PL227|WP_019629726.1||258	*
D322	de_novo	1	centroid	PL401|WP_229836555.1||432	PL401|WP_229836555.1||432	*
D324	de_novo	1	centroid	PL163|DAC80635.1||185	PL163|DAC80635.1||185	*
D325	de_novo	1	centroid	PL431|MBO9569276.1||462	PL431|MBO9569276.1||462	*
D327	de_novo	1	centroid	PL146|ACY56506.1||165	PL146|ACY56506.1||165	*
D328	de_novo	1	centroid	PL355|WP_187224800.1||386	PL355|WP_187224800.1||386	*
D329	de_novo	1	centroid	PL450|XDS72785.1||481	PL450|XDS72785.1||481	*
D331	de_novo	1	centroid	PL302|WP_091450391.1||333	PL302|WP_091450391.1||333	*
D333	de_novo	1	centroid	PL385|MBX3621832.1||416	PL385|MBX3621832.1||416	*
D335	de_novo	1	centroid	PL229|WP_116023875.1||260	PL229|WP_116023875.1||260	*
D338	de_novo	1	centroid	PL448|WP_250563816.1||479	PL448|WP_250563816.1||479	*
D340	de_novo	1	centroid	PL292|WP_051808300.1||323	PL292|WP_051808300.1||323	*
D341	de_novo	1	centroid	PL562|WP_013956815.1||	PL562|WP_013956815.1||	*
D342	de_novo	1	centroid	PL386|GIU85367.1||417	PL386|GIU85367.1||417	*
D343	de_novo	1	centroid	PL269|WP_065917710.1||300	PL269|WP_065917710.1||300	*
D344	de_novo	1	centroid	PL236|MBX2857432.1||267	PL236|MBX2857432.1||267	*
D345	de_novo	1	centroid	PL213|||243	PL213|||243	*
D348	de_novo	1	centroid	PL262|WP_143590710.1||293	PL262|WP_143590710.1||293	*
D349	de_novo	1	centroid	PL195|RGD93181.1||224	PL195|RGD93181.1||224	*
D350	de_novo	1	centroid	PL226|WP_209642273.1||257	PL226|WP_209642273.1||257	*
D351	de_novo	1	centroid	PL399|UAC02078.1||430	PL399|UAC02078.1||430	*
D353	de_novo	1	centroid	PL234|WP_203847453.1||265	PL234|WP_203847453.1||265	*
D355	de_novo	1	centroid	PL426|WP_256510026.1||457	PL426|WP_256510026.1||457	*
D357	de_novo	1	centroid	PL31|AFA45122.1||32	PL31|AFA45122.1||32	*
D358	de_novo	1	centroid	PL40|RLI42440.1||41	PL40|RLI42440.1||41	*
D360	de_novo	1	centroid	PL194|WP_118011433.1||223	PL194|WP_118011433.1||223	*
D361	de_novo	1	centroid	PL425|MGYP000321434903||456	PL425|MGYP000321434903||456	*
D362	de_novo	1	centroid	PL466|NP_390179.1||497	PL466|NP_390179.1||497	*
D365	de_novo	1	centroid	PL196|WP_013858543.1||225	PL196|WP_013858543.1||225	*
D369	de_novo	1	centroid	PL447|GIU85371.1||478	PL447|GIU85371.1||478	*
D370	de_novo	1	centroid	PL60|ABY53108.1||69	PL60|ABY53108.1||69	*
D374	de_novo	1	centroid	PL577|Q75UA4||	PL577|Q75UA4||	*
D376	de_novo	1	centroid	PL203|||232	PL203|||232	*
D377	de_novo	1	centroid	PL220|P00761.1||251	PL220|P00761.1||251	*
D380	de_novo	1	centroid	PL201|||230	PL201|||230	*
D385	de_novo	1	centroid	PL200|WKA69984.1||229	PL200|WKA69984.1||229	*
D391	de_novo	1	centroid	PL456|||487	PL456|||487	*
D392	de_novo	1	centroid	PL161|ESK97883.1||183	PL161|ESK97883.1||183	*
D393	de_novo	1	centroid	PL12|WP_003460012.1||12	PL12|WP_003460012.1||12	*
D394	de_novo	1	centroid	PL62|BAC67195.1||71	PL62|BAC67195.1||71	*
D395	de_novo	1	centroid	PL463|7C2A_A||494	PL463|7C2A_A||494	*
D396	de_novo	1	centroid	PL155|QEX94755.1||177	PL155|QEX94755.1||177	*
D398	de_novo	1	centroid	PL467|NP_999368.1||498	PL467|NP_999368.1||498	*
R005	reference	1	centroid	PL239|SDZ16714.1||270	PL239|SDZ16714.1||270	*
R006	reference	1	centroid	PL245|WP_116180173.1||276	PL245|WP_116180173.1||276	*
R011	reference	1	centroid	PL59|WP_037320891.1||68	PL59|WP_037320891.1||68	*
